joint_name,q_value,delta_q,ee_x,ee_y,ee_z,delta_ee_x,delta_ee_y,delta_ee_z,roll,pitch,yaw
jnt1,0.804698767358,0.13,0.22200163562215192,-0.23073906348659892,-0.09999135244771801,-0.07597893229933234,-0.11355122451579473,-8.341949867540777e-07,-1.5708024634741449,-5.969849614206879e-06,2.3369004993590434
jnt1,0.809698767358,0.135,0.22084516642426677,-0.23184618279818464,-0.09999136058108146,-0.07713540149721748,-0.11465834382738045,-8.423283502090317e-07,-1.5708024369408018,-5.995250914825334e-06,2.3319004993590196
jnt1,0.814698767358,0.14,0.2196831761087234,-0.2329475059489116,-0.09999136867186381,-0.07829739181276085,-0.1157596669781074,-8.504191325586774e-07,-1.5708024102807845,-6.0205192318196765e-06,2.3269004993589943
jnt1,0.819698767358,0.14500000000000002,0.21851569372521917,-0.23404300540575826,-0.09999137671986297,-0.07946487419626508,-0.11685516643495407,-8.584671317146686e-07,-1.57080238349476,-6.045653933473005e-06,2.3219004993589674
jnt1,0.824698767358,0.15000000000000002,0.21734274846075277,-0.2351326537812957,-0.09999138472487754,-0.08063781946073148,-0.1179448148104915,-8.664721462825486e-07,-1.5708023565833962,-6.070654391177044e-06,2.316900499358939
jnt1,0.829698767358,0.15500000000000003,0.21616436963889482,-0.23621642383437086,-0.09999139268670762,-0.08181619828258943,-0.11902858486356667,-8.74433976366662e-07,-1.5708023295473672,-6.095519979876229e-06,2.3119004993589094
jnt1,0.834698767358,0.16000000000000003,0.21498058671905448,-0.23729428847078887,-0.09999140060515402,-0.08299998120242977,-0.12010644949998468,-8.823524227652424e-07,-1.5708023023873496,-6.1202500787338465e-06,2.306900499358879
jnt1,0.839698767358,0.16500000000000004,0.21379142929574302,-0.23836622074398994,-0.09999140848001872,-0.08418913862574123,-0.12117838177318575,-8.902272874700135e-07,-1.5708022751040212,-6.144844068689537e-06,2.3019004993588466
jnt1,0.844698767358,0.17000000000000004,0.2125969270978341,-0.23943219385572342,-0.09999141631110489,-0.08538364082365016,-0.12224435488491923,-8.980583736384329e-07,-1.5708022476980639,-6.1693013351238335e-06,2.2969004993588125
jnt1,0.849698767358,0.17500000000000004,0.21139710998782044,-0.2404921811567167,-0.09999142409821662,-0.08658345793366382,-0.1233043421859125,-9.05845485371648e-07,-1.570802220170164,-6.193621266525895e-06,2.2919004993587775
jnt1,0.854698767358,0.18,0.21019200796106752,-0.24154615614734273,-0.0999914318411596,-0.08778855996041673,-0.12435831717653854,-9.135884283528739e-07,-1.5708021925210087,-6.217803255381682e-06,2.2869004993587407
jnt1,0.8596987673579999,0.185,0.2089816511450628,-0.2425940924782813,-0.09999143953974024,-0.08899891677642144,-0.12540625350747708,-9.212870089869707e-07,-1.5708021647512893,-6.241846696619646e-06,2.281900499358703
jnt1,0.864698767358,0.19,0.20776606979866408,-0.24363596395117884,-0.0999914471937654,-0.09021449812282017,-0.12644812498037467,-9.289410341506432e-07,-1.5708021368617013,-6.265750989165042e-06,2.276900499358663
jnt1,0.8696987673579999,0.195,0.20654529431134175,-0.2446717445193031,-0.09999145480304464,-0.0914352736101425,-0.12748390554849892,-9.365503133851316e-07,-1.5708021088529396,-6.289515535273793e-06,2.271900499358622
jnt1,0.874698767358,0.2,0.2053193552024187,-0.24570140828819353,-0.09999146236738707,-0.09266121271906555,-0.12851356931738933,-9.441146558153424e-07,-1.5708020807257066,-6.31313974142067e-06,2.26690049935858
jnt1,0.8796987673579999,0.20500000000000002,0.2040882831203097,-0.2467249295163096,-0.09999146988660393,-0.09389228480117456,-0.12953709054550538,-9.516338726756057e-07,-1.5708020524807045,-6.33662301674498e-06,2.261900499358536
jnt1,0.884698767358,0.21000000000000002,0.20285210884175225,-0.24774228261567363,-0.09999147736050709,-0.095128459079732,-0.13055444364486946,-9.591077758386302e-07,-1.57080202411864,-6.359964773938742e-06,2.2569004993584914
jnt1,0.8896987673579999,0.21500000000000002,0.20161086327103867,-0.24875344215251158,-0.09999148478890976,-0.09636970465044559,-0.1315656031817074,-9.665361785093918e-07,-1.5708019956402206,-6.383164429912824e-06,2.2519004993584444
