noise_case,episode,seed,zero_rms_ee,sac_rms_ee,zero_rms_ee_measured,sac_rms_ee_measured,zero_final_ee,sac_final_ee,zero_final_ee_measured,sac_final_ee_measured,zero_rms_hf,sac_rms_hf,zero_smooth,sac_smooth,zero_sat,sac_sat,zero_lim,sac_lim,zero_ncon,sac_ncon,delta_rms_ee,delta_final_ee,delta_rms_hf,delta_sat,delta_lim
clean,44,30044,0.006284046601839613,0.0032151780441386658,0.006284046601839613,0.0032151780441386658,0.0011808146309315638,0.0007028677686211292,0.0011808146309315638,0.0007028677686211292,0.000607320349523769,0.0006141607345779333,0.014266779286448573,0.010058032286715795,0.0,0.0,0.0,0.0,0.0,0.0,-0.003068868557700947,-0.00047794686231043457,6.8403850541642625e-06,0.0,0.0
clean,45,30045,0.006686729324375763,0.003712110987944974,0.006686729324375763,0.003712110987944974,0.0011691765204032548,0.0005139129510673484,0.0011691765204032548,0.0005139129510673484,0.000631321663942282,0.0005339801709857596,0.0151543738462258,0.010789712111817694,0.0,0.0,0.0,0.0,0.0,0.0,-0.002974618336430789,-0.0006552635693359064,-9.734149295652242e-05,0.0,0.0
clean,46,30046,0.006680335794702081,0.0036363316324969164,0.006680335794702081,0.0036363316324969164,0.0013029476249288427,0.0003762334413945333,0.0013029476249288427,0.0003762334413945333,0.0006336990210634341,0.000528459198882483,0.015113409296952006,0.010506125034809865,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030440041622051646,-0.0009267141835343094,-0.00010523982218095117,0.0,0.0
clean,47,30047,0.006390158410060441,0.003429162888732607,0.006390158410060441,0.003429162888732607,0.001639780361251842,0.0013662035773326015,0.001639780361251842,0.0013662035773326015,0.0006077535975007757,0.0005532596538517105,0.014861991715070402,0.010967818446814444,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029609955213278343,-0.0002735767839192405,-5.4493943649065214e-05,0.0,0.0
clean,48,30048,0.006429310350247023,0.003398819946341153,0.006429310350247023,0.003398819946341153,0.0011728966384564352,0.0004897508073901758,0.0011728966384564352,0.0004897508073901758,0.0006261054821825137,0.0005268144231630322,0.014645874956369358,0.010188565852982511,0.0,0.0,0.0,0.0,0.0,0.0,-0.00303049040390587,-0.0006831458310662593,-9.929105901948152e-05,0.0,0.0
clean,49,30049,0.007135672342070454,0.004187986413268559,0.007135672342070454,0.004187986413268559,0.001398006202124441,0.0004898214049880517,0.001398006202124441,0.0004898214049880517,0.0006691234095795649,0.0005603084856574794,0.016155505212205108,0.011702038501088283,0.0,0.0,0.0,0.0,0.0,0.0,-0.002947685928801895,-0.0009081847971363893,-0.00010881492392208548,0.0,0.0
sensor_noise_only,0,30000,0.006509087663519488,0.004129340374405277,0.006575321065624693,0.004229648009156069,0.0010845587128187068,0.0010138001384489151,0.002076781733988462,0.001279959318183084,0.0006530652832715836,0.0006131960336117356,0.01446193297956195,0.011589873660110637,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023797472891142106,-7.075857436979172e-05,-3.986924965984802e-05,0.0,0.0
sensor_noise_only,1,30001,0.006700722078555188,0.0040909884652105735,0.00675206450389253,0.004176283074612964,0.001156549573377941,0.0011714247540184216,0.001475301521403411,0.0013738401220285046,0.0006408088089735031,0.0006020752301517295,0.014944888543224814,0.01181863294733903,0.0,0.0,0.0,0.0,0.0,0.0,-0.002609733613344614,1.487518064048057e-05,-3.87335788217736e-05,0.0,0.0
sensor_noise_only,2,30002,0.006743900598591373,0.004125730625030021,0.006780755339152822,0.004188786603308396,0.0011255520264051601,0.0016235203794641479,0.0008133750234719279,0.001156394569681728,0.000690350965428534,0.0005607877717104366,0.015102035877384444,0.01239691330223491,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026181699735613522,0.0004979683530589878,-0.0001295631937180974,0.0,0.0
sensor_noise_only,3,30003,0.006717937597355466,0.004215470865593336,0.006814000344379585,0.004332340034608341,0.0014593448250875573,0.0009381480483440376,0.0016932453295291617,0.001149506630805641,0.0006616974597448526,0.0005776517740048933,0.01546031744077183,0.01194542784313519,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025024667317621293,-0.0005211967767435197,-8.404568573995932e-05,0.0,0.0
sensor_noise_only,4,30004,0.00679472214152163,0.004150641211222011,0.006802416575261124,0.004206689737977538,0.001447463498291731,0.001363736472786994,0.001992589570082571,0.0014653576268629977,0.0006502399698449562,0.0005540844076746288,0.01543469757200246,0.012244172344147389,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026440809302996186,-8.372702550473701e-05,-9.615556217032744e-05,0.0,0.0
sensor_noise_only,5,30005,0.007044906563322518,0.0047156729098267,0.007123583676342022,0.004798372136797516,0.001057424977475725,0.0012156879732934628,0.0015061651697560515,0.0018225391759045856,0.0006686930268103229,0.0006453818619254794,0.015378561885680257,0.012797497121776712,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023292336534958182,0.00015826299581773767,-2.3311164884843444e-05,0.0,0.0
sensor_noise_only,6,30006,0.0063676760287313325,0.0037286347776110274,0.006421997823451031,0.003816203119993431,0.0011442488241303343,0.001813436057633726,0.0011921918287285834,0.001574532251798066,0.0006209080324053486,0.0005714045617149641,0.014350341648968434,0.011939625880399183,0.0,0.0,0.0,0.0,0.0,0.0,-0.002639041251120305,0.0006691872335033917,-4.950347069038446e-05,0.0,0.0
sensor_noise_only,7,30007,0.006738339696516572,0.00425178386782386,0.006757196775682172,0.004295559291932412,0.0011541583674901038,0.0008620463833017135,0.0015095317517764253,0.001392001810075624,0.0006623927651570209,0.000595944477828843,0.015166064913839945,0.011938719945918736,0.0,0.0,0.0,0.0,0.0,0.0,-0.002486555828692712,-0.00029211198418839035,-6.644828732817794e-05,0.0,0.0
sensor_noise_only,8,30008,0.006750188590291618,0.004221713163005394,0.006802541347788706,0.004324583203909225,0.0010479212921769337,0.0009661134555662781,0.001381130846020449,0.0016757793734521569,0.0006619996272066304,0.0006082331413369915,0.014931193863478012,0.01191421781996306,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025284754272862243,-8.180783661065568e-05,-5.3766485869638915e-05,0.0,0.0
sensor_noise_only,9,30009,0.006487994959971128,0.004075376057459184,0.00654354540551006,0.0041515685408781665,0.0014929965198656357,0.0005422156386007251,0.0016997295730352146,0.001122796312459569,0.000649834226160844,0.0006364828968913774,0.01495010718526886,0.01122872781150859,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024126189025119446,-0.0009507808812649106,-1.3351329269466606e-05,0.0,0.0
sensor_noise_only,10,30010,0.007021574438862135,0.00509884197603442,0.007116238863789273,0.005202846836729795,0.0015807974406303617,3.701793337650554e-05,0.0013450629642747058,0.000419322671437762,0.0006818106396863975,0.0007037003140505394,0.016026610954908337,0.012444160137999946,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019227324628277153,-0.0015437795072538562,2.1889674364141873e-05,0.0,0.0
sensor_noise_only,11,30011,0.006550424579440833,0.003928462879096397,0.006622123665590672,0.00404157839921898,0.0012304980843887217,0.0008032072281673587,0.0008410701790863518,0.0015221852517840937,0.0006395682226508792,0.0005529138652243949,0.01486969312062766,0.011300507837944354,0.0,0.0,0.0,0.0,0.0,0.0,-0.002621961700344436,-0.000427290856221363,-8.665435742648427e-05,0.0,0.0
sensor_noise_only,12,30012,0.006817465248449053,0.004258653445373325,0.006867086736591668,0.004348895462340331,0.001338010458134979,0.001486323961958512,0.0018059672952826077,0.0019664339236143097,0.0006640759169554843,0.000610511276741328,0.015349080895839785,0.012462911887300941,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025588118030757277,0.0001483135038235332,-5.35646402141563e-05,0.0,0.0
sensor_noise_only,13,30013,0.006512403384050121,0.004015059982069102,0.006558100663049171,0.004104701858096399,0.0014182607280975976,0.0015725942551322732,0.0015831615717681526,0.0017599922738338498,0.0006500978286891768,0.0006182120894712846,0.014997550954402904,0.012091273892628165,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024973434019810187,0.00015433352703467565,-3.1885739217892245e-05,0.0,0.0
sensor_noise_only,14,30014,0.006529466902875248,0.0039869892687813754,0.006567640991349969,0.004076201053470255,0.0012861461369483894,0.0010892301408311964,0.0015607018921788153,0.0014599232007047247,0.0006580758992758459,0.0005865685133542355,0.014746194708303021,0.011504968447063349,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025424776340938725,-0.00019691599611719305,-7.150738592161037e-05,0.0,0.0
sensor_noise_only,15,30015,0.006644585383828308,0.00412881940627983,0.006654257338692906,0.004176851579073383,0.0009683713207322639,0.0011518627613408311,0.0009606735395249555,0.0016132544054445386,0.0006484277296549666,0.0005944179005573626,0.014655512396780451,0.011845361591136788,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025157659775484785,0.00018349144060856725,-5.4009829097603984e-05,0.0,0.0
sensor_noise_only,16,30016,0.006860680457891802,0.0043350151313525966,0.006879436461422136,0.004392486413747273,0.0011468252247829886,0.0012300115518739548,0.0010150869709984168,0.001349618796044972,0.0006806085568540569,0.0005740367404340775,0.015373956855447117,0.012427360152550982,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025256653265392053,8.318632709096614e-05,-0.00010657181641997933,0.0,0.0
sensor_noise_only,17,30017,0.007202384423430165,0.004895512946026472,0.007224674864694761,0.0049426999016431135,0.0018345057154669075,0.0009028783563491911,0.002031105145380299,0.0011173706137731403,0.0007011452630738194,0.0006296992215275866,0.016692555033745306,0.013173395164511985,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023068714774036932,-0.0009316273591177163,-7.144604154623278e-05,0.0,0.0
sensor_noise_only,18,30018,0.006605629033059536,0.004102615700350489,0.006658319812385691,0.004197683176817247,0.001507136719446268,0.0008795526722536325,0.0012265057846736914,0.0007317303968993314,0.000649386921538767,0.0006542274685265274,0.015356042851204565,0.01177268944136562,0.0,0.0,0.0,0.0,0.0,0.0,-0.002503013332709047,-0.0006275840471926356,4.840546987760412e-06,0.0,0.0
sensor_noise_only,19,30019,0.0064798065001674685,0.003984444874086361,0.006492102584747704,0.004034213256407521,0.0011320546900272872,0.0011532418402781044,0.0017878965875301417,0.0018598064294455172,0.0006404358551605652,0.0006008374294262825,0.014550060224983162,0.011544780312018159,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024953616260811077,2.11871502508172e-05,-3.9598425734282635e-05,0.0,0.0
sensor_noise_only,20,30020,0.0064721745266632874,0.0039526441794462235,0.006515871269035711,0.004051124110222355,0.0010404961039576274,0.000791053937004559,0.0016420239576505743,0.00147755537932035,0.000645160477572284,0.0006440584606598705,0.014562648119022501,0.01147584386506054,0.0,0.0,0.0,0.0,0.0,0.0,-0.002519530347217064,-0.00024944216695306834,-1.102016912413531e-06,0.0,0.0
sensor_noise_only,21,30021,0.007231338321692343,0.0049161051572182545,0.007303050021925153,0.005012569287120619,0.0017534315334815397,0.0012577639817656942,0.002225998529970625,0.001755889592717173,0.0006794098823982373,0.0006162734570109636,0.016743374505909285,0.013533694996818352,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023152331644740887,-0.0004956675517158455,-6.313642538727379e-05,0.0,0.0
