target_joint,step_size,time,q_des,q_actual,q_error,qdot,tau_bias,tau_pd,tau_total_before_clip,tau_total_after_clip,saturation_flag
jnt3,-0.2,0.40800000000000003,1.216115299,1.2298137881778897,-0.013698489177889739,0.2727742297186092,-2.0117233815160978,-1.8039630463788585,-3.8156864278949563,-3.8156864278949563,False
jnt3,-0.2,0.41000000000000003,1.216115299,1.2303623868928164,-0.014247087892816479,-0.4856203741520305,-2.019686168914773,2.0171471954234605,-0.0025389734913123796,-0.0025389734913123796,False
jnt3,-0.2,0.41200000000000003,1.216115299,1.2293950415377815,-0.013279742537781525,0.2742993574633773,-1.9967423441532544,-1.7989094241013808,-3.7956517682546353,-3.7956517682546353,False
jnt3,-0.2,0.41400000000000003,1.216115299,1.2299967145646544,-0.013881415564654498,-0.4836726775175213,-2.0233404955588394,2.019971111454161,-0.0033693841046784634,-0.0033693841046784634,False
jnt3,-0.2,0.41600000000000004,1.216115299,1.2290298001574833,-0.012914501157483382,0.30083651343650175,-2.009716839949281,-1.9206250341221436,-3.9303418740714244,-3.9303418740714244,False
jnt3,-0.2,0.418,1.216115299,1.2296350340943671,-0.013519735094367213,-0.4834572035855955,-1.96901909343655,2.029850983203476,0.06083188976692622,0.06083188976692622,False
jnt3,-0.2,0.42,1.216115299,1.2286225285891386,-0.012507229589138635,0.3026169684419405,-2.02504653741559,-1.918676895040719,-3.943723432456309,-3.943723432456309,False
jnt3,-0.2,0.422,1.216115299,1.2292375123083117,-0.013122213308311759,-0.506252752614338,-2.0187567448249,2.156046875397531,0.13729013057263062,0.13729013057263062,False
jnt3,-0.2,0.424,1.216115299,1.2281996575947352,-0.012084358594735223,0.30749185958658254,-1.9899649858167203,-1.9311256971822655,-3.9210906829989858,-3.9210906829989858,False
jnt3,-0.2,0.426,1.216115299,1.2288695229118698,-0.012754223911869866,-0.5189273567883058,-1.942818293388293,2.2321060260994723,0.28928773271117936,0.28928773271117936,False
jnt3,-0.2,0.428,1.216115299,1.227847037876302,-0.011731738876302078,0.334932658567351,-2.0214374307646343,-2.057290010192851,-4.078727440957485,-4.078727440957485,False
jnt3,-0.2,0.43,1.216115299,1.2285640377237774,-0.012448738723777497,-0.5112425177838645,-2.026931510394486,2.2042604226302602,0.17732891223577418,0.17732891223577418,False
jnt3,-0.2,0.432,1.216115299,1.2275333103000616,-0.011418011300061703,0.35849992373774786,-2.003674986376443,-2.165961780402064,-4.169636766778507,-4.169636766778507,False
jnt3,-0.2,0.434,1.216115299,1.228252191051886,-0.012136892051886061,-0.5153637118578618,-1.9602190030964004,2.234278220287458,0.2740592171910574,0.2740592171910574,False
jnt3,-0.2,0.436,1.216115299,1.2271700803050827,-0.01105478130508275,0.3594403759121878,-2.0278811596330333,-2.161308641117521,-4.189189800750555,-4.189189800750555,False
jnt3,-0.2,0.438,1.216115299,1.2278992072529344,-0.011783908252934516,-0.5410553734017057,-2.027180875629249,2.373633427856046,0.34645255222679694,0.34645255222679694,False
jnt3,-0.2,0.44,1.216115299,1.2268183272796964,-0.010703028279696492,0.3645634739258339,-2.0002795532261666,-2.176334617217205,-4.176614170443372,-4.176614170443372,False
jnt3,-0.2,0.442,1.216115299,1.227605867943452,-0.011490568943452129,-0.5404399866190105,-2.0332751276532584,2.381109084704158,0.3478339570508995,0.3478339570508995,False
jnt3,-0.2,0.444,1.216115299,1.2264901995045376,-0.01037490050453771,0.39377033187786525,-2.0223062720002245,-2.31356872769289,-4.3358749996931145,-4.3358749996931145,False
jnt3,-0.2,0.446,1.216115299,1.2273147635885062,-0.011199464588506292,-0.5578342194571834,-2.0335873866844754,2.4779240821497854,0.44433669546531007,0.44433669546531007,False
jnt3,-0.2,0.448,1.216115299,1.2261658054584548,-0.010050506458454844,0.41228204198426344,-2.027733372910062,-2.397394147576506,-4.425127520486567,-4.425127520486567,False
jnt3,-0.2,0.45,1.216115299,1.2269991455476597,-0.010883846547659726,-0.5744790650257537,-2.034030206518328,2.5708801313751235,0.5368499248567953,0.5368499248567953,False
jnt3,-0.2,0.452,1.216115299,1.2258459436139033,-0.009730644613903383,0.4166700446024486,-2.009807469075367,-2.409865619442035,-4.419673088517402,-4.419673088517402,False
jnt3,-0.2,0.454,1.216115299,1.2267381328165976,-0.010622833816597677,-0.5766009668781452,-2.0380152765483537,2.5910854959736245,0.5530702194252708,0.5530702194252708,False
jnt3,-0.2,0.456,1.216115299,1.2255768694069404,-0.009461570406940512,0.4460946013471637,-2.024741465928755,-2.549158021233749,-4.573899487162503,-4.573899487162503,False
jnt3,-0.2,0.458,1.216115299,1.2264784455364561,-0.010363146536456203,-0.5806317048285529,-1.9847827316880517,2.619311411934549,0.6345286802464971,0.6345286802464971,False
jnt3,-0.2,0.46,1.216115299,1.2252628104824428,-0.00914751148244286,0.45078806475780653,-2.0394672575451773,-2.5648347198827186,-4.604301977427896,-4.604301977427896,False
jnt3,-0.2,0.462,1.216115299,1.2261801983147014,-0.010064899314701448,-0.6078175270066412,-2.0329275115411454,2.76466229055992,0.7317347790187747,0.7317347790187747,False
jnt3,-0.2,0.464,1.216115299,1.2249612685944065,-0.008845969594406533,0.4586939161292932,-2.003515898938628,-2.5954165600875094,-4.598932459026138,-4.598932459026138,False
jnt3,-0.2,0.466,1.216115299,1.2259418113802114,-0.009826512380211483,-0.6094648601474378,-2.0414607603784294,2.781945212904993,0.7404844525265637,0.7404844525265637,False
jnt3,-0.2,0.468,1.216115299,1.2246827441776345,-0.008567445177634525,0.490271392902499,-2.0324112218407957,-2.7461523359188393,-4.778563557759635,-4.778563557759635,False
jnt3,-0.2,0.47000000000000003,1.216115299,1.2256737469663115,-0.009558447966311556,-0.6295336012885152,-2.0418147257312302,2.8906446511135404,0.8488299253823102,0.8488299253823102,False
jnt3,-0.2,0.47200000000000003,1.216115299,1.2244046214068955,-0.008289322406895616,0.49550139433856943,-2.0186599376192413,-2.7642604106821937,-4.782920348301435,-4.782920348301435,False
jnt3,-0.2,0.47400000000000003,1.216115299,1.2254571173845696,-0.009341818384569711,-0.6345627797080241,-2.04511409607361,2.924134226333252,0.8790201302596423,0.8790201302596423,False
jnt3,-0.2,0.47600000000000003,1.216115299,1.224174591946793,-0.008059292946793084,0.5262479888370092,-2.030665506611396,-2.9114944957221374,-4.942160002333534,-4.942160002333534,False
jnt3,-0.2,0.47800000000000004,1.216115299,1.2252396459994943,-0.009124346999494382,-0.6412627188883014,-1.9905678351029994,2.964534806037715,0.9739669709347154,0.9739669709347154,False
jnt3,-0.2,0.48,1.216115299,1.223897593606745,-0.007782294606745177,0.5325270263506762,-2.0461272055098743,-2.9363655417382124,-4.982492747248086,-4.982492747248086,False
jnt3,-0.2,0.482,1.216115299,1.2249820001065037,-0.008866701106503783,-0.6710261963745617,-2.0404281077118633,3.1216621436704535,1.0812340359585901,1.0812340359585901,False
jnt3,-0.2,0.484,1.216115299,1.2236315714602675,-0.007516272460267537,0.5422032498793493,-2.0112131563927687,-2.97701728259186,-4.988230438984629,-4.988230438984629,False
jnt3,-0.2,0.486,1.216115299,1.2247829357390725,-0.00866763673907256,-0.6752143231181186,-2.0487674655123307,3.1505834417825667,1.101815976270236,1.101815976270236,False
jnt3,-0.2,0.488,1.216115299,1.2233872339267708,-0.007271934926770918,0.5756821394025115,-2.039193428269047,-3.138439799184734,-5.17763322745378,-5.17763322745378,False
jnt3,-0.2,0.49,1.216115299,1.224553040868539,-0.008437741868539073,-0.6978509061508743,-2.0492830919712053,3.271096482951244,1.2218133909800386,1.2218133909800386,False
jnt3,-0.2,0.492,1.216115299,1.223142078365192,-0.007026779365192137,0.5829034708840509,-2.026259378944666,-3.1676496104764267,-5.193908989421093,-5.193908989421093,False
jnt3,-0.2,0.494,1.216115299,1.2243735501141546,-0.00825825111415468,-0.70548125167343,-2.0525875261322093,3.316602877411386,1.2640153512791765,1.2640153512791765,False
jnt3,-0.2,0.496,1.216115299,1.222912873753849,-0.006797574753849123,0.6157358744812532,-2.037709863309659,-3.3264269058309064,-5.364136769140565,-5.364136769140565,False
jnt3,-0.2,0.498,1.216115299,1.2241903182452425,-0.008075019245242565,-0.7303381801528176,-2.053549837503878,3.4477636581486144,1.3942138206447363,1.3942138206447363,False
jnt3,-0.2,0.5,1.216115299,1.2226821133991215,-0.0065668143991215455,0.6387222456967453,-2.044997188872638,-3.4358618058410033,-5.480858994713641,-5.480858994713641,False
jnt3,-0.2,0.502,1.216115299,1.2239783451762476,-0.007863046176247668,-0.7541024230605234,-2.0542537637418565,3.573507683328971,1.5192539195871144,1.5192539195871144,False
jnt3,-0.2,0.504,1.216115299,1.2224518455470228,-0.00633654654702287,0.6481158885630477,-2.0307829348305404,-3.4764708281026686,-5.507253762933209,-5.507253762933209,False
jnt3,-0.2,0.506,1.216115299,1.2238176914959773,-0.007702392495977373,-0.7632498146123469,-2.0579404467266076,3.6261526766510483,1.5682122299244408,1.5682122299244408,False
jnt3,-0.2,0.508,1.216115299,1.2222379586984697,-0.006122659698469812,0.6829229744772717,-2.0433736112440197,-3.6456866472656797,-5.689060258509699,-5.689060258509699,False
jnt3,-0.2,0.51,1.216115299,1.2236535550571355,-0.0075382560571355395,-0.7898663987537587,-2.059037871426412,3.7656522028146995,1.7066143313882876,1.7066143313882876,False
jnt3,-0.2,0.512,1.216115299,1.2220224712272498,-0.005907172227249902,0.7077981793329172,-2.050710811072526,-3.7651385783786524,-5.815849389451179,-5.815849389451179,False
jnt3,-0.2,0.514,1.216115299,1.2234605949904265,-0.007345295990426548,-0.8155419149428523,-2.0599511835272954,3.9004944078967645,1.840543224369469,1.840543224369469,False
jnt3,-0.2,0.516,1.216115299,1.2218071782209203,-0.005691879220920404,0.7190618815883575,-2.0363129255896957,-3.8156682876545838,-5.8519812132442794,-5.8519812132442794,False
jnt3,-0.2,0.518,1.216115299,1.2233186937875238,-0.0072033947875238535,-0.8267083847530664,-2.063894271430624,3.96278554713772,1.8988912757070957,1.8988912757070957,False
jnt3,-0.2,0.52,1.216115299,1.2216388365138706,-0.005523537513870691,0.7557577833017667,-2.049418368223173,-3.994890760134549,-6.044309128357722,-6.044309128357722,False
jnt3,-0.2,0.522,1.216115299,1.2231748246447063,-0.007059525644706355,-0.8399286368265299,-2.01024419592037,4.033937058716528,2.0236928627961586,2.0236928627961586,False
jnt3,-0.2,0.524,1.216115299,1.2214217990316303,-0.005306500031630357,0.7679940654178442,-2.0652360421732556,-4.051756096430411,-6.116992138603667,-6.116992138603667,False
jnt3,-0.2,0.526,1.216115299,1.2229893013317692,-0.006874002331769269,-0.8765128065379645,-2.0602481525821963,4.223369031740912,2.1631208791587158,2.1631208791587158,False
jnt3,-0.2,0.528,1.216115299,1.2211828175433435,-0.00506751854334353,0.7837511500694504,-2.0309661364580407,-4.12497582030033,-6.155941956758371,-6.155941956758371,False
jnt3,-0.2,0.53,1.216115299,1.222827877405338,-0.006712578405338121,-0.903241894212896,-1.9849419147110818,4.364183914764174,2.3792420000530923,2.3792420000530923,False
jnt3,-0.2,0.532,1.216115299,1.221008054241014,-0.0048927552410140684,0.8225299309973148,-2.063140622394962,-4.314027007146717,-6.377167629541679,-6.377167629541679,False
jnt3,-0.2,0.534,1.216115299,1.2227236547976141,-0.006608355797614207,-0.9099115821620775,-2.070165743299565,4.402775253579965,2.3326095102804003,2.3326095102804003,False
jnt3,-0.2,0.536,1.216115299,1.2208660915526097,-0.004750792552609795,0.8578002783001092,-2.0460083971092606,-4.487252065428972,-6.533260462538233,-6.533260462538233,False
jnt3,-0.2,0.538,1.216115299,1.222607699632463,-0.006492400632463147,-0.928781622502214,-2.0045429940621386,4.501384335932776,2.496841341870637,2.496841341870637,False
jnt3,-0.2,0.54,1.216115299,1.2206684893991446,-0.004553190399144702,0.8708040399266729,-2.0711669081168176,-4.548792218607259,-6.619959126724076,-6.619959126724076,False
jnt3,-0.2,0.542,1.216115299,1.2224454049500773,-0.006330105950077325,-0.9696051166591938,-2.0721435476340258,4.711429871321627,2.6392863236876014,2.6392863236876014,False
jnt3,-0.2,0.544,1.216115299,1.2204765691121238,-0.004361270112123838,0.8884577754663577,-2.04486404917277,-4.632192055834109,-6.677056105006878,-6.677056105006878,False
jnt3,-0.2,0.546,1.216115299,1.2223378911827758,-0.006222592182775877,-0.9844179189767711,-2.0793120653140127,4.791251491520141,2.7119394262061283,2.7119394262061283,False
jnt3,-0.2,0.548,1.216115299,1.2203025716979998,-0.0041872726979999,0.9306610353259716,-2.067734786053636,-4.839982942113134,-6.90771772816677,-6.90771772816677,False
jnt3,-0.2,0.55,1.216115299,1.222227766951639,-0.006112467951639111,-1.0176597423879956,-2.0810789557858227,4.962680530999981,2.881601575214158,2.881601575214158,False
jnt3,-0.2,0.552,1.216115299,1.2201267308999506,-0.004011431899950679,0.9625976268196574,-2.0747092234260123,-4.99636217264746,-7.071071396073473,-7.071071396073473,False
jnt3,-0.2,0.554,1.216115299,1.2220855404496158,-0.005970241449615887,-1.050518025844266,-2.083158860020166,5.132247172222809,3.049088312202643,3.049088312202643,True
jnt3,-0.2,0.556,1.216115299,1.2199506802861613,-0.0038353812861613434,0.9794047748326025,-2.0583950882757125,-5.076131117651489,-7.134526205927202,-7.134526205927202,False
jnt3,-0.2,0.558,1.216115299,1.221917574002568,-0.005802275002568136,-1.0674300817273197,-2.088460260701349,5.222088970051758,3.1336287093504094,3.1336287093504094,True
jnt3,-0.2,0.56,1.216115299,1.2198383267005353,-0.003723027700535342,0.9834468582033782,-2.0705542879586325,-5.091302541093935,-7.161856829052567,-7.161856829052567,False
