F_res_filt_x,F_res_filt_y,F_res_filt_z,F_res_lim_x,F_res_lim_y,F_res_lim_z,F_res_raw_x,F_res_raw_y,F_res_raw_z,F_res_x,F_res_y,F_res_z,actuator_limit_violation,desired_pitch_rad,desired_roll_rad,desired_yaw_rad,ee_act_x,ee_act_y,ee_act_z,ee_des_pitch_rad_fk,ee_des_roll_rad_fk,ee_des_x,ee_des_y,ee_des_yaw_rad_fk,ee_des_z,ee_dot_norm,ee_dot_x,ee_dot_y,ee_dot_z,ee_err_norm,ee_err_x,ee_err_y,ee_err_z,ee_hf_norm,ee_hf_x,ee_hf_y,ee_hf_z,ee_omega_world_x,ee_omega_world_y,ee_omega_world_z,ee_pitch_rad,ee_roll_rad,ee_yaw_rad,hys_z_q2,hys_z_q3,hys_z_q4,joint_limit_violation,mode,ncon,pitch_error_rad,pitch_error_rad_vs_qdes_fk,q_des_1,q_des_2,q_des_3,q_des_4,q_err_norm,q_jnt_1,q_jnt_2,q_jnt_3,q_jnt_4,qdot_des_1,qdot_des_2,qdot_des_3,qdot_des_4,qdot_jnt_1,qdot_jnt_2,qdot_jnt_3,qdot_jnt_4,residual_gate,reward_step,roll_error_rad,roll_error_rad_vs_qdes_fk,sac_action_x,sac_action_y,sac_action_z,saturation_flag,tau_act_ideal_1,tau_act_ideal_2,tau_act_ideal_3,tau_act_ideal_4,tau_act_out_1,tau_act_out_2,tau_act_out_3,tau_act_out_4,tau_hys_q2,tau_hys_q3,tau_hys_q4,tau_loss_q2,tau_loss_q3,tau_loss_q4,tau_res_norm,tau_residual_1,tau_residual_2,tau_residual_3,tau_residual_4,tau_total_1,tau_total_2,tau_total_3,tau_total_4,tau_total_norm,tau_trans_err_q2,tau_trans_err_q3,tau_trans_err_q4,tau_vsd_1,tau_vsd_2,tau_vsd_3,tau_vsd_4,tau_vsd_norm,time
-0.01225471912643858,0.04732348723804273,-0.04532939288372782,-0.03676415737931574,0.14197046171412817,-0.13598817865118346,-0.11820816993713379,0.4564790725708008,-0.437244176864624,-0.01225471912643858,0.04732348723804273,-0.04532939288372782,0,0.0,-1.5707963267948966,nan,0.24990652297354024,-0.19990722127301802,-0.10041125447796015,-0.00013218981248996897,-1.5708031070913941,0.25000022419949197,-0.2000002089585881,2.4668540196909077,-0.1000002979931984,0.04533641183156517,0.013349896218237123,-0.010599826647195165,0.04200969154579681,0.00043163857772478184,9.370122595173114e-05,-9.298768557008952e-05,0.0004109564847617486,0.0002872506517569963,6.235711915959967e-05,-6.18822660063855e-05,0.00027348694992421413,0.05059134008928878,0.06324369197387322,-0.0003938986453258324,-0.000491968203726989,-1.5708031126247382,2.466897993969063,-0.35577323639863945,-0.10734364509127887,0.001132773794974296,0,sac,0,0.0004919682037272111,0.0003597783912372421,0.6747452481444709,1.2749748210457625,1.4161908084926071,-0.45055462462244206,0.0017138901313452947,0.6747012788843201,1.2764758892778667,1.4154956460558898,-0.4501084974705789,0.00016914512485574588,4.0510970149375334e-05,-3.73112186439833e-05,2.7599378480723773e-05,0.00039489630914349677,0.23591690486862132,-0.09560907938863974,0.0593186416335375,1.0,-0.002278505824506283,6.7858298415934826e-06,5.533344005215213e-09,-0.059104084968566895,0.2282395362854004,-0.218622088432312,0,0.001937859402758037,-1.043080675655319,-0.41196651076387475,0.009011585714075308,0.001937859402758037,-0.3149450388365979,-0.11099084673229312,-0.009055671613244201,-0.0017092611710511124,-0.00018007200484336226,1.7550082177492243e-06,0.008237674301456685,-0.005999029573056509,0.009055671613244201,0.03417782244151581,0.0,0.027035846277695244,0.019686649754090343,-0.007044315747635684,0.0036337134872642734,-6.95387117103546,-1.3732217025462492,0.030038619046917694,7.088228102298207,-0.7281356368187211,-0.3009756640315816,0.018067257327319508,0.0036337134872642734,-6.9809070173131555,-1.3929083523003396,0.03708293479455338,7.1186125621645395,0.01
-0.023286832268841977,0.11453672805893922,-0.1318012147685601,-0.045351058553648765,0.24896320970073213,-0.30474485853822464,-0.08275783061981201,0.7150514125823975,-1.0398927927017212,-0.023286832268841977,0.11453672805893922,-0.1318012147685601,0,0.0,-1.5707963267948966,nan,0.24957131464877463,-0.19964083384909845,-0.10129325907216846,-0.00013162328272042778,-1.5708031070738608,0.24999955556479897,-0.2000012843279511,2.4668500921862995,-0.10000051239718813,0.09803096906539886,0.0334539690072605,-0.02674627932825746,0.08817901902185843,0.0014087259476332449,0.0004282409160243361,-0.0003604504788526641,0.001292746674980333,0.0008419579188968448,0.00026413039291616906,-0.0002191754579314304,0.0007688240314737853,0.09361499652067606,0.11702632602669877,-0.00040570418271908867,-0.0017183541896279575,-1.5708031258169428,2.4668936842191056,-0.6685447517898697,-0.15463022446488012,-0.009351519947441456,0,sac,0,0.0017183541896281795,0.0015867309069075297,0.6747491756454734,1.2749757616988024,1.416189942136874,-0.4505539837728359,0.005089854659750041,0.6747056033358922,1.279578359250228,1.4143878213834875,-0.44934023813183727,0.0006711570303142074,0.00016074493689244887,-0.0001480485276998467,0.00010951256747977838,0.00040746983567909855,0.3403261052216302,-0.10553285617372016,0.084930218722579,1.0,-0.008215672336518764,6.799022046255487e-06,1.8743081753314073e-08,-0.041378915309906006,0.35752570629119873,-0.5199463963508606,0,0.0007196784436380951,-1.4078523302187032,-0.16069706965215189,-0.08778717603240901,0.0007196784436380951,-0.7572870670287224,-0.16868459612388856,-0.01853652447588096,-0.003211926779292716,-0.0002593965810001389,-1.4488324526061232e-05,0.010300191004510078,-0.006215575066912254,0.009648444567949386,0.08710228780699908,0.0,0.07093081222388793,0.047906707477106854,-0.016142360334714567,0.0013494814244104539,-9.385682201458021,-0.5356568988405063,-0.29262392010803007,9.405508454079493,-0.6505652631899808,0.007987526471736672,-0.06925065155652806,0.0013494814244104539,-9.45661301368191,-0.5835636063176132,-0.2764815597733155,9.478634925301812,0.02
-0.037082397146441744,0.1484906649294257,-0.25491001262394175,-0.06467352690164127,0.21639853867039868,-0.5011276083347049,-0.11416065692901611,0.1329965591430664,-1.0040870904922485,-0.037082397146441744,0.1484906649294257,-0.25491001262394175,0,0.0,-1.5707963267948966,nan,0.24901006246255403,-0.1991933364203064,-0.10229974876179701,-0.00013009740537417436,-1.5708031070266362,0.2499977546569694,-0.20000418068995993,2.466839513941982,-0.10000108986762299,0.12360014936918651,0.05594512783910488,-0.04503937908008626,0.10059122191936887,0.0026299880251256613,0.000987692194415385,-0.0008108442696535267,0.0022986588941740216,0.0013761785256957712,0.000548084402244874,-0.0004455908554527492,0.0011810671497162863,0.14491797643262058,0.1811584380621506,-0.0002848862642037351,-0.0036887576670510125,-1.570803144378895,2.4668900677556453,-0.8075577197781085,-0.14035153182732912,-0.03185530113758372,0,sac,0,0.0036887576670512345,0.003558660261676838,0.6747597538800783,1.274978295230565,1.4161876087156504,-0.450552257724268,0.00848980646735029,0.674709242137672,1.2828883987620656,1.4138758788894947,-0.44851254457072254,0.0014979496185693426,0.0003587652457313457,-0.0003304282389680327,0.00024442015992603815,0.00028744173485275665,0.308426246504191,-0.0004200108758132502,0.07601572113561321,1.0,-0.017095014452934265,6.8175839986750475e-06,3.7352259063538895e-08,-0.05708032846450806,0.0664982795715332,-0.5020435452461243,0,0.0033895411539197357,-1.5935226472150792,-0.1063888116495925,-0.1375089257599876,0.0033895411539197357,-1.131740669686215,-0.15540510255465517,-0.04606502940182327,-0.0038797945224093716,-0.00023544366969738254,-4.935346802986754e-05,0.010210457399837343,-0.005656048412280589,0.009626911737934467,0.14235222877418635,0.0,0.12057461600703091,0.07245121729739175,-0.021834379401793187,0.006355786900280772,-10.623484314767195,-0.3546293721653084,-0.4583630858666254,10.639281840999384,-0.4617819775288643,0.04901629090506267,-0.09144389635816433,0.006355786900280772,-10.744058930774226,-0.4270805894627001,-0.4365287064648322,10.76140315411704,0.03
-0.03765389843792486,0.12620614222890097,-0.385481976397679,-0.0387969010208911,0.0816370968278515,-0.6466259039451535,0.030336380004882812,-0.2783982753753662,-1.0353463888168335,-0.03765389843792486,0.12620614222890097,-0.385481976397679,0,0.0,-1.5707963267948966,nan,0.2481656880969044,-0.19851947962165567,-0.10316173806889933,-0.000127149487064937,-1.5708031069353983,0.2499942752961467,-0.2000097762686939,2.4668190773058636,-0.10000220551147443,0.13819780773787962,0.08408950048269248,-0.06794523773847039,0.08608736632508829,0.003943014230615226,0.0018285871992423097,-0.0014902966470382306,0.0031595325574249045,0.0018059788063699881,0.0009243502794896578,-0.0007487037038969519,0.0013588888010561953,0.2136773424883351,0.2671117420272656,-0.0004593886162671964,-0.006647902400636285,-1.5708031669535496,2.466886141553592,-0.8585254443328529,-0.17574309320464038,-0.05442047318605081,0,sac,0,0.006647902400636063,0.00652075291357157,0.6747801904974348,1.274983189886538,1.4161831006631767,-0.45054892308522493,0.010682890147857374,0.6747131993396219,1.285292844723134,1.4148599570852851,-0.4480831651249821,0.0026415022662912707,0.0006326509235811288,-0.0005826811070684133,0.0004310134322064431,0.0004628407286002371,0.1876275279105812,0.1667139940095603,0.012279118816670789,1.0,-0.028327327221632004,6.84015865282106e-06,6.001815133771515e-08,0.015168190002441406,-0.1391991376876831,-0.5176731944084167,0,0.008716543106447453,-1.5797079534049132,-0.3455139789840361,-0.1333879305163863,0.008716543106447453,-1.3612354136138742,-0.21243338694872527,-0.07320126709606155,-0.004124661599652471,-0.0002948140162729072,-8.43137244867919e-05,0.008555996101124615,0.006339312391884634,0.008655099746098514,0.17790939808010758,0.0,0.1578080250033258,0.07986502213662125,-0.019234328917143946,0.01634453985833012,-10.531386356032755,-1.1517132632801204,-0.444626435054621,10.603513654991009,-0.21847253979103898,-0.1330805920353108,-0.06018666342032476,0.01634453985833012,-10.68919438103608,-1.2315782854167416,-0.4253921061374771,10.768327965688572,0.04
-0.0487218566140233,0.04641119272145089,-0.4831700407192544,-0.07085777296622017,-0.11317870629344925,-0.6785461693624052,-0.1661233901977539,-0.692054033279419,-0.773393988609314,-0.0487218566140233,0.04641119272145089,-0.4831700407192544,0,0.0,-1.5707963267948966,nan,0.247066726417837,-0.19764419042266074,-0.10373174177317507,-0.0001223283566809119,-1.57080310678618,0.24998858474903196,-0.20001892734346155,2.466785654504783,-0.10000403007510486,0.15166752789172425,0.109327113195265,-0.08844402737625823,0.056817914064530295,0.005298345595987241,0.0029218583311949597,-0.002374736920800813,0.0037277116980702074,0.0021514489403048,0.0013427045110069153,-0.0010868390737188288,0.0012824421884429435,0.27618012041252116,0.34523907828470174,-0.0013100526770132906,-0.01069572001500374,-1.570803190877011,2.466876711390394,-0.8706660984478303,-0.30344628363514103,-0.06055916365977798,0,sac,0,0.01069572001500374,0.010573391658322606,0.6748136132678312,1.2749911947808854,1.4161757280339329,-0.450543469498012,0.011566587809416206,0.6747226686076965,1.286320279083066,1.4174016269973961,-0.4485618784132531,0.004093859824626275,0.0009804966787698,-0.0009030523294402904,0.0006679943441659992,0.0013141764139891344,0.04855320556284488,0.30103884028427336,-0.09252272820875997,1.0,-0.041633959859609604,6.8640821142551545e-06,8.409083118721128e-08,-0.08306169509887695,-0.3460270166397095,-0.386696994304657,0,0.014508366212395983,-1.4244402349711411,-0.7653245439953027,-0.04061793720542996,0.014508366212395983,-1.4314108685253637,-0.3943080441430158,-0.06292791379406117,-0.004182989620275812,-0.0005090397350488966,-9.382440726865703e-05,0.00639586768922632,0.007343796015313033,-0.009371532081372392,0.19013311439329034,0.0,0.17521461312301034,0.0729263356098227,-0.01149739586033946,0.027204886953677072,-9.496268233140942,-2.551081813317676,-0.13539312401809986,9.833931064325574,0.006970633554222561,-0.3710164998522869,0.02230997658863121,0.027204886953677072,-9.671482846263952,-2.6240081489274987,-0.1238957281577604,10.021930426247515,0.05
-0.07952681577761142,-0.06413662705633477,-0.5236683315667162,-0.14113673410478766,-0.28523226661190604,-0.60466491326164,-0.37447476387023926,-0.8564791679382324,-0.35936665534973145,-0.07952681577761142,-0.06413662705633477,-0.5236683315667162,0,0.0,-1.5707963267948966,nan,0.2458814521378759,-0.19670524287070992,-0.10398983852854343,-0.00011519427093875656,-1.570803106565362,0.24998016351044142,-0.20003246837641794,2.466736196989772,-0.10000672998001872,0.15353973871879978,0.11768530413705514,-0.09524885849072073,0.025539685045450344,0.006613245662362958,0.004098711372565511,-0.0033272255057080202,0.003983108548524711,0.0023876099962223487,0.001676737405805183,-0.001357149776033018,0.0010234147015985833,0.3115608573799421,0.3894498886714539,-0.0030159935599078135,-0.01551274978453221,-1.5708032115537947,2.466853847419719,-0.8073100705512262,-0.45786487964417055,-0.035162640129174506,0,sac,0,0.015512749784532431,0.015397555513593453,0.6748630707374398,1.2750030400532615,1.416164818358211,-0.45053539953191873,0.012034642217751452,0.6747455754509964,1.2861945728114066,1.42058333068255,-0.45032291063814145,0.0058471326191967985,0.0014004129010382988,-0.001289801546342395,0.000954075539107778,0.0030202468263833414,-0.043444004822783856,0.30835580373255483,-0.23382797930802532,1.0,-0.056192152202129364,6.884758898095811e-06,1.0498843261430579e-07,-0.18723738193511963,-0.4282395839691162,-0.17968332767486572,0,0.018658613765107104,-1.226893303390577,-1.1358828417286297,0.12473913971751473,0.018658613765107104,-1.3675017078569345,-0.6731733135825995,-0.029770992072757838,-0.0038786047274381825,-0.0007680813033205734,-5.4477533518384575e-05,-0.005729700660123533,0.007598719968298556,-0.011983940637593298,0.18251969637232482,0.0,0.1728184518424475,0.058637987357989835,-0.002967946298287204,0.03498708750254473,-8.179288689270512,-3.7862761390954325,0.4157971323917158,9.022791243041647,0.14060840446635758,-0.4627095281460303,0.15451013179027256,0.03498708750254473,-8.35210714111296,-3.844914126453422,0.418765078690003,9.204218957839569,0.060000000000000005
-0.1194504379891471,-0.1833195831177325,-0.5059485401832086,-0.19929768241221846,-0.42168549524052795,-0.47050895741619336,-0.41979312896728516,-0.9389967918395996,0.03809309005737305,-0.1194504379891471,-0.1833195831177325,-0.5059485401832086,0,0.0,-1.5707963267948966,nan,0.24487933361220016,-0.1959212222842367,-0.10401393290218863,-0.00010531881993425252,-1.5708031062596697,0.24996850506024756,-0.2000512121282566,2.4666677347813075,-0.10001046735861585,0.12750906443215396,0.09904600754818971,-0.08027643383118899,0.002035699504807087,0.007680118390878038,0.005089171448047408,-0.00412998984401991,0.004003465543572782,0.002387299678165443,0.0017749901292484615,-0.001437398715274955,0.0006946184044245201,0.28122132923465404,0.35149525842549895,-0.005380798529682446,-0.02031687343011157,-1.570803223737798,2.4668098704596173,-0.6733516833451008,-0.5581667160865784,0.03138865553704891,0,sac,0,0.02031687343011157,0.020211554610177096,0.6749315328830613,1.2750194370256247,1.4161497164976855,-0.4505242285763844,0.01289140226774221,0.6747895911937138,1.2855983334207621,1.422948594378966,-0.4533580097256545,0.007893496450101452,0.0018905256615405041,-0.0017412028408528887,0.0012879803437929175,0.005384246757637021,-0.0607545157142913,0.17238616174106672,-0.33851757914116654,1.0,-0.0692272037267685,6.896942901235548e-06,1.1747812855844586e-07,-0.20989656448364258,-0.4694983959197998,0.019046545028686523,0,0.01997336322770727,-1.0875578765174134,-1.2143614232862858,0.3600541172723307,0.01997336322770727,-1.2583792298587988,-0.9161516650969371,0.048266916007678184,-0.0032350209882400422,-0.0009363404747162987,4.863049326884413e-05,-0.006217470660559992,0.006854587371192759,-0.014277360449523362,0.1575190258286869,0.0,0.1524297922225529,0.03937110957693833,0.005226631007503559,0.037452396826752804,-7.250385843449423,-4.047871410954286,1.200180390907769,8.3901843538304,0.17082135334138537,-0.2982097581893487,0.31178720126465254,0.037452396826752804,-7.402815635671976,-4.087242520531225,1.1949537599002655,8.540289686405009,0.07
-0.17140706382153925,-0.3025250553904305,-0.4469950395239734,-0.2753203154863236,-0.5409359999358264,-0.32908803820550314,-0.5517693758010864,-0.9745790958404541,0.18517565727233887,-0.17140706382153925,-0.3025250553904305,-0.4469950395239734,0,0.0,-1.5707963267948966,nan,0.24435531990819123,-0.19552969400556516,-0.10392022130166745,-9.228483269985155e-05,-1.5708031058561653,0.24995311559823988,-0.20007594976316867,2.466577375814565,-0.1000154000899452,0.06646101372753481,0.05086242420012377,-0.041626591358359666,-0.009864433185052812,0.00820069428137559,0.005597795690048646,-0.004546255757603507,0.0039048212117222536,0.0019971487466198586,0.0015197198544226829,-0.0012335931037146938,0.0003966140878313845,0.14533388599918598,0.18162658143200083,-0.00794121213427902,-0.023667908200108778,-1.5708032246912653,2.4667407355108457,-0.5534895329499498,-0.5822795680202305,0.1263106952065346,0,sac,0,0.023667908200108556,0.023575623367408927,0.6750218917668699,1.2750410783590524,1.416129784500987,-0.4505094847341634,0.01392545276726438,0.6748587496238375,1.2851835310887645,1.4234777270657064,-0.45659471374428456,0.010225192591914995,0.00244897671284323,-0.0022555447388693606,0.0016684427684406195,0.00794265737449357,-0.024121311277788604,-0.027414420218399266,-0.2841515785654365,1.0,-0.07604599744081497,6.8978963687627015e-06,1.1883509998256159e-07,-0.2758846879005432,-0.48728954792022705,0.09258782863616943,0,0.019304477452680782,-1.0559753517902037,-0.9353834689450923,0.5552848821423566,0.019304477452680782,-1.1626328157569998,-0.9860851432396827,0.16948736264804568,-0.0026591605845092806,-0.0009767904667627924,0.00019569335825085526,-0.005772801083825378,0.00553161224803242,-0.014044232450372368,0.12448431600591384,0.0,0.12230906336339134,0.020084596628936496,0.011551923168159079,0.036198157608627005,-7.039835678601358,-3.117944896483641,1.8509496071411888,7.918850390934748,0.1066574639667961,0.05070167429459038,0.38579751949431096,0.036198157608627005,-7.16214474196475,-3.138029493112578,1.8393976839730297,8.032947189600918,0.08
-0.24011238172940572,-0.41943557932699077,-0.36430980540392577,-0.3775230175451386,-0.6532566272001112,-0.1989393371638305,-0.6694777011871338,-0.9741144180297852,0.17284655570983887,-0.24011238172940572,-0.41943557932699077,-0.36430980540392577,0,0.0,-1.5707963267948966,nan,0.24451560353463916,-0.19569555013242343,-0.103811757046712,-7.568628275111955e-05,-1.570803105342243,0.2499335137593545,-0.20010745094419694,2.466462305284677,-0.10002168183546156,0.025214415863042485,-0.017988546533331817,0.013435494583000085,-0.011474600047181593,0.007948791737298046,0.005417910224715328,-0.004411900811773506,0.0037900752112504377,0.0011684836114111547,0.0008916448190081699,-0.0007315307147774648,0.00018758006346494696,-0.09899865047578316,-0.12369469250263163,-0.010272703026729868,-0.023763223915500786,-1.5708032164671097,2.466647005198869,-0.49861329786077313,-0.40996929377746927,0.20601726229265804,0,sac,0,0.02376322391550101,0.023687537632749667,0.6751369621911578,1.2750686382105552,1.416104401459272,-0.45049070871449054,0.013975625387042733,0.6749524767829242,1.2852066907612083,1.4222834628936882,-0.4578611334215891,0.012834527793688369,0.003073923488926233,-0.002831130209108832,0.0020942075067281545,0.010271152164931146,0.01692859155865738,-0.16564601891352965,0.009715929041115415,1.0,-0.07287532836198807,6.889672213183928e-06,1.1112486664188737e-07,-0.3347388505935669,-0.4870572090148926,0.08642327785491943,0,0.019105414368121996,-1.108806080201031,-0.47080082633548315,0.5137902983576418,0.019105414368121996,-1.130107589428059,-0.8314675173081632,0.2770714244954652,-0.002395515632458129,-0.0006877351015232487,0.00031918286768808647,0.005419879547845904,-0.006442448916388578,-0.009360256164811806,0.09120830522893743,0.0,0.08985328902651575,0.004624656527449152,0.014965090907026312,0.03582489099591599,-7.392040534673542,-1.5693360877849438,1.712634327858806,7.74851461807075,0.021301509227027893,0.36066669097268,0.2367188738621766,0.03582489099591599,-7.481893823700057,-1.573960744312393,1.6976692369517798,7.831950706858719,0.09
-0.3249662872751741,-0.5166916737143141,-0.25872429266309394,-0.4946740983667109,-0.7112038624889608,-0.04755326718143038,-0.6465942859649658,-0.7863491773605347,0.14876246452331543,-0.3249662872751741,-0.5166916737143141,-0.25872429266309394,0,0.0,-1.5707963267948966,nan,0.24535136248174136,-0.19641099681572488,-0.10372490724534764,-5.51281936453929e-05,-1.5708031047056241,0.24990923031161305,-0.20014646392005137,2.4663197849919882,-0.10002946207477828,0.10982669648579081,-0.08600423948436353,0.06764337074470217,-0.009463004068108183,0.006955874398720046,0.004557867829871692,-0.003735467104326484,0.003695445170569356,7.492027062637754e-05,2.1031060259289226e-05,-3.6666442904510245e-05,6.185720184287424e-05,-0.3634387475434595,-0.45399827815541915,-0.012357545460443218,-0.01961005950844452,-1.5708032045652771,2.466531327558693,-0.5014009025890759,-0.12125400704451805,0.21707210089311024,0,sac,0,0.01961005950844452,0.019554931314798907,0.6752794823530803,1.2751027723898891,1.416072963361797,-0.45046745372624664,0.012231469849386882,0.6750681205878986,1.2854485969111964,1.4204282577464953,-0.4553212673482981,0.015713874278948662,0.0037635391051822047,-0.003466276663107752,0.0025640299357908565,0.01235305688098064,0.022927231875009956,-0.1807879055023641,0.4236909080996427,1.0,-0.06062791869044304,6.8777703807754165e-06,9.985965299108557e-08,-0.3232971429824829,-0.39317458868026733,0.07438123226165771,0,0.0217074375871008,-1.174686849877121,-0.12256413911857408,0.08857759560346275,0.0217074375871008,-1.1358245544756653,-0.5670523604173676,0.2711544249981227,-0.0024089082770835596,-0.00020340703099126894,0.00033631014647557395,0.005644869298509967,-0.006716173362337477,0.014527361629782465,0.060251379656007555,0.0,0.05863571688432678,-0.0029397413551070506,0.013543979351671709,0.0407039894751562,-7.831245665847473,-0.408547130395247,0.2952586520115425,7.8475571946278855,-0.03886229540145569,0.4444882212987935,-0.18257682939465997,0.0407039894751562,-7.8898813827318,-0.40560738904013993,0.28171467265987077,7.905426336332081,0.09999999999999999
