#{"t_start": 1778644618.0947144, "env_id": "None"}
r,l,t
-171.357731,500,13.661447
-202.742893,500,14.635273
-204.020576,500,18.106554
-110.510206,500,21.678084
-431.026055,500,37.052109
-77.868224,500,40.575361
-178.457352,500,44.010334
-237.485767,500,47.470838
-427.425187,500,62.747973
-82.007364,69,63.269814
-173.095636,500,66.726395
-207.284813,500,70.159921
-335.078328,500,84.714183
-106.722587,500,88.224044
-115.164798,500,91.716782
-175.794197,500,95.219542
