1,0,-0.34999945,0.14999977,-0.2,-1.5707963,2.6535898e-06,2.7367009,0,0,0,0,0,0,7.9936058e-05,-0.00034389158,5.3254364e-20,5.4566775e-18,1.4566812e-19,0.00074739182,0.7591721,-0.28881748,-0.12463634,-1.6447483,0,0,0,0,-0.0014013597,0.00024235342,-0.0011179188,-0.00063321196,0.40489179,-1.9254499,-0.41545447,0.80069097,0,0,0,0,-0.00074739182,0.0016156895,-0.003726396,-0.0021107065
2,0.001,-0.34999944,0.14999973,-0.2,-1.5707963,2.6535898e-06,2.7367009,2.3692189e-05,-0.0001018764,1.5086174e-12,1.2487814e-12,2.9138202e-12,0.00022139976,0.04220847,-0.1814961,3.8446413e-08,4.1483627e-09,9.6795103e-09,0.39443082,0.75917196,-0.28881746,-0.12463645,-1.6447484,-0.00041512455,7.1808312e-05,-0.00033123474,-0.00018761812,-0.73955779,0.12792871,-0.59010488,-0.3342475,0.40489171,-1.9254497,-0.41545484,0.80069076,-0.00022139976,0.00047872207,-0.0011041158,-0.00062539373,-0.39443082,0.85285798,-1.9670163,-1.1141583
3,0.002,-0.34999939,0.14999949,-0.2,-1.5707963,2.6535898e-06,2.7367015,9.4627707e-05,-0.00040689888,3.8639737e-11,8.3161418e-13,1.9404217e-12,0.00088428113,0.085590571,-0.3680353,6.1537696e-07,4.1456927e-09,9.67329e-09,0.7998222,0.75917099,-0.28881729,-0.12463723,-1.6447488,-0.0016580271,0.00028680338,-0.0013229574,-0.00074935067,-1.4996666,0.25940804,-1.1965904,-0.67777429,0.40489119,-1.9254486,-0.41545743,0.80068929,-0.00088428113,0.0019120226,-0.0044098581,-0.0024978356,-0.7998222,1.729387,-3.9886346,-2.2592477
4,0.003,-0.34999924,0.14999885,-0.2,-1.5707963,2.6535898e-06,2.7367029,0.00021265139,-0.00091439977,1.7782658e-10,2.2310628e-13,5.2055146e-13,0.0019871966,0.13107443,-0.56360348,2.4695031e-06,3.1580345e-09,7.3687702e-09,1.2248393,0.75916835,-0.28881683,-0.12463933,-1.64475,-0.0037259936,0.00064450256,-0.0029729489,-0.0016839438,-2.2965736,0.3972353,-1.8323669,-1.0378963,0.40488979,-1.9254455,-0.41546444,0.80068532,-0.0019871966,0.0042966837,-0.0099098298,-0.0056131461,-1.2248393,2.6482353,-6.1078896,-3.4596542
5,0.004,-0.34999895,0.14999759,-0.2,-1.5707963,2.6535898e-06,2.7367056,0.00037606902,-0.0016170903,9.6917172e-10,-6.0887142e-13,-1.4207765e-12,0.0035143143,0.17157889,-0.73773048,8.7420705e-06,-1.9712303e-09,-4.5996381e-09,1.6032651,0.75916324,-0.28881595,-0.12464341,-1.6447523,-0.0065893393,0.0011397386,-0.0052573916,-0.0029779145,-3.0061221,0.51992001,-2.3983115,-1.3584715,0.40488706,-1.9254396,-0.41547804,0.80067762,-0.0035143143,0.0075982572,-0.017524639,-0.0099263816,-1.6032651,3.4661334,-7.9943716,-4.5282382
6,0.005,-0.34999847,0.14999553,-0.2,-1.5707963,2.6535898e-06,2.7367101,0.00058144944,-0.0025001913,6.1421301e-09,-5.4073006e-14,-1.262629e-13,0.0054335271,0.20288011,-0.87218838,2.9186492e-05,-2.4509914e-10,-5.7194652e-10,1.8954783,0.75915484,-0.28881449,-0.12465011,-1.6447561,-0.010187863,0.0017620469,-0.0081280432,-0.0046039493,-3.5540217,0.61461569,-2.8351642,-1.6059328,0.40488258,-1.92543,-0.41550037,0.80066497,-0.0054335271,0.01174698,-0.027093477,-0.015346498,-1.8954783,4.0974379,-9.4505472,-5.3531092
7,0.006,-0.34999776,0.14999247,-0.2,-1.5707963,2.6535898e-06,2.7367167,0.00082800275,-0.0035602626,2.2210042e-08,-2.9916291e-13,-6.9820888e-13,0.0077373751,0.23207713,-0.99746027,7.0160537e-05,-2.450887e-10,-5.719501e-10,2.1677247,0.75914236,-0.28881234,-0.12466006,-1.6447617,-0.014507578,0.0025089284,-0.011573419,-0.006555562,-4.0644839,0.70279284,-3.2419717,-1.836386,0.40487593,-1.9254156,-0.41553354,0.80064618,-0.0077373751,0.016726189,-0.038578062,-0.021851873,-2.1677247,4.6852856,-10.806572,-6.1212868
8,0.007,-0.34999677,0.14998821,-0.2,-1.5707963,2.6535898e-06,2.736726,0.0011285478,-0.0048525083,3.6815325e-08,-1.9467605e-14,-4.5606279e-14,0.010545893,0.27785836,-1.1940116,0.00011599868,1.0476535e-10,2.444252e-10,2.5949203,0.75912502,-0.28880934,-0.1246739,-1.6447696,-0.01977355,0.0034191093,-0.015772267,-0.0089340481,-4.8654755,0.84105156,-3.8798892,-2.1977861,0.40486668,-1.9253956,-0.41557965,0.80062006,-0.010545893,0.022794062,-0.052574222,-0.02978016,-2.5949203,5.6070104,-12.932964,-7.3259536
9,0.008,-0.34999545,0.14998257,-0.2,-1.5707963,2.6535898e-06,2.7367382,0.0014727066,-0.0063322549,5.7088318e-08,8.5298976e-14,1.9882252e-13,0.01376204,0.32226623,-1.3845438,0.00017872755,1.0476194e-10,2.4442685e-10,3.0090715,0.75910204,-0.28880537,-0.12469223,-1.64478,-0.025803825,0.0044609318,-0.020578657,-0.011656794,-5.642009,0.97489885,-4.4975568,-2.5477591,0.40485442,-1.9253691,-0.41564075,0.80058545,-0.01376204,0.029739545,-0.068595524,-0.038855979,-3.0090715,6.4993257,-14.991856,-8.4925305
10,0.009,-0.34999378,0.14997536,-0.2,-1.5707963,2.6535898e-06,2.7367539,0.0018603406,-0.0079989036,8.3486477e-08,4.5243289e-13,1.0555358e-12,0.017384589,0.36614479,-1.5726748,0.00026007979,2.7965949e-10,6.5262695e-10,3.4180566,0.75907265,-0.28880028,-0.12471566,-1.6447932,-0.032596105,0.0056337209,-0.025989629,-0.014722187,-6.4088562,1.1068257,-5.1065001,-2.8928487,0.40483875,-1.9253352,-0.41571887,0.8005412,-0.017384589,0.037558139,-0.086632097,-0.049073957,-3.4180566,7.3788379,-17.021667,-9.642829
