run_name,seed,profile,eval_type,r,l,t
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-332.6998,500,25.648257
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-652.238816,500,26.650995
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-174.631984,500,30.492395
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-351.124829,500,34.354513
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-656.038117,500,38.311919
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-99.082467,500,41.898484
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-166.439875,500,45.710486
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-562.356171,500,49.819026
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-743.981664,500,53.550588
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-178.183494,500,57.271187
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-712.090495,500,85.269477
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-140.40744,500,88.914976
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-174.09307,500,92.694922
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-519.49207,500,96.636069
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-156.536016,500,100.560351
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-338.056452,500,104.561262
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-960.489543,500,108.527514
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-104.996658,500,112.519456
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-503.970046,500,116.32057
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-192.760115,500,120.047029
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-675.574616,463,147.896836
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-149.958906,500,151.690821
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-112.632271,500,155.532417
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-636.695811,500,159.377894
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-217.680749,500,163.24335
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-364.041821,500,166.956103
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-160.773173,500,170.950633
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-204.911024,500,174.749318
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-290.089035,500,178.711965
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-111.546075,500,182.411468
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-186.285316,500,210.551562
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-211.812917,500,214.280205
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-217.989639,500,218.060632
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-188.673553,500,221.99744
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-89.466477,70,222.664462
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-588.250001,500,226.611288
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-493.485515,500,230.567417
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-146.962899,500,234.339073
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-859.487231,500,238.113649
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-795.913696,483,241.760453
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-84.127672,500,269.797573
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-270.668005,500,274.041964
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-193.923221,500,277.953157
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-555.799512,500,281.710724
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-309.241587,500,285.524691
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-231.526465,500,289.269176
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-203.815775,500,293.020074
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-352.024851,500,296.783532
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-101.803762,500,300.622797
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-325.112971,500,304.48672
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-164.033601,500,332.623021
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-59.291798,59,333.13648
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-197.283524,500,337.136835
sac_tf_tracking_reward_rs2_30k_s2,2,medium_train,train_episode,-244.677931,500,341.078494
