t,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,ee_ax,ee_ay,ee_az,ee_awx,ee_awy,ee_awz,q_act_1,q_act_2,q_act_3,q_act_4,dq_act_1,dq_act_2,dq_act_3,dq_act_4,ddq_act_1,ddq_act_2,ddq_act_3,ddq_act_4,q_1,q_2,q_3,q_4,dq_1,dq_2,dq_3,dq_4,ddq_1,ddq_2,ddq_3,ddq_4,des_x,des_y,des_z,err_x,err_y,err_z,following_error,des_q_1,des_q_2,des_q_3,des_q_4,err_q_1,err_q_2,err_q_3,err_q_4,following_error_q,des_roll,des_pitch,des_yaw,err_roll,err_pitch,err_yaw,following_error_ori
0.041,-0.349536,0.148004,6.33901e-09,-1.5708,5.72119e-18,-0.40054,0.0340923,-0.146176,8.49348e-06,-6.7446e-15,-1.58762e-14,0.3196,0,0,0,0,0,0,-5.13947,0.162545,0.355292,-0.262095,-0.599251,-0.0477193,0.205426,0.109987,0,0,0,0,-2.74105,1.08364,1.18431,-0.873651,-0.3196,-0.318129,0.684753,0.366624,0,0,0,0,-0.349514,0.147911,0,2.14443e-05,-9.25244e-05,-6.33901e-09,9.49769e-05,-2.74105,1.08364,1.18431,-0.873651,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.042,-0.349502,0.147859,6.94139e-09,-1.5708,-1.60812e-16,-0.400222,0.0356244,-0.152725,9.27381e-06,-7.52176e-15,-1.77081e-14,0.334068,0,0,0,0,0,0,-5.14007,0.162498,0.355495,-0.261986,-0.626378,-0.049809,0.214437,0.114819,0,0,0,0,-2.74137,1.08332,1.18498,-0.873287,-0.334068,-0.33206,0.71479,0.382729,0,0,0,0,-0.349479,0.147762,0,2.24325e-05,-9.68039e-05,-6.94139e-09,9.93691e-05,-2.74137,1.08332,1.18498,-0.873287,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.043,-0.349453,0.147646,3.79971e-09,-1.5708,6.12323e-17,-0.399757,0.037116,-0.159399,4.03305e-06,-7.74381e-15,-1.80966e-14,0.348968,0,0,0,0,0,0,-5.14094,0.162429,0.355793,-0.261827,-0.654315,-0.0518734,0.223358,0.119611,0,0,0,0,-2.74184,1.08286,1.18598,-0.872756,-0.348968,-0.345823,0.744526,0.398704,0,0,0,0,-0.349443,0.147606,0,9.36672e-06,-4.04654e-05,-3.79971e-09,4.15353e-05,-2.74184,1.08286,1.18598,-0.872756,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.044,-0.349424,0.147524,4.61957e-09,-1.5708,1.72255e-16,-0.39949,0.0387393,-0.16616,8.45027e-06,-8.07687e-15,-1.89848e-14,0.363861,0,0,0,0,0,0,-5.14144,0.162389,0.355964,-0.261735,-0.682239,-0.0540537,0.232753,0.124646,0,0,0,0,-2.7421,1.0826,1.18655,-0.872451,-0.363861,-0.360358,0.775844,0.415486,0,0,0,0,-0.349405,0.147443,0,1.88552e-05,-8.13066e-05,-4.61957e-09,8.34643e-05,-2.7421,1.0826,1.18655,-0.872451,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.045,-0.349375,0.147313,3.38022e-09,-1.5708,-2.71835e-16,-0.399028,0.0402935,-0.173047,4.33324e-06,-8.65974e-15,-2.03726e-14,0.379249,0,0,0,0,0,0,-5.14231,0.162321,0.356259,-0.261578,-0.711092,-0.0561837,0.241958,0.129591,0,0,0,0,-2.74256,1.08214,1.18753,-0.871925,-0.379249,-0.374558,0.806527,0.431969,0,0,0,0,-0.349366,0.147273,0,9.2987e-06,-4.01523e-05,-3.38022e-09,4.1215e-05,-2.74256,1.08214,1.18753,-0.871925,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.046,-0.349345,0.147183,4.86609e-09,-1.5708,-1.60812e-16,-0.398743,0.041977,-0.180017,9.73455e-06,-9.04832e-15,-2.13718e-14,0.394627,0,0,0,0,0,0,-5.14284,0.162279,0.35644,-0.26148,-0.739926,-0.0584261,0.251623,0.134771,0,0,0,0,-2.74285,1.08186,1.18813,-0.871601,-0.394627,-0.389507,0.838743,0.449236,0,0,0,0,-0.349325,0.147097,0,2.01029e-05,-8.66845e-05,-4.86609e-09,8.8985e-05,-2.74285,1.08186,1.18813,-0.871601,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.047,-0.349292,0.146956,3.83393e-09,-1.5708,-1.05301e-16,-0.398245,0.0435731,-0.187114,5.03205e-06,-9.13158e-15,-2.15938e-14,0.41054,0,0,0,0,0,0,-5.14378,0.162205,0.356757,-0.261311,-0.769762,-0.0606016,0.261031,0.139828,0,0,0,0,-2.74335,1.08137,1.18919,-0.871035,-0.41054,-0.40401,0.870102,0.466092,0,0,0,0,-0.349282,0.146913,0,1.00134e-05,-4.32482e-05,-3.83393e-09,4.43923e-05,-2.74335,1.08137,1.18919,-0.871035,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.048,-0.349259,0.146816,5.6179e-09,-1.5708,-2.16323e-16,-0.397937,0.0453138,-0.194286,1.13104e-05,-9.60343e-15,-2.27041e-14,0.426395,0,0,0,0,0,0,-5.14435,0.16216,0.356953,-0.261206,-0.79949,-0.0629005,0.270942,0.145141,0,0,0,0,-2.74366,1.08106,1.18984,-0.870686,-0.426395,-0.419337,0.90314,0.483803,0,0,0,0,-0.349238,0.146722,0,2.17007e-05,-9.35925e-05,-5.6179e-09,9.60754e-05,-2.74366,1.08106,1.18984,-0.870686,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.049,-0.349203,0.146571,4.44338e-09,-1.5708,-3.27346e-16,-0.397399,0.0469477,-0.201584,5.82964e-06,-9.21485e-15,-2.18159e-14,0.442826,0,0,0,0,0,0,-5.14536,0.162081,0.357293,-0.261023,-0.830298,-0.0651153,0.280527,0.150296,0,0,0,0,-2.74419,1.08054,1.19098,-0.870077,-0.442826,-0.434102,0.935089,0.500987,0,0,0,0,-0.349192,0.146524,0,1.07983e-05,-4.66543e-05,-4.44338e-09,4.78877e-05,-2.74419,1.08054,1.19098,-0.870077,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.05,-0.349153,0.14636,3.35295e-09,-1.5708,5.72119e-18,-0.396934,0.0486578,-0.208968,5.21333e-06,-9.96425e-15,-2.36478e-14,0.459365,0,0,0,0,0,0,-5.14623,0.162012,0.357588,-0.260866,-0.861309,-0.0673957,0.290384,0.155592,0,0,0,0,-2.74466,1.08008,1.19196,-0.869552,-0.459365,-0.449305,0.967946,0.518641,0,0,0,0,-0.349144,0.146319,0,9.33683e-06,-4.03157e-05,-3.35295e-09,4.13827e-05,-2.74466,1.08008,1.19196,-0.869552,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.051,-0.349104,0.146147,3.19715e-09,-1.5708,-4.979e-17,-0.396467,0.050399,-0.216445,5.41421e-06,-1.06581e-14,-2.54241e-14,0.476122,0,0,0,0,0,0,-5.14711,0.161944,0.357883,-0.260707,-0.892729,-0.0697038,0.300361,0.160953,0,0,0,0,-2.74513,1.07963,1.19294,-0.869025,-0.476122,-0.464692,1.0012,0.536511,0,0,0,0,-0.349095,0.146106,0,9.37924e-06,-4.04904e-05,-3.19715e-09,4.15625e-05,-2.74513,1.07963,1.19294,-0.869025,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.052,-0.349053,0.145928,3.33174e-09,-1.5708,-2.71835e-16,-0.395985,0.0521635,-0.224015,5.76385e-06,-1.06304e-14,-2.53131e-14,0.493114,0,0,0,0,0,0,-5.14801,0.161873,0.358186,-0.260545,-0.924589,-0.0720324,0.310429,0.166364,0,0,0,0,-2.74561,1.07916,1.19395,-0.868483,-0.493114,-0.480216,1.03476,0.554548,0,0,0,0,-0.349043,0.145886,0,9.6642e-06,-4.17226e-05,-3.33174e-09,4.28273e-05,-2.74561,1.07916,1.19395,-0.868483,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.053,-0.349,0.145702,3.54249e-09,-1.5708,6.12323e-17,-0.395486,0.0539496,-0.231675,6.15191e-06,-1.08247e-14,-2.57572e-14,0.510341,0,0,0,0,0,0,-5.14895,0.161801,0.3585,-0.260377,-0.956889,-0.0743794,0.32058,0.171821,0,0,0,0,-2.74611,1.07867,1.195,-0.867923,-0.510341,-0.495863,1.0686,0.572738,0,0,0,0,-0.34899,0.145658,0,9.99106e-06,-4.31389e-05,-3.54249e-09,4.42807e-05,-2.74611,1.07867,1.195,-0.867923,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.054,-0.348946,0.145467,3.77731e-09,-1.5708,-4.979e-17,-0.39497,0.0557567,-0.239425,6.56029e-06,-1.16573e-14,-2.78666e-14,0.527801,0,0,0,0,0,0,-5.14992,0.161726,0.358823,-0.260203,-0.989627,-0.0767434,0.330808,0.177321,0,0,0,0,-2.74662,1.07817,1.19608,-0.867345,-0.527801,-0.511622,1.10269,0.591071,0,0,0,0,-0.348936,0.145423,0,1.03278e-05,-4.4599e-05,-3.77731e-09,4.57792e-05,-2.74662,1.07817,1.19608,-0.867345,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.055,-0.34889,0.145226,4.02499e-09,-1.5708,-4.979e-17,-0.394437,0.0575842,-0.247261,6.9862e-06,-1.14908e-14,-2.74225e-14,0.545492,0,0,0,0,0,0,-5.15092,0.161648,0.359157,-0.260024,-1.0228,-0.0791232,0.341108,0.182862,0,0,0,0,-2.74716,1.07765,1.19719,-0.866748,-0.545492,-0.527488,1.13703,0.609538,0,0,0,0,-0.348879,0.145179,0,1.06694e-05,-4.60802e-05,-4.02499e-09,4.72993e-05,-2.74716,1.07765,1.19719,-0.866748,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.056,-0.348832,0.144976,4.28336e-09,-1.5708,-1.05301e-16,-0.393885,0.0594317,-0.255183,7.42928e-06,-1.113e-14,-2.65343e-14,0.563412,0,0,0,0,0,0,-5.15195,0.161568,0.359501,-0.25984,-1.0564,-0.0815176,0.351475,0.18844,0,0,0,0,-2.74771,1.07712,1.19834,-0.866133,-0.563412,-0.543451,1.17158,0.628132,0,0,0,0,-0.348821,0.144928,0,1.10148e-05,-4.75786e-05,-4.28336e-09,4.8837e-05,-2.74771,1.07712,1.19834,-0.866133,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.057,-0.348772,0.144718,4.55206e-09,-1.5708,6.12323e-17,-0.393316,0.0612988,-0.263188,7.88963e-06,-1.19627e-14,-2.86438e-14,0.581557,0,0,0,0,0,0,-5.15302,0.161486,0.359855,-0.25965,-1.09042,-0.0839256,0.361904,0.194053,0,0,0,0,-2.74828,1.07657,1.19952,-0.8655,-0.581557,-0.559504,1.20635,0.646843,0,0,0,0,-0.34876,0.144669,0,1.13638e-05,-4.90933e-05,-4.55206e-09,5.03914e-05,-2.74828,1.07657,1.19952,-0.8655,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.058,-0.34871,0.144452,4.83109e-09,-1.5708,1.16743e-16,-0.392729,0.063185,-0.271274,8.36736e-06,-1.29896e-14,-3.10862e-14,0.599927,0,0,0,0,0,0,-5.15412,0.161402,0.36022,-0.259454,-1.12486,-0.0863459,0.372391,0.199699,0,0,0,0,-2.74886,1.07601,1.20073,-0.864848,-0.599927,-0.57564,1.2413,0.665663,0,0,0,0,-0.348698,0.144402,0,1.17164e-05,-5.06238e-05,-4.83109e-09,5.1962e-05,-2.74886,1.07601,1.20073,-0.864848,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.059,-0.348646,0.144179,5.12052e-09,-1.5708,1.72255e-16,-0.392123,0.0650898,-0.279439,8.86259e-06,-1.19349e-14,-2.86438e-14,0.618518,0,0,0,0,0,0,-5.15526,0.161315,0.360596,-0.259253,-1.15972,-0.0887774,0.38293,0.205375,0,0,0,0,-2.74947,1.07543,1.20199,-0.864177,-0.618518,-0.59185,1.27643,0.684584,0,0,0,0,-0.348634,0.144126,0,1.20725e-05,-5.21697e-05,-5.12052e-09,5.35483e-05,-2.74947,1.07543,1.20199,-0.864177,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.06,-0.348581,0.143897,5.4204e-09,-1.5708,-1.05301e-16,-0.391498,0.0670129,-0.287682,9.37541e-06,-1.29896e-14,-3.10862e-14,0.637328,0,0,0,0,0,0,-5.15643,0.161225,0.360982,-0.259046,-1.19499,-0.0912189,0.393517,0.211079,0,0,0,0,-2.75009,1.07483,1.20327,-0.863487,-0.637328,-0.608126,1.31172,0.703597,0,0,0,0,-0.348568,0.143843,0,1.24319e-05,-5.37307e-05,-5.4204e-09,5.51501e-05,-2.75009,1.07483,1.20327,-0.863487,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.061,-0.348513,0.143606,5.73079e-09,-1.5708,-2.71835e-16,-0.390855,0.0689539,-0.296,9.9059e-06,-1.36002e-14,-3.28626e-14,0.656356,0,0,0,0,0,0,-5.15763,0.161133,0.361378,-0.258833,-1.23067,-0.0936693,0.404147,0.216808,0,0,0,0,-2.75074,1.07422,1.20459,-0.862778,-0.656356,-0.624462,1.34716,0.722694,0,0,0,0,-0.3485,0.143551,0,1.27946e-05,-5.53063e-05,-5.73079e-09,5.6767e-05,-2.75074,1.07422,1.20459,-0.862778,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.062,-0.348444,0.143308,6.05173e-09,-1.5708,6.12323e-17,-0.390192,0.0709121,-0.304393,1.04541e-05,-1.40443e-14,-3.39728e-14,0.6756,0,0,0,0,0,0,-5.15888,0.161039,0.361785,-0.258615,-1.26675,-0.0961273,0.414815,0.22256,0,0,0,0,-2.7514,1.07359,1.20595,-0.86205,-0.6756,-0.640849,1.38272,0.741867,0,0,0,0,-0.34843,0.143251,0,1.31605e-05,-5.68963e-05,-6.05173e-09,5.83985e-05,-2.7514,1.07359,1.20595,-0.86205,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.063,-0.348372,0.143001,6.38325e-09,-1.5708,6.12323e-17,-0.38951,0.0728873,-0.312857,1.10201e-05,-1.42664e-14,-3.43059e-14,0.695056,0,0,0,0,0,0,-5.16015,0.160942,0.362203,-0.258391,-1.30323,-0.0985918,0.425516,0.228332,0,0,0,0,-2.75208,1.07295,1.20734,-0.861303,-0.695056,-0.657279,1.41839,0.761106,0,0,0,0,-0.348359,0.142942,0,1.35295e-05,-5.85002e-05,-6.38325e-09,6.00444e-05,-2.75208,1.07295,1.20734,-0.861303,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.064,-0.348299,0.142685,6.72537e-09,-1.5708,-2.16323e-16,-0.388809,0.0748791,-0.32139,1.16039e-05,-1.37113e-14,-3.31957e-14,0.714724,0,0,0,0,0,0,-5.16147,0.160843,0.362631,-0.258161,-1.34011,-0.101062,0.436245,0.234121,0,0,0,0,-2.75278,1.07229,1.20877,-0.860536,-0.714724,-0.673745,1.45415,0.780405,0,0,0,0,-0.348285,0.142625,0,1.39015e-05,-6.01178e-05,-6.72537e-09,6.17042e-05,-2.75278,1.07229,1.20877,-0.860536,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.065,-0.348223,0.142361,7.07808e-09,-1.5708,6.12323e-17,-0.388087,0.0768869,-0.329992,1.22054e-05,-1.46549e-14,-3.56382e-14,0.734602,0,0,0,0,0,0,-5.16282,0.160741,0.36307,-0.257925,-1.37738,-0.103536,0.446998,0.239926,0,0,0,0,-2.75351,1.07161,1.21023,-0.85975,-0.734602,-0.690239,1.48999,0.799753,0,0,0,0,-0.348209,0.142299,0,1.42765e-05,-6.17487e-05,-7.07808e-09,6.33776e-05,-2.75351,1.07161,1.21023,-0.85975,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.066,-0.348146,0.142028,7.44138e-09,-1.5708,5.72119e-18,-0.387346,0.0789103,-0.338661,1.28247e-05,-1.54876e-14,-3.77476e-14,0.754687,0,0,0,0,0,0,-5.16421,0.160637,0.36352,-0.257684,-1.41504,-0.106013,0.457769,0.245743,0,0,0,0,-2.75425,1.07091,1.21173,-0.858945,-0.754687,-0.706754,1.5259,0.819144,0,0,0,0,-0.348131,0.141965,0,1.46543e-05,-6.33925e-05,-7.44138e-09,6.50642e-05,-2.75425,1.07091,1.21173,-0.858945,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.067,-0.348067,0.141687,7.81525e-09,-1.5708,-3.27346e-16,-0.386585,0.080949,-0.347393,1.34617e-05,-1.62093e-14,-3.9857e-14,0.774977,0,0,0,0,0,0,-5.16564,0.16053,0.363981,-0.257436,-1.45308,-0.108492,0.468555,0.251571,0,0,0,0,-2.75501,1.0702,1.21327,-0.858121,-0.774977,-0.723281,1.56185,0.838568,0,0,0,0,-0.348052,0.141622,0,1.5035e-05,-6.50488e-05,-7.81525e-09,6.67638e-05,-2.75501,1.0702,1.21327,-0.858121,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.068,-0.347985,0.141337,8.19966e-09,-1.5708,-4.979e-17,-0.385803,0.0830024,-0.356189,1.41163e-05,-1.60427e-14,-3.94129e-14,0.795472,0,0,0,0,0,0,-5.16711,0.160421,0.364452,-0.257183,-1.49151,-0.110972,0.479349,0.257405,0,0,0,0,-2.75579,1.06947,1.21484,-0.857277,-0.795472,-0.739813,1.59783,0.858018,0,0,0,0,-0.34797,0.14127,0,1.54183e-05,-6.67174e-05,-8.19966e-09,6.84758e-05,-2.75579,1.06947,1.21484,-0.857277,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.069,-0.347902,0.140978,8.59456e-09,-1.5708,6.12323e-17,-0.385001,0.0850703,-0.365045,1.47884e-05,-1.60982e-14,-3.94129e-14,0.816169,0,0,0,0,0,0,-5.16861,0.16031,0.364935,-0.256924,-1.53032,-0.113451,0.490148,0.263245,0,0,0,0,-2.75659,1.06873,1.21645,-0.856414,-0.816169,-0.756343,1.63383,0.877485,0,0,0,0,-0.347886,0.140909,0,1.58042e-05,-6.83979e-05,-8.59456e-09,7.02e-05,-2.75659,1.06873,1.21645,-0.856414,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.07,-0.347816,0.14061,8.99989e-09,-1.5708,-1.05301e-16,-0.384178,0.0871521,-0.37396,1.5478e-05,-1.71529e-14,-4.22995e-14,0.837066,0,0,0,0,0,0,-5.17015,0.160195,0.365428,-0.256659,-1.5695,-0.115929,0.500947,0.269088,0,0,0,0,-2.75741,1.06797,1.21809,-0.855531,-0.837066,-0.772862,1.66982,0.896961,0,0,0,0,-0.3478,0.14054,0,1.61927e-05,-7.00899e-05,-8.99989e-09,7.1936e-05,-2.75741,1.06797,1.21809,-0.855531,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.071,-0.347729,0.140233,9.41558e-09,-1.5708,6.12323e-17,-0.383334,0.0892475,-0.382932,1.61849e-05,-1.78191e-14,-4.39648e-14,0.858163,0,0,0,0,0,0,-5.17174,0.160079,0.365931,-0.256389,-1.60905,-0.118405,0.51174,0.274931,0,0,0,0,-2.75826,1.06719,1.21977,-0.854629,-0.858163,-0.789364,1.7058,0.916437,0,0,0,0,-0.347712,0.140161,0,1.65836e-05,-7.17931e-05,-9.41558e-09,7.36835e-05,-2.75826,1.06719,1.21977,-0.854629,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.072,-0.347639,0.139847,9.84154e-09,-1.5708,5.72119e-18,-0.382469,0.091356,-0.39196,1.69089e-05,-1.77636e-14,-4.39648e-14,0.879456,0,0,0,0,0,0,-5.17336,0.15996,0.366446,-0.256112,-1.64898,-0.120876,0.522524,0.280772,0,0,0,0,-2.75912,1.0664,1.22149,-0.853708,-0.879456,-0.805842,1.74175,0.935906,0,0,0,0,-0.347622,0.139774,0,1.6977e-05,-7.35072e-05,-9.84154e-09,7.54422e-05,-2.75912,1.0664,1.22149,-0.853708,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.073,-0.347547,0.139453,1.02777e-08,-1.5708,1.16743e-16,-0.381582,0.0934772,-0.401041,1.76499e-05,-1.7264e-14,-4.27436e-14,0.900946,0,0,0,0,0,0,-5.17502,0.159838,0.366971,-0.25583,-1.68927,-0.123343,0.533294,0.286608,0,0,0,0,-2.76001,1.06559,1.22324,-0.852767,-0.900946,-0.822286,1.77765,0.955359,0,0,0,0,-0.34753,0.139377,0,1.73726e-05,-7.52318e-05,-1.02777e-08,7.72116e-05,-2.76001,1.06559,1.22324,-0.852767,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.074,-0.347453,0.139049,1.07239e-08,-1.5708,-2.16323e-16,-0.380674,0.0956108,-0.410174,1.84076e-05,-1.76525e-14,-4.39648e-14,0.922629,0,0,0,0,0,0,-5.17672,0.159714,0.367507,-0.255542,-1.72993,-0.125804,0.544044,0.292437,0,0,0,0,-2.76092,1.06476,1.22502,-0.851807,-0.922629,-0.838691,1.81348,0.974789,0,0,0,0,-0.347435,0.138972,0,1.77704e-05,-7.69665e-05,-1.07239e-08,7.89914e-05,-2.76092,1.06476,1.22502,-0.851807,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.075,-0.347357,0.138636,1.118e-08,-1.5708,1.16743e-16,-0.379744,0.0977562,-0.419358,1.91819e-05,-1.73195e-14,-4.31877e-14,0.944506,0,0,0,0,0,0,-5.17847,0.159588,0.368054,-0.255248,-1.77095,-0.128257,0.554771,0.298256,0,0,0,0,-2.76185,1.06392,1.22685,-0.850827,-0.944506,-0.855049,1.84924,0.994187,0,0,0,0,-0.347339,0.138557,0,1.81704e-05,-7.87112e-05,-1.118e-08,8.07813e-05,-2.76185,1.06392,1.22685,-0.850827,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.076,-0.347259,0.138213,1.1646e-08,-1.5708,1.72255e-16,-0.378792,0.0999132,-0.42859,1.99726e-05,-1.79301e-14,-4.4964e-14,0.966573,0,0,0,0,0,0,-5.18025,0.159459,0.368611,-0.254948,-1.81232,-0.130703,0.565469,0.304064,0,0,0,0,-2.7628,1.06306,1.2287,-0.849828,-0.966573,-0.871352,1.8849,1.01355,0,0,0,0,-0.34724,0.138133,0,1.85725e-05,-8.04654e-05,-1.1646e-08,8.25809e-05,-2.7628,1.06306,1.2287,-0.849828,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.077,-0.347158,0.137782,1.21216e-08,-1.5708,2.27766e-16,-0.377818,0.102081,-0.437868,2.07792e-05,-1.84297e-14,-4.61853e-14,0.988831,0,0,0,0,0,0,-5.18208,0.159328,0.369179,-0.254643,-1.85406,-0.133139,0.576135,0.309857,0,0,0,0,-2.76377,1.06219,1.2306,-0.84881,-0.988831,-0.887594,1.92045,1.03286,0,0,0,0,-0.347139,0.1377,0,1.89765e-05,-8.22287e-05,-1.21216e-08,8.439e-05,-2.76377,1.06219,1.2306,-0.84881,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.078,-0.347056,0.137341,1.26067e-08,-1.5708,6.12323e-17,-0.376821,0.10426,-0.447191,2.16017e-05,-2.02061e-14,-5.07372e-14,1.01128,0,0,0,0,0,0,-5.18395,0.159194,0.369758,-0.254332,-1.89614,-0.135565,0.586764,0.315634,0,0,0,0,-2.76477,1.06129,1.23253,-0.847772,-1.01128,-0.903767,1.95588,1.05211,0,0,0,0,-0.347037,0.137257,0,1.93825e-05,-8.4001e-05,-1.26067e-08,8.62081e-05,-2.76477,1.06129,1.23253,-0.847772,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.079,-0.346951,0.136891,1.31012e-08,-1.5708,6.12323e-17,-0.375802,0.106449,-0.456558,2.24396e-05,-1.95954e-14,-4.94049e-14,1.03391,0,0,0,0,0,0,-5.18586,0.159058,0.370347,-0.254015,-1.93858,-0.13798,0.597351,0.321392,0,0,0,0,-2.76579,1.06039,1.23449,-0.846715,-1.03391,-0.919864,1.99117,1.07131,0,0,0,0,-0.346931,0.136805,0,1.97902e-05,-8.57817e-05,-1.31012e-08,8.8035e-05,-2.76579,1.06039,1.23449,-0.846715,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.08,-0.346844,0.136431,1.36048e-08,-1.5708,-1.05301e-16,-0.374761,0.108648,-0.465966,2.32926e-05,-1.9873e-14,-5.04041e-14,1.05673,0,0,0,0,0,0,-5.18781,0.15892,0.370947,-0.253692,-1.98136,-0.140382,0.607892,0.327129,0,0,0,0,-2.76683,1.05946,1.23649,-0.845639,-1.05673,-0.935878,2.02631,1.09043,0,0,0,0,-0.346824,0.136344,0,2.01998e-05,-8.75707e-05,-1.36048e-08,8.98703e-05,-2.76683,1.05946,1.23649,-0.845639,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.081,-0.346735,0.135962,1.41173e-08,-1.5708,-1.05301e-16,-0.373696,0.110857,-0.475414,2.41604e-05,-1.95399e-14,-4.92939e-14,1.07973,0,0,0,0,0,0,-5.18981,0.158779,0.371557,-0.253363,-2.0245,-0.14277,0.618383,0.332842,0,0,0,0,-2.7679,1.05852,1.23852,-0.844544,-1.07973,-0.951803,2.06128,1.10947,0,0,0,0,-0.346715,0.135873,0,2.06111e-05,-8.93676e-05,-1.41173e-08,9.17136e-05,-2.7679,1.05852,1.23852,-0.844544,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.082,-0.346624,0.135484,1.46386e-08,-1.5708,-1.60812e-16,-0.372609,0.113074,-0.484901,2.50427e-05,-1.82077e-14,-4.64073e-14,1.10292,0,0,0,0,0,0,-5.19185,0.158635,0.372178,-0.253029,-2.06797,-0.145145,0.628819,0.338529,0,0,0,0,-2.76898,1.05757,1.24059,-0.843431,-1.10292,-0.967632,2.09606,1.12843,0,0,0,0,-0.346603,0.135393,0,2.10239e-05,-9.11721e-05,-1.46386e-08,9.35647e-05,-2.76898,1.05757,1.24059,-0.843431,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.083,-0.346511,0.134996,1.51683e-08,-1.5708,-4.979e-17,-0.371498,0.115301,-0.494424,2.5939e-05,-2.10387e-14,-5.37348e-14,1.12628,0,0,0,0,0,0,-5.19393,0.15849,0.372809,-0.252689,-2.11178,-0.147504,0.639196,0.344189,0,0,0,0,-2.7701,1.0566,1.2427,-0.842298,-1.12628,-0.983357,2.13065,1.1473,0,0,0,0,-0.346489,0.134903,0,2.14383e-05,-9.29839e-05,-1.51683e-08,9.54233e-05,-2.7701,1.0566,1.2427,-0.842298,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.084,-0.346395,0.134499,1.57064e-08,-1.5708,-2.71835e-16,-0.370363,0.117535,-0.503981,2.6849e-05,-2.09832e-14,-5.37348e-14,1.14983,0,0,0,0,0,0,-5.19606,0.158342,0.373451,-0.252344,-2.15594,-0.149846,0.64951,0.349818,0,0,0,0,-2.77123,1.05561,1.24484,-0.841146,-1.14983,-0.998972,2.16503,1.16606,0,0,0,0,-0.346373,0.134404,0,2.18542e-05,-9.48025e-05,-1.57064e-08,9.72889e-05,-2.77123,1.05561,1.24484,-0.841146,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
