time,x_des,x_dot_des,x,x_dot,y_des,y_dot_des,y,y_dot,z_des,z_dot_des,z,z_dot,roll_des,pitch_des,roll,pitch,yaw,roll_rate,pitch_rate,e_x,e_y,e_z,e_norm,e_roll,e_pitch,e_5d_norm,ee_hf_norm,q_jnt1,qdot_jnt1,q_act1,qdot_act1,q_jnt2,qdot_jnt2,q_act2,qdot_act2,q_jnt3,qdot_jnt3,q_act3,qdot_act3,q_jnt4,qdot_jnt4,q_act4,qdot_act4,tau_bias_jnt1,tau_bias_jnt2,tau_bias_jnt3,tau_bias_jnt4,tau_task_jnt1,tau_task_jnt2,tau_task_jnt3,tau_task_jnt4,tau_jnt_cmd1,tau_jnt_cmd2,tau_jnt_cmd3,tau_jnt_cmd4,tau_act_ideal_1,tau_act_ideal_2,tau_act_ideal_3,tau_act_ideal_4,tau_act_out_1,tau_act_out_2,tau_act_out_3,tau_act_out_4,tau_after_delay_q2,tau_after_delay_q3,tau_after_delay_q4,tau_compliant_q2,tau_compliant_q3,tau_compliant_q4,tau_after_hysteresis_q2,tau_after_hysteresis_q3,tau_after_hysteresis_q4,tau_after_deadzone_q2,tau_after_deadzone_q3,tau_after_deadzone_q4,tau_after_backlash_q2,tau_after_backlash_q3,tau_after_backlash_q4,tau_loss_q2,tau_loss_q3,tau_loss_q4,tau_hys_q2,tau_hys_q3,tau_hys_q4,hys_z_q2,hys_z_q3,hys_z_q4,tau_elastic_err_q2,tau_elastic_err_q3,tau_elastic_err_q4,lambda_dls,rp_weight,control_mode,cond_J,sigma_min_J,sigma1,sigma2,sigma3,sigma4,qdot_task_cmd1,qdot_task_cmd2,qdot_task_cmd3,qdot_task_cmd4,saturation_flag,joint_limit_viol_flag,actuator_limit_viol_flag,ncon
1.47,0.08459392402124799,-0.17606390860799995,0.08439129280054657,-0.190954416436452,-0.2992436455872512,-0.10563834516479995,-0.29465116273125896,-0.09910582514424826,-0.1330812151957504,-0.03521278172159998,-0.12964247108858634,-0.031680853631397485,-1.5708031067720762,-5.264885037714606e-06,-1.5708001607537945,0.02901453853677083,1.8497423044238777,5.223175113952187e-06,0.12914959406334925,0.00020263122070142414,-0.00459248285599223,-0.003438744107164049,0.005740811722112211,-2.9460182817686587e-06,-0.029019803421808543,0.029582189211553894,0.00033479941671150264,1.2918571697324843,0.6879670494983489,2.4223849380507905,1.290010001509946,1.3636534178086264,0.1621432874916525,9.09067136715293,1.0809537754743106,1.4404752731270984,-0.21647429759935072,4.801527442874365,-0.7215895428994699,-0.30844236168541245,0.07481997559960259,-1.0281380025305389,0.24940267334715452,0.016491378612731977,-6.763964752928712,-1.0367977171630507,0.04680355885251597,0.028924391011484037,0.1012869977529132,-0.11524476485969623,0.019480106133845487,0.045415769624216014,-6.662677755175799,-1.1520424820227468,0.06628366498636146,0.0242202299405944,-0.9994016632763698,-0.34561274460682406,0.019885099495908436,0.0242202299405944,-1.0015286966136607,-0.3419597382287733,0.016627237439180965,-0.9994016632763698,-0.34561274460682406,0.019885099495908436,-0.9994016632763698,-0.34561274460682406,0.019885099495908436,-0.9994477428381864,-0.34568132777167276,0.01987664011252812,-0.9984477428381864,-0.34468132777167276,0.01887664011252812,-0.9984477428381864,-0.34468132777167276,0.01887664011252812,0.0030809537754743106,-0.00272158954289947,0.0022494026733471547,4.607956181659456e-05,6.858316484870622e-05,8.459383380314808e-06,0.04607956181659456,0.06858316484870622,0.008459383380314807,0.0,0.0,0.0,0.12,0.065,jt,15.075282522394472,0.12126748570688646,1.828141607811747,0.30649919954200255,0.23659042470247313,0.12126748570688646,0.0,0.0,0.0,0.0,0,0,0,0
1.48,0.08283847377715198,-0.17501891788800003,0.08249083581502742,-0.1896080793559363,-0.3002969157337088,-0.10501135073279999,-0.2956391303731123,-0.09836956770621633,-0.13343230524456962,-0.0350037835776,-0.12995874518042796,-0.03159213633676518,-1.5708031067720762,-5.264885037714606e-06,-1.570800108507389,0.030297565932793535,1.8429035314735516,5.226490702336631e-06,0.12775532541918352,0.00034763796212455844,-0.0046577853605965225,-0.003473560064141651,0.005820776248688584,-2.9982646871928864e-06,-0.03030283081783125,0.03085681449373852,0.00033108805361270135,1.2986959379354084,0.6811577899328884,2.4352082586759574,1.277241944268332,1.3652853755886936,0.16389268668126772,9.101551003116281,1.0926164047895994,1.4382629064436356,-0.2243317875160023,4.794152717161201,-0.7477816442810147,-0.3077397295246779,0.067317569334175,-1.0257958684487576,0.22439460929229216,0.01705389209948184,-6.768935153126558,-1.0401493543843061,0.04769961160497038,0.02233750287856459,0.10224995164234801,-0.11649027821526883,0.0179425650900637,0.03939139497804643,-6.66668520148421,-1.156639632599575,0.06564217669503408,0.021007430941792162,-1.0000027802226314,-0.34699188977987244,0.019692653008510225,0.021007430941792162,-1.0021408750722913,-0.34331131215526706,0.016459991462325015,-1.0000027802226314,-0.34699188977987244,0.019692653008510225,-1.0000027802226314,-0.34699188977987244,0.019692653008510225,-1.0000482586675017,-0.3470590937995481,0.019684386071617307,-0.9990482586675017,-0.3460590937995481,0.018684386071617307,-0.9990482586675017,-0.3460590937995481,0.018684386071617307,0.0030926164047895997,-0.0027477816442810147,0.002224394609292292,4.547844487033292e-05,6.720401967565783e-05,8.266936892916596e-06,0.045478444870332924,0.06720401967565784,0.008266936892916596,0.0,0.0,0.0,0.12,0.065,jt,15.094597894313118,0.12112036904960055,1.8282632676145283,0.3069328883932245,0.23679271671512278,0.12112036904960055,0.0,0.0,0.0,0.0,0,0,0,0
1.49,0.08109368940953599,-0.17393080396799981,0.08060426301759702,-0.18819048613976153,-0.3013437863542784,-0.10435848238079987,-0.29661962905203393,-0.09761859285118105,-0.1337812621180928,-0.03478616079359995,-0.13027410363236977,-0.03149881280923279,-1.5708031067720762,-5.264885037714606e-06,-1.5708000562412647,0.03156595742701396,1.836134336173334,5.2273197787129115e-06,0.12624648057530047,0.0004894263919389685,-0.004724157302244458,-0.0035071584857230276,0.00590401228432454,-3.050530811510299e-06,-0.031571222312051894,0.03211852189370172,0.00032683000942325744,1.3054651285266186,0.674101702779717,2.4479011154464727,1.2640110723368534,1.3669346443490342,0.1656118917230387,9.11254604193487,1.1040777412620137,1.435972340709713,-0.23212406790408902,4.786517320623572,-0.7737563654345819,-0.30711262180089444,0.05973560307220114,-1.0237054827228071,0.19912134035111234,0.017586955315314602,-6.77410748106268,-1.0436970539166157,0.04859126904238775,0.015878237129351915,0.10318528905971314,-0.1176665079985767,0.016402732073539025,0.03346519244466652,-6.670922192002967,-1.1613635619151923,0.06499400111592678,0.017846987130740653,-1.000638328800445,-0.34840906857455767,0.019498200334778032,0.017846987130740653,-1.0027872494379995,-0.34470109905000407,0.016291006510207734,-1.000638328800445,-0.34840906857455767,0.019498200334778032,-1.000638328800445,-0.34840906857455767,0.019498200334778032,-1.0006831716967375,-0.34847485541543866,0.01949012785055885,-0.9996831716967375,-0.34747485541543865,0.018490127850558848,-0.9996831716967375,-0.34747485541543865,0.018490127850558848,0.003104077741262014,-0.002773756365434582,0.0021991213403511124,4.4842896292519365e-05,6.578684088097261e-05,8.072484219184402e-06,0.04484289629251936,0.06578684088097261,0.008072484219184403,0.0,0.0,0.0,0.12,0.065,jt,15.11466300549376,0.12096766683186529,1.8283855187244888,0.3073773241121767,0.23700270287244432,0.12096766683186529,0.0,0.0,0.0,0.0,0,0,0,0
1.5,0.0793600000000001,-0.17280000000000015,0.07873227609195135,-0.18670332748616575,-0.30238399999999993,-0.10368000000000006,-0.297592519671769,-0.09685433335447091,-0.13412799999999997,-0.03456000000000002,-0.13058849879328524,-0.031400596828233866,-1.5708031067720762,-5.264885037714606e-06,-1.5708000039799288,0.03281859887463989,1.8294371235612965,5.2262756426373014e-06,0.12462827713623353,0.000627723908048744,-0.004791480328230957,-0.003539501206714729,0.005990024193014186,-3.1027921476578513e-06,-0.03282386375967761,0.033365947185327906,0.00032203414732783717,1.312162336469249,0.6668093169384204,2.4604589989364567,1.250337128060712,1.368600905755185,0.16729818420767337,9.123654361484402,1.1153196622252202,1.4336042838704046,-0.23984194265172193,4.77862361335868,-0.7994830519590101,-0.3065617630433593,0.0520857713852182,-1.02186926051165,0.17362184852215193,0.018089621841282762,-6.7794774164158245,-1.0474365671220953,0.04947750063895384,0.009557610294116637,0.10409340919599085,-0.11877088635809886,0.014861405337034547,0.0276472321353994,-6.675384007219834,-1.1662074534801943,0.06433890597598839,0.0147442688978085,-1.0013076010829751,-0.34986223604405825,0.019301671792796515,0.0147442688978085,-1.0034670943692103,-0.34612708666551073,0.016120173988597164,-1.0013076010829751,-0.34986223604405825,0.019301671792796515,-1.0013076010829751,-0.34986223604405825,0.019301671792796515,-1.001351774706985,-0.3499265697174697,0.019293795837119314,-1.0003517747069852,-0.3489265697174697,0.018293795837119313,-1.0003517747069852,-0.3489265697174697,0.018293795837119313,0.00311531966222522,-0.00279948305195901,0.0021736218485221485,4.4173624009989255e-05,6.433367341147203e-05,7.875955677202886e-06,0.044173624009989254,0.06433367341147203,0.007875955677202886,0.0,0.0,0.0,0.12,0.065,jt,15.135479485468869,0.12080940746670046,1.8285083083638944,0.3078321785046052,0.2372202892913831,0.12080940746670046,0.0,0.0,0.0,0.0,0,0,0,0
1.51,0.07763783020646403,-0.17162695756799998,0.07687555863236001,-0.18514849448768103,-0.3034173018761216,-0.10297617454079996,-0.29855767650029935,-0.09607805530079433,-0.1344724339587072,-0.034325391513599986,-0.1309018802459116,-0.03129721821564402,-1.5708031067720762,-5.264885037714606e-06,-1.5707999517475635,0.0340544246881993,1.8228141908185904,5.222193125969604e-06,0.1229053345371989,0.0007622715741040231,-0.004859625375822241,-0.0035705537127956044,0.006078311489384281,-3.1550245127576204e-06,-0.034059689573236795,0.03459780823031158,0.0003167131409712403,1.3187852645829246,0.6592915873620242,2.4728776019506755,1.2362406526031338,1.3702838147137337,0.16894891555851202,9.134873661253225,1.1263245105568005,1.4311595351338624,-0.24747633266280777,4.770474259681517,-0.8249314397456415,-0.3060877647193234,0.04437912526078047,-1.0202892400994312,0.147932970607053,0.018561045361502257,-6.785040373893786,-1.051363437114659,0.05035729875848571,0.0033860029451941594,0.10497474200280112,-0.11980106754540479,0.013319417782886547,0.021947048306696415,-6.680065631890985,-1.1711645046600638,0.06367671654137226,0.011704360861961197,-1.0020098447836476,-0.35134935139801915,0.019103014962411676,0.011704360861961197,-1.0041796406745138,-0.347587266516331,0.015947404692958373,-1.0020098447836476,-0.35134935139801915,0.019103014962411676,-1.0020098447836476,-0.35134935139801915,0.019103014962411676,-1.0020533161639569,-0.35141219795607664,0.01909533766356486,-1.001053316163957,-0.35041219795607664,0.01809533766356486,-1.001053316163957,-0.35041219795607664,0.01809533766356486,0.0031263245105568006,-0.0028249314397456415,0.002147932970606487,4.3471380309316744e-05,6.284655805751113e-05,7.677298846818048e-06,0.04347138030931674,0.06284655805751113,0.007677298846818047,0.0,0.0,0.0,0.12,0.065,jt,15.157048334615652,0.12064562586898554,1.8286315826561703,0.3082971164291298,0.23744537177520655,0.12064562586898554,0.0,0.0,0.0,0.0,0,0,0,0
1.52,0.075927600078848,-0.17041214668799984,0.07503477424393218,-0.1835280613281757,-0.3044434399526912,-0.10224728801279988,-0.2995149855379424,-0.09529086364419959,-0.1348144799842304,-0.03408242933759996,-0.13121419498253253,-0.031188425507847048,-1.5708031067720762,-5.264885037714606e-06,-1.570799899567982,0.03527241229218969,1.8162677232763835,5.215856594167477e-06,0.12108174680143344,0.0008928258349158169,-0.004928454414748762,-0.0036002850016978727,0.006168375230415246,-3.207204094302085e-06,-0.03527767717722741,0.03581289391113248,0.0003108834102499306,1.3253317275368628,0.6515598505359901,2.4851528270106256,1.2217429024703188,1.3719830001098237,0.17056151354555418,9.14620146725713,1.1370751381032242,1.4286389837318443,-0.25501828732117265,4.762072223989191,-0.8500716931568311,-0.30569113128133807,0.036626136330705,-1.018967103051906,0.12208961228861583,0.019000484188851162,-6.790791513814438,-1.0554730109552457,0.051229677637227855,-0.002626891214485461,0.10582967483239814,-0.12075499556630676,0.011777672506394471,0.016373592974365702,-6.68496183898204,-1.1762280065215525,0.06300735014362233,0.00873203713322923,-1.002744275847306,-0.35286840195646574,0.018902205043086696,0.00873203713322923,-1.004924087934655,-0.34907965777080796,0.01577263894197001,-1.002744275847306,-0.35286840195646574,0.018902205043086696,-1.002744275847306,-0.35286840195646574,0.018902205043086696,-1.0027870127965517,-0.3529297294639648,0.018894728554159204,-1.0017870127965518,-0.3519297294639648,0.017894728554159203,-1.0017870127965518,-0.3519297294639648,0.017894728554159203,0.0031370751381032246,-0.002850071693156831,0.002122089612189192,4.273694924565841e-05,6.132750749906455e-05,7.476488927493067e-06,0.04273694924565841,0.06132750749906454,0.007476488927493067,0.0,0.0,0.0,0.12,0.065,jt,15.179370034151473,0.1204763625584672,1.8287552876435655,0.30877179503552526,0.23767783648835125,0.1204763625584672,0.0,0.0,0.0,0.0,0,0,0,0
1.53,0.07422972487475199,-0.169156055808,0.07321056482183863,-0.1818442670226038,-0.3054621650751488,-0.10149363348479998,-0.30046434296488467,-0.09449371178444835,-0.1351540550250496,-0.03383121116159999,-0.131525387602855,-0.031073987863994592,-1.5708031067720762,-5.264885037714606e-06,-1.5707998474645877,0.03647157734260453,1.8097997908795371,5.207215737835383e-06,0.11916116096909235,0.0010191600529133593,-0.004997822110264116,-0.003628667422194587,0.006259723661647975,-3.2593074887898865e-06,-0.03647684222764225,0.03701005498298517,0.00030456498232730154,1.3317996553862368,0.6436257780422995,2.4972807929842733,1.206865762444009,1.3736980656053313,0.1721334880589876,9.157635137359021,1.1475549441737256,1.4260436075418441,-0.2624589999166616,4.753420766164702,-0.8748744564067752,-0.3053722655274538,0.028836768467198848,-1.0179041920827046,0.09612498676712689,0.01940730578480565,-6.796725753818526,-1.0597604525110684,0.05209367280039379,-0.00847211180250073,0.10665849695922161,-0.12163095270295124,0.010237167804644232,0.01093519398230492,-6.6900672568593045,-1.1813914052140198,0.06233084060503802,0.005831738950763214,-1.0035100885288957,-0.3544174215642059,0.018699252181511406,0.005831738950763214,-1.0056996146096335,-0.3506023255956905,0.015595853676574102,-1.0035100885288957,-0.3544174215642059,0.018699252181511406,-1.0035100885288957,-0.3544174215642059,0.018699252181511406,-1.0035520596654597,-0.35447720005209726,0.018691978645445487,-1.0025520596654598,-0.35347720005209726,0.017691978645445486,-1.0025520596654598,-0.35347720005209726,0.017691978645445486,0.0031475549441737256,-0.002874874456406775,0.002096124968871384,4.19711365640687e-05,5.977848789132437e-05,7.273536065917777e-06,0.0419711365640687,0.05977848789132437,0.007273536065917777,0.0,0.0,0.0,0.12,0.065,jt,15.202444454818277,0.1203016642547543,1.8288793686550997,0.3092558631630888,0.23791755978048987,0.1203016642547543,0.0,0.0,0.0,0.0,0,0,0,0
1.54,0.07254461487513614,-0.1678591918080002,0.07140354901597046,-0.18009949671396552,-0.3064732310749183,-0.1007155150848001,-0.3014056537013605,-0.09368741400482762,-0.13549107702497276,-0.033571838361600034,-0.13183540052699186,-0.030953696301758576,-1.5708031067720762,-5.264885037714606e-06,-1.570799795460335,0.037650969797710765,1.8034123451242676,5.196678102337569e-06,0.11714686589107859,0.0011410658591656797,-0.005067577373557786,-0.003655676497980903,0.006351877076096345,-3.3113117412497672e-06,-0.03765623468274848,0.03818819665599376,0.00029778128810931543,1.338187096634549,0.635501328528072,2.509257840827133,1.1916316555230204,1.3754285904905517,0.1736624361815361,9.169171866945593,1.1577479093564278,1.4233744715368701,-0.2697898260806125,4.744523436406945,-0.8993109149792504,-0.30513147322901374,0.021020552065204208,-1.0171015264785461,0.07007086235308702,0.01978099095046397,-6.802837781758396,-1.0642207560116717,0.05294834094013168,-0.014141474753809275,0.10746136111548463,-0.12242758845442173,0.008699011342897522,0.005639516196654695,-6.695376420642911,-1.1866483444660934,0.0616473522830292,0.003007553987675949,-1.0043064630964367,-0.355994503339828,0.018494205684908758,0.003007553987675949,-1.00650538576779,-0.35215339383096445,0.015417069612291745,-1.0043064630964367,-0.355994503339828,0.018494205684908758,-1.0043064630964367,-0.355994503339828,0.018494205684908758,-1.0043476378584333,-0.3560527047459437,0.018487137195339443,-1.0033476378584334,-0.3550527047459437,0.017487137195339442,-1.0033476378584334,-0.3550527047459437,0.017487137195339442,0.0031577479093564276,-0.0028993109149792503,0.0020700675830476974,4.11747619965277e-05,5.8201406115702266e-05,7.068489569315129e-06,0.0411747619965277,0.058201406115702264,0.007068489569315129,0.0,0.0,0.0,0.12,0.065,jt,15.226270799232612,0.12012158412896437,1.8290037687804137,0.30974896092328574,0.23816440885183773,0.12012158412896437,0.0,0.0,0.0,0.0,0,0,0,0
1.55,0.07087267519999996,-0.1665220800000001,0.06961432088385203,-0.1782962627956863,-0.30747639488,-0.09991324800000004,-0.3023388301059847,-0.09287266025045086,-0.13582546496,-0.03330441600000001,-0.13214417421765925,-0.030827364399238052,-1.5708031067720762,-5.264885037714606e-06,-1.5707997435776915,0.038809670900891824,1.7971072164841901,5.183292451290964e-06,0.11504188516075929,0.0012583543161479305,-0.00513756477401528,-0.003681290742340748,0.006444371879540666,-3.363194384764512e-06,-0.03881493578592954,0.039346272762470456,0.0002905589031545654,1.344492220807622,0.6271986983389524,2.521080538407664,1.1760634503603347,1.377174130582224,0.17514604653693022,9.18080869491326,1.1676386245077188,1.4206327260454492,-0.27700230313152513,4.735384069428807,-0.9233528600800109,-0.3049689669898183,0.013186662548566685,-1.0165598149624624,0.04395782414983972,0.020121137385277862,-6.809122069752813,-1.0688487602927368,0.053792760271583306,-0.01962761028715912,0.10823826244617862,-0.12314392845063316,0.007164424256794394,0.0004935270981187428,-6.700883807306634,-1.1919926887433698,0.0609571845283777,0.00026319800142672557,-1.005132571095995,-0.35759780662301094,0.01828715535851331,0.00026319800142672557,-1.0073405583744999,-0.3537310518657635,0.015236944042353782,-1.005132571095995,-0.35759780662301094,0.01828715535851331,-1.005132571095995,-0.35759780662301094,0.01828715535851331,-1.0051729197499921,-0.3576544047258435,0.01828029391927039,-1.0041729197499922,-0.3566544047258435,0.017280293919270388,-1.0041729197499922,-0.3566544047258435,0.017280293919270388,0.003167638624507719,-0.002923352860080011,0.002043349876916605,4.03486539969693e-05,5.6598102832519344e-05,6.8614392429196795e-06,0.0403486539969693,0.05659810283251934,0.00686143924291968,0.0,0.0,0.0,0.12,0.065,jt,15.250847734790392,0.11993618077809039,1.8291284309389508,0.31025071948186045,0.2384182418934084,0.11993618077809039,0.0,0.0,0.0,0.0,0,0,0,0
1.56,0.06921430562406397,-0.1651452641279998,0.06784344889492341,-0.176437159706392,-0.3084714166255616,-0.09908715847679986,-0.30326379155718114,-0.09205015229464653,-0.1361571388751872,-0.03302905282559995,-0.13245164745798393,-0.030694836907018564,-1.5708031067720762,-5.264885037714606e-06,-1.57079969183862,0.03994679664269096,1.7908861123384818,5.168168205749492e-06,0.11284998538976303,0.0013708567291405571,-0.0052076250683804615,-0.003705491417203277,0.006536763240903077,-3.4149334560140687e-06,-0.03995206152772868,0.0404832867445914,0.00028292690632193105,1.350713320525439,0.6187302707587724,2.5327456843911866,1.1601843660867808,1.3789342191658482,0.17658210400935953,9.192542509947057,1.1772123222095814,1.4178196059692985,-0.2840879806777712,4.726006781846871,-0.9469721240184181,-0.3048848626241236,0.005345100952978672,-1.0162794435839146,0.017819211176075888,0.020427462481178466,-6.815572889770988,-1.0736391642610523,0.054626034707270454,-0.02492399771253098,0.10898937159965785,-0.12377898288029679,0.005634511249956092,-0.004496535231352513,-6.70658351817133,-1.1974181471413492,0.06026054595722655,-0.002398002238880295,-1.0059875277256995,-0.35922544414240476,0.018078163787167964,-0.002398002238880295,-1.0082042337452766,-0.35533344248369947,0.015163889330246793,-1.0059875277256995,-0.35922544414240476,0.018078163787167964,-1.0059875277256995,-0.35922544414240476,0.018078163787167964,-1.0060270214230669,-0.35928041460771787,0.01807151133949639,-1.005027021423067,-0.35828041460771787,0.01707151133949639,-1.005027021423067,-0.35828041460771787,0.01707151133949639,0.0031772123222095815,-0.0029469721240184183,0.0019076220092495975,3.949369736726482e-05,5.4970465313125525e-05,6.652447671574335e-06,0.039493697367264824,0.05497046531312552,0.006652447671574335,0.0,0.0,0.0,0.12,0.065,jt,15.276173287179002,0.11974551886283631,1.8292532965118493,0.31076076179357554,0.23867890848131504,0.11974551886283631,0.0,0.0,0.0,0.0,0,0,0,0
1.57,0.067569900392448,-0.16372930636800004,0.06609150431832832,-0.17452013035187075,-0.30945805976453117,-0.0982375838208,-0.30418059805754427,-0.09124262868001562,-0.13648601992151038,-0.0327458612736,-0.1327577668680058,-0.03055749220288611,-1.5708031067720762,-5.264885037714606e-06,-1.5707996402661621,0.04106251906816416,1.7847506158493804,5.150232009192224e-06,0.11074263540520583,0.0014783960741196894,-0.005277461706986897,-0.0037282530535045766,0.00662850872004041,-3.4665059143179633e-06,-0.041067783953201875,0.041599279064608564,0.00027485391184791974,1.3568488126217582,0.6101084926177301,2.544250310335994,1.1440177408305678,1.380708368934411,0.17796869414005875,9.204370062976926,1.1864562385740065,1.4149366411034128,-0.29100391548285237,4.7163966730199585,-0.9700255756144041,-0.3048779455905206,-0.0022916342739388194,-1.0162563572497594,-0.007636307609402899,0.020699827757910405,-6.822184372878764,-1.0785866523685341,0.055447913272527405,-0.030025101012350962,0.10977712904765363,-0.12426130339925928,0.004069169870934003,-0.009325273254440557,-6.712407243831111,-1.2028479557677934,0.05951708314346141,-0.00497316822659315,-1.0068610865746666,-0.360854386730338,0.01785512494303842,-0.00497316822659315,-1.009086162951759,-0.3569377026774488,0.018142752997054257,-1.0068610865746666,-0.360854386730338,0.01785512494303842,-1.0068610865746666,-0.360854386730338,0.01785512494303842,-1.0068997067131848,-0.36090772825306316,0.017848695534210975,-1.005899706713185,-0.35990772825306316,0.016848695534210974,-1.005899706713185,-0.35990772825306316,0.016848695534210974,0.0031864562385740067,-0.002970025575614404,-0.0012940574628432836,3.862013851829782e-05,5.33415227251923e-05,6.429408827444793e-06,0.03862013851829782,0.0533415227251923,0.0064294088274447925,0.0,0.0,0.0,0.12,0.065,jt,15.30224294415388,0.11954968623913798,1.8293783427286594,0.31127884054801164,0.2389462181311366,0.11954968623913798,0.0,0.0,0.0,0.0,0,0,0,0
1.58,0.06593984803635208,-0.162274787328,0.06435984517865914,-0.17241904920274506,-0.3104360911781887,-0.09736487239679997,-0.30509317083019194,-0.09107234113363065,-0.13681203039272957,-0.03245495746559999,-0.13306274206089697,-0.03045738468588511,-1.5708031067720762,-5.264885037714606e-06,-1.5707995889294528,0.04218634705707003,1.7787021972664534,5.123056928258959e-06,0.11343975066096766,0.0015800028576929415,-0.005342920347996771,-0.0037492883318326065,0.006715680894039854,-3.517842623423917e-06,-0.04219161194210752,0.04272273985267306,0.00026451822570445967,1.3628972267608936,0.6013439138163496,2.5555916592859464,1.1275833527005286,1.3824961003002425,0.1793095219545162,9.21628814493107,1.1953950530132145,1.411991563521844,-0.2967605935473296,4.706579512267481,-0.9892150899184671,-0.30491145451415824,-0.004010408985404923,-1.0163678359329678,-0.013355928171521125,0.02093826576948096,-6.828950750593443,-1.0836887003352769,0.05627588902703207,-0.034929409508827405,0.11236961381591726,-0.12258733097745933,0.0012998271731790578,-0.013991143739346446,-6.716581136777526,-1.2062760313127363,0.057575716200211124,-0.007461476956193459,-1.0074871705166288,-0.3618828093938209,0.017272714860063338,-0.007461476956193459,-1.0097205596242185,-0.35794590740396415,0.018021443032821608,-1.0074871705166288,-0.3618828093938209,0.017272714860063338,-1.0074871705166288,-0.3618828093938209,0.017272714860063338,-1.0075251645712051,-0.3619351224938826,0.01726686786131887,-1.0065251645712052,-0.3609351224938826,0.016266867861318868,-1.0065251645712052,-0.3609351224938826,0.016266867861318868,0.0031953950530132147,-0.002989215089918467,-0.0017545751715027406,3.799405457633553e-05,5.231310006170939e-05,5.846998744469709e-06,0.037994054576335534,0.05231310006170939,0.005846998744469709,0.0,0.0,0.0,0.12,0.065,jt,15.328996726239223,0.11934927160284932,1.8295045936791132,0.3118086417997047,0.23921907824205624,0.11934927160284932,0.0,0.0,0.0,0.0,0,0,0,0
1.59,0.06432453118873613,-0.16078230604800012,0.06264928999277702,-0.1703012671003415,-0.3114052812867583,-0.09646938362880005,-0.30600342487771076,-0.09080283011357786,-0.13713509376225277,-0.032156461209600015,-0.13336674938781573,-0.03036260864788024,-1.5708031067720762,-5.264885037714606e-06,-1.5707995378841397,0.043334348456357974,1.772742198679014,5.092758108267576e-06,0.11566816840217849,0.001675241195959104,-0.005401856409047556,-0.0037683443744370437,0.006796094838431698,-3.5688879362894e-06,-0.04333961334139591,0.04386922614283983,0.0002516337484431386,1.3688572208131689,0.592450922737365,2.5667672147900253,1.1109081831938992,1.3842969423765066,0.1806013807726757,9.228293675643815,1.2040074950564117,1.4089905459297793,-0.30224571180799703,4.69657594315273,-1.007496170310879,-0.30496361972070446,-0.005975289891740286,-1.0165416546167212,-0.01991351387387897,0.021121365985015433,-6.83585498610202,-1.0889309050008604,0.05711826290194599,-0.03963606480840695,0.11516644998702313,-0.1205446596339517,-0.0016749933376830062,-0.018514698823391518,-6.720688536114997,-1.209475564634812,0.05544326956426299,-0.009873888882514696,-1.0081032804172494,-0.36284266939044363,0.016632980869278894,-0.009873888882514696,-1.0103446658569815,-0.35888652646019786,0.017574509971685883,-1.0081032804172494,-0.36284266939044363,0.016632980869278894,-1.0081032804172494,-0.36284266939044363,0.016632980869278894,-1.008140658361925,-0.36289402263050874,0.01662777360452521,-1.0071406583619251,-0.36189402263050874,0.01562777360452521,-1.0071406583619251,-0.36189402263050874,0.01562777360452521,0.0032040074950564117,-0.0030074961703108792,-0.0019467363671606744,3.7377944675714984e-05,5.135324006508665e-05,5.207264753685265e-06,0.03737794467571498,0.05135324006508665,0.005207264753685265,0.0,0.0,0.0,0.12,0.065,jt,15.356387429882822,0.11914472697539873,1.8296325876618338,0.312351771664935,0.2394966814575121,0.11914472697539873,0.0,0.0,0.0,0.0,0,0,0,0
