time,x_des,x_dot_des,x,x_dot,y_des,y_dot_des,y,y_dot,z_des,z_dot_des,z,z_dot,roll_des,pitch_des,roll,pitch,yaw,roll_rate,pitch_rate,e_x,e_y,e_z,e_norm,e_roll,e_pitch,e_5d_norm,ee_hf_norm,q_jnt1,qdot_jnt1,q_act1,qdot_act1,q_jnt2,qdot_jnt2,q_act2,qdot_act2,q_jnt3,qdot_jnt3,q_act3,qdot_act3,q_jnt4,qdot_jnt4,q_act4,qdot_act4,tau_bias_jnt1,tau_bias_jnt2,tau_bias_jnt3,tau_bias_jnt4,tau_task_jnt1,tau_task_jnt2,tau_task_jnt3,tau_task_jnt4,tau_jnt_cmd1,tau_jnt_cmd2,tau_jnt_cmd3,tau_jnt_cmd4,tau_act_ideal_1,tau_act_ideal_2,tau_act_ideal_3,tau_act_ideal_4,tau_act_out_1,tau_act_out_2,tau_act_out_3,tau_act_out_4,tau_after_delay_q2,tau_after_delay_q3,tau_after_delay_q4,tau_compliant_q2,tau_compliant_q3,tau_compliant_q4,tau_after_hysteresis_q2,tau_after_hysteresis_q3,tau_after_hysteresis_q4,tau_after_deadzone_q2,tau_after_deadzone_q3,tau_after_deadzone_q4,tau_after_backlash_q2,tau_after_backlash_q3,tau_after_backlash_q4,tau_loss_q2,tau_loss_q3,tau_loss_q4,tau_hys_q2,tau_hys_q3,tau_hys_q4,hys_z_q2,hys_z_q3,hys_z_q4,tau_elastic_err_q2,tau_elastic_err_q3,tau_elastic_err_q4,lambda_dls,rp_weight,control_mode,cond_J,sigma_min_J,sigma1,sigma2,sigma3,sigma4,qdot_task_cmd1,qdot_task_cmd2,qdot_task_cmd3,qdot_task_cmd4,saturation_flag,joint_limit_viol_flag,actuator_limit_viol_flag,ncon
1.94,0.01950336784793605,-0.09064434892799973,0.017069214288680083,-0.08947670520931895,-0.33829797929123834,-0.05438660935679983,-0.33155662205494973,-0.05587520737909357,-0.1460993264304128,-0.01812886978559994,-0.14278046099156275,-0.02095843066119662,-1.5708031067720762,-5.264885037714606e-06,-1.5707980194651496,0.06604015234671379,1.6222361358739292,3.493041924097036e-06,0.005145523503655269,0.002434153559255966,-0.006741357236288603,-0.003318865438850044,0.007898472557304513,-5.087306926832014e-06,-0.06604541723175128,0.06651603590064048,6.0783667994394544e-05,1.519363142233252,0.27780629825527914,2.848981349025504,0.5209181479839208,1.4499605585740738,0.17845406295957514,9.666046305559458,1.189692629233774,1.281283642094717,-0.3933907440583641,4.2708771828840115,-1.3113168764354317,-0.3443009638903113,-0.20979105277727336,-1.1476658650205807,-0.6993045204377342,0.012718346713143758,-7.110007743963939,-1.3106322160140045,0.07510233808246625,-0.1018887695889257,0.09972916772814502,-0.09943841634692474,-0.047091944434722005,-0.08917042287578195,-7.010278576235794,-1.410070632360929,0.02801039364774424,-0.04755458651965451,-1.051541786435369,-0.42302118970827873,0.008403118094323273,-0.04755458651965451,-1.0537254331654091,-0.41870107986070193,0.010105440941494057,-1.051541786435369,-0.42302118970827873,0.008403118094323273,-1.051541786435369,-0.42302118970827873,0.008403118094323273,-1.0515357405361752,-0.42301239673713736,0.008406136421056322,-1.0505357405361753,-0.42201239673713736,0.0074061364210563215,-1.0505357405361753,-0.42201239673713736,0.0074061364210563215,0.003189692629233774,-0.003311316876435432,-0.002699304520437734,-6.045899194003159e-06,-8.792971141354626e-06,-3.018326733048652e-06,-0.006045899194003159,-0.008792971141354626,-0.003018326733048652,0.0,0.0,0.0,0.12,0.065,jt,16.654073279399366,0.11010249582911694,1.8336550337828765,0.3319967580003081,0.2511115372453025,0.11010249582911694,0.0,0.0,0.0,0.0,0,0,0,0
1.95,0.018608444800000234,-0.08833968000000034,0.01618841728087242,-0.08720106616948232,-0.33883493311999985,-0.053003808000000194,-0.33210949734213113,-0.054825363509027336,-0.14627831103999994,-0.017667936000000065,-0.14298762469942783,-0.020551789890082245,-1.5708031067720762,-5.264885037714606e-06,-1.5707979848572107,0.06606971298953268,1.6195051783406833,3.4384287645153667e-06,0.0015276359302267561,0.0024200275191278153,-0.006725435777868716,-0.003290686340572113,0.007868712486017036,-5.1219148655690105e-06,-0.06607497787457017,0.06654186173790563,6.328083081795652e-05,1.5220940956739306,0.2699706740172477,2.854102182235653,0.5062254223855166,1.4517368755889266,0.1770958799767283,9.677888289602235,1.1806381001123967,1.27735405622525,-0.3925819015876976,4.257778319038905,-1.3086206587281273,-0.34642467109783215,-0.2139582890130096,-1.1547448955581419,-0.7131953686058481,0.0123171950119093,-7.117838648674761,-1.3173085184399245,0.07520497700420803,-0.10238529647548474,0.09931980745003358,-0.09778610718575481,-0.04775644856842204,-0.09006810146357544,-7.0185188412247275,-1.4150946256256793,0.02744852843578599,-0.04803331851052478,-1.052777826183709,-0.4245283876877038,0.008234558530735797,-0.04803331851052478,-1.054951189817851,-0.42020948011260323,0.009950940276870443,-1.052777826183709,-0.4245283876877038,0.008234558530735797,-1.052777826183709,-0.4245283876877038,0.008234558530735797,-1.0527705517177384,-0.42451810077133134,0.008237744908264595,-1.0517705517177385,-0.42351810077133134,0.007237744908264595,-1.0517705517177385,-0.42351810077133134,0.007237744908264595,0.003180638100112397,-0.0033086206587281276,-0.002713195368605848,-7.274465970624882e-06,-1.0286916372442291e-05,-3.1863775287992407e-06,-0.007274465970624882,-0.01028691637244229,-0.0031863775287992407,0.0,0.0,0.0,0.12,0.065,jt,16.698510716554534,0.10981465603278347,1.8337412105981847,0.33250485841165983,0.2514611541592441,0.10981465603278347,0.0,0.0,0.0,0.0,0,0,0,0
1.96,0.017736583716863874,-0.08603217100800009,0.015330310466941085,-0.08493419506456129,-0.33935804976988165,-0.05161930260480004,-0.33265178256742056,-0.05376253150758373,-0.14645268325662722,-0.017206434201600014,-0.14319074166774337,-0.020148341025304113,-1.5708031067720762,-5.264885037714606e-06,-1.5707979507988639,0.06606316938298451,1.6168521020506295,3.3832471300102272e-06,-0.0020781319505505103,0.0024062732499227895,-0.006706267202461091,-0.0032619415888838488,0.007836098115349846,-5.155973212378484e-06,-0.066068434268022,0.06653151483985159,6.631223500050094e-05,1.5247471678511875,0.2622140490879945,2.859076978665559,0.4916808263442431,1.4534993137321428,0.17568838835934697,9.689637748590943,1.1712548467005444,1.273433866954317,-0.3915564107395584,4.2447107786346505,-1.305202278157813,-0.3485889649088664,-0.21794606571473832,-1.1619592150660785,-0.7264880149940021,0.011914085660424262,-7.125612499831664,-1.3239550872239583,0.07528426127919885,-0.10289150053333546,0.09887834197458545,-0.09612677555787538,-0.048364981900568677,-0.0909774148729112,-7.026734157857079,-1.4200818627818337,0.026919279378630173,-0.04851825535172354,-1.0540101236785617,-0.4260245588345501,0.008075783813589052,-0.04851825535172354,-1.056172880726103,-0.4217075888598604,0.00980561647491281,-1.0540101236785617,-0.4260245588345501,0.008075783813589052,-1.0540101236785617,-0.4260245588345501,0.008075783813589052,-1.0540016258794025,-0.42601279113801827,0.008079128459918808,-1.0530016258794026,-0.42501279113801826,0.0070791284599188075,-1.0530016258794026,-0.42501279113801826,0.0070791284599188075,0.0031712548467005444,-0.003305202278157813,-0.002726488014994002,-8.497799159285543e-06,-1.1767696531822126e-05,-3.344646329755128e-06,-0.008497799159285542,-0.011767696531822126,-0.003344646329755128,0.0,0.0,0.0,0.12,0.065,jt,16.7431368850121,0.10952697411283811,1.833825120172425,0.33300589602095476,0.25180941822217756,0.10952697411283811,0.0,0.0,0.0,0.0,0,0,0,0
1.97,0.016887806517247916,-0.08372312140799973,0.014494808910591178,-0.08267568124362816,-0.33986731608965126,-0.050233872844799826,-0.3331833603818874,-0.05268874775536202,-0.14662243869655042,-0.01674462428159994,-0.14338984558695508,-0.019748388648459757,-1.5708031067720762,-5.264885037714606e-06,-1.5707979172963353,0.06602071445853253,1.614276127329654,3.3274833751456336e-06,-0.005659935267545074,0.002392997606656738,-0.006683955707763867,-0.0032325931095953386,0.007800728149411266,-5.189475740685623e-06,-0.06602597934357046,0.06648519635880809,6.976069579512983e-05,1.5273231384395307,0.2545347012888657,2.8639072002478434,0.477281131610742,1.4552473903003336,0.17423331138730605,9.701291464486381,1.161554357571073,1.2695252192094681,-0.3903179344723691,4.2316817114541365,-1.3010739425985611,-0.3507919901629998,-0.22174447709242698,-1.169302639640332,-0.739149441289736,0.011509843246811806,-7.133324897957623,-1.330567593584045,0.07534036763383445,-0.10340908555615931,0.09840011631740503,-0.094463786986553,-0.04891764657777373,-0.09189924230934751,-7.034924781640218,-1.425031380570598,0.026422721056060722,-0.04900986592357503,-1.0552387172460327,-0.42750941417117944,0.007926816316818215,-0.04900986592357503,-1.0573905556512186,-0.42319510515003944,0.009669458873690886,-1.0552387172460327,-0.42750941417117944,0.007926816316818215,-1.0552387172460327,-0.42750941417117944,0.007926816316818215,-1.0552290012936474,-0.427496179092638,0.00793030943240115,-1.0542290012936475,-0.426496179092638,0.0069303094324011496,-1.0542290012936475,-0.426496179092638,0.0069303094324011496,0.003161554357571073,-0.003301073942598561,-0.0027391494412897363,-9.715952385371743e-06,-1.3235078541456358e-05,-3.4931155829346365e-06,-0.009715952385371743,-0.013235078541456358,-0.0034931155829346365,0.0,0.0,0.0,0.12,0.065,jt,16.787927508685296,0.10923961447275206,1.8339067288452908,0.33349955492346706,0.25215614251609114,0.10923961447275206,0.0,0.0,0.0,0.0,0,0,0,0
1.98,0.016062122033151882,-0.08141384908800013,0.01368183165412322,-0.08042513779240447,-0.3403627267801088,-0.04884830945280007,-0.33370413355182876,-0.051606008636129616,-0.14678757559336963,-0.01628276981760002,-0.14358497279238158,-0.019352170815038393,-1.5708031067720762,-5.264885037714606e-06,-1.570797884355766,0.06594265463781235,1.6117764920666116,3.270860502715064e-06,-0.009206746852839148,0.002380290379028663,-0.006658593228280052,-0.0032026028009880525,0.007762687084321375,-5.2224163100689225e-06,-0.06594791952285028,0.06640321850208061,7.353384256067454e-05,1.5298227695505022,0.24693085198375506,2.868594276002522,0.4630230040701002,1.4569806389828175,0.17273223322545145,9.712846328553377,1.1515471938487447,1.2656302193513032,-0.38887045447195095,4.218698138761371,-1.2962489226860237,-0.3530318003840816,-0.22534489375311667,-1.1767686810091167,-0.7511508836739352,0.01110526125202864,-7.140971636744217,-1.3371418467141951,0.0753735356444829,-0.10393902939359628,0.09788152972259676,-0.09279946532778952,-0.04941519379245632,-0.09283376814156764,-7.04309010702162,-1.4299413120419846,0.025958341852026584,-0.04950824854989802,-1.056463516053243,-0.4289823936125954,0.0077875025556079745,-0.04950824854989802,-1.0586041343959862,-0.4246714561269251,0.009542285381986985,-1.056463516053243,-0.4289823936125954,0.0077875025556079745,-1.056463516053243,-0.4289823936125954,0.0077875025556079745,-1.0564525872021373,-0.4289677050496111,0.00779113449831305,-1.0554525872021374,-0.4279677050496111,0.0067911344983130496,-1.0554525872021374,-0.4279677050496111,0.0067911344983130496,0.0031515471938487446,-0.003296248922686024,-0.002751150883673935,-1.0928851105689499e-05,-1.4688562984275212e-05,-3.6319427050746767e-06,-0.010928851105689499,-0.014688562984275212,-0.0036319427050746766,0.0,0.0,0.0,0.12,0.065,jt,16.83285811728825,0.1089527398617427,1.8339860115825308,0.33398554659480933,0.2525011439062067,0.1089527398617427,0.0,0.0,0.0,0.0,0,0,0,0
1.99,0.015259525825535969,-0.07910569036799978,0.012891301419596834,-0.07818221140000453,-0.3408442845046784,-0.04746341422079985,-0.3342140242284181,-0.050516215652586696,-0.1469480948348928,-0.01582113807359995,-0.1437761616562173,-0.01895986857028531,-1.5708031067720762,-5.264885037714606e-06,-1.570797851983185,0.06582940037707097,1.6093524520663813,3.213967629299701e-06,-0.012708568257970176,0.002368224405939135,-0.006630260276260291,-0.0031719331786755067,0.007722046248101825,-5.254788891129181e-06,-0.06583466526210868,0.06628599532363175,7.756192627727733e-05,1.532246805379651,0.2394007012955953,2.8731396013749317,0.44890306977101224,1.4586986084832831,0.1711866010694105,9.72429933216847,1.1412430035180472,1.2617509324452119,-0.38721819448649264,4.20576694419994,-1.2907412962798812,-0.35530637134237836,-0.2287400937581551,-1.184350591736743,-0.762468269671307,0.010701097734787062,-7.148548702973551,-1.343673798066725,0.07538406200403869,-0.1044815842832833,0.09731985927166217,-0.09113530588798832,-0.049858894909759255,-0.09378048654849624,-7.051228843701889,-1.4348091039547133,0.025525167094279433,-0.050013133476313046,-1.0576843265552833,-0.43044273118641396,0.00765755012828383,-0.050013133476313046,-1.05981343323925,-0.4261358624398364,0.009423779821107765,-1.0576843265552833,-0.43044273118641396,0.00765755012828383,-1.0576843265552833,-0.43044273118641396,0.00765755012828383,-1.0576721902357318,-0.4304266037361163,0.007661311551436458,-1.056672190235732,-0.4294266037361163,0.006661311551436458,-1.056672190235732,-0.4294266037361163,0.006661311551436458,0.003141243003518047,-0.0032907412962798815,-0.002762468269671307,-1.2136319551524809e-05,-1.6127450297662456e-05,-3.7614231526283945e-06,-0.012136319551524808,-0.016127450297662455,-0.0037614231526283946,0.0,0.0,0.0,0.12,0.065,jt,16.877904105829092,0.10866651081858335,1.8340629491110894,0.33446360896960375,0.25284424418836726,0.10866651081858335,0.0,0.0,0.0,0.0,0,0,0,0
2.0,0.014479999999999882,-0.0767999999999999,0.01212314421969427,-0.07594659084283473,-0.34131200000000006,-0.04607999999999993,-0.33471297275993284,-0.04942113570163367,-0.147104,-0.015359999999999976,-0.14396345206763853,-0.018571614277940178,-1.5708031067720762,-5.264885037714606e-06,-1.5707978201844857,0.0656814550539988,1.6070032810552901,3.1563677162379614e-06,-0.01615656607811869,0.0023568557803056115,-0.006599027240067223,-0.003140547932361487,0.007678865215627191,-5.286587590802583e-06,-0.06568671993903674,0.06613403189959935,8.179346500290033e-05,1.534595972201125,0.23194246255349757,2.87754453822545,0.4349179795177875,1.4604008611764734,0.1695977295315096,9.735647557860915,1.130650550662816,1.2578893802267739,-0.38536555593678035,4.192894867003576,-1.2845657338297631,-0.3576136155456522,-0.23192433079967403,-1.1920414135238226,-0.7730824454073912,0.010298073016217438,-7.156052273943126,-1.3501595428274815,0.0753722938817658,-0.10503628511364016,0.09671308444445129,-0.08947218463819603,-0.05025041417161705,-0.09473821209742272,-7.059339189498674,-1.4396317274656776,0.02512187971014876,-0.05052388851155554,-1.058900878424801,-0.4318895182397033,0.007536563913044627,-0.05052388851155554,-1.0610181908685052,-0.4275874016015089,0.009313528312739534,-1.058900878424801,-0.4318895182397033,0.007536563913044627,-1.058900878424801,-0.4318895182397033,0.007536563913044627,-1.0588875403178424,-0.4318719673353386,0.007540445867332143,-1.0578875403178425,-0.4308719673353386,0.006540445867332143,-1.0578875403178425,-0.4308719673353386,0.006540445867332143,0.003130650550662816,-0.003284565733829763,-0.002773082445407391,-1.3338106958803082e-05,-1.7550904364658552e-05,-3.881954287516447e-06,-0.013338106958803081,-0.017550904364658552,-0.0038819542875164472,0.0,0.0,0.0,0.12,0.065,jt,16.923040694312412,0.10838108575140704,1.8341375246648246,0.33493350506678427,0.25318526969156613,0.10838108575140704,0.0,0.0,0.0,0.0,0,0,0,0
2.0100000000000002,0.013723513022463885,-0.07449815116800007,0.011377288890478869,-0.07371801437069081,-0.34176589218652165,-0.044698890700800034,-0.3352009361925421,-0.04832237557652541,-0.14725529739550722,-0.014899630233600011,-0.14414688498866543,-0.01818749868323573,-1.5708031067720762,-5.264885037714606e-06,-1.5707977889654063,0.06549940289058886,1.6047282703487118,3.098193447955616e-06,-0.01954314278321373,0.002346224131985016,-0.006564955993979549,-0.0031084124068417873,0.007633193471372568,-5.317806669680181e-06,-0.06550466777562658,0.06594791256170042,8.619050380468128e-05,1.5368709787001016,0.22455439562697682,2.8818104154525774,0.42106447136889635,1.4620869718210028,0.167966807053508,9.746888170728022,1.1197777582219215,1.2540475396360158,-0.3833170661235418,4.180088497103182,-1.2777373257163802,-0.35995139706922424,-0.23489334591504946,-1.199834026637545,-0.7829792146655679,0.009896869035486285,-7.163478713106654,-1.356595319284793,0.07533862177550477,-0.10560196122655383,0.09605972088986686,-0.08781055289438491,-0.05059169015082321,-0.09570509219106754,-7.067418992216787,-1.444405872179178,0.024746931624681556,-0.05103952566549632,-1.060112848832518,-0.43332176165375336,0.007424079487404467,-0.05103952566549632,-1.0622180926787643,-0.42902506631742543,0.009211052704123793,-1.060112848832518,-0.43332176165375336,0.007424079487404467,-1.060112848832518,-0.43332176165375336,0.007424079487404467,-1.0600983149205423,-0.43330280364314183,0.007428073489458225,-1.0590983149205424,-0.43230280364314183,0.006428073489458225,-1.0590983149205424,-0.43230280364314183,0.006428073489458225,0.0031197777582219217,-0.0032777373257163803,-0.002782979214665568,-1.4533911975590971e-05,-1.895801061152172e-05,-3.994002053758215e-06,-0.014533911975590971,-0.01895801061152172,-0.003994002053758215,0.0,0.0,0.0,0.12,0.065,jt,16.968242984399588,0.10809662087177463,1.834209728744792,0.3353950213093717,0.25352405214841545,0.10809662087177463,0.0,0.0,0.0,0.0,0,0,0,0
2.02,0.012990019534848019,-0.07220153548799998,0.010653666555192091,-0.07149627630743842,-0.34220598827909116,-0.043320921292799984,-0.3356778865923873,-0.04722136911349163,-0.1474019960930304,-0.014440307097599994,-0.1443265020730711,-0.017807576702198895,-1.5708031067720762,-5.264885037714606e-06,-1.5707977583315085,0.06528389652909716,1.6025267281927404,3.039548988920851e-06,-0.022861947538785454,0.0023363529796559274,-0.006528101686703869,-0.003075494019959296,0.007585072204290373,-5.348440567765067e-06,-0.06528916141413488,0.06572828878885463,9.072437352513276e-05,1.539072516631128,0.21723483901533433,2.8859385302270684,0.4073394308050644,1.4637565263464671,0.16629490399667093,9.758018410346036,1.1086317619220216,1.2502273417967182,-0.3810773386491644,4.167354271717964,-1.27027145029327,-0.3623175462135867,-0.23764433151369593,-1.2077211987673955,-0.7921492189931654,0.009498130028010044,-7.1708245645776945,-1.362977506745549,0.07528347221048226,-0.10617675378468391,0.09535866977897464,-0.0861506130081319,-0.05088482596349045,-0.09667862375667387,-7.07546589479872,-1.449128119753681,0.024398646246991812,-0.05155871004943417,-1.061319884219808,-0.4347384359261043,0.007319593874097544,-0.05155871004943417,-1.0634127925773131,-0.430447816648253,0.00911584116344202,-1.061319884219808,-0.4347384359261043,0.007319593874097544,-1.061319884219808,-0.4347384359261043,0.007319593874097544,-1.061304160815391,-0.4347180880985463,0.007323691944448854,-1.0603041608153911,-0.4337180880985463,0.006323691944448854,-1.0603041608153911,-0.4337180880985463,0.006323691944448854,0.0031086317619220217,-0.00327027145029327,-0.0027921492189931655,-1.5723404416810622e-05,-2.034782755798435e-05,-4.098070351311002e-06,-0.01572340441681062,-0.02034782755798435,-0.004098070351311002,0.0,0.0,0.0,0.12,0.065,jt,17.01348600769442,0.1078132697370218,1.8342795561146048,0.3358479656726104,0.2538604279012266,0.1078132697370218,0.0,0.0,0.0,0.0,0,0,0,0
2.0300000000000002,0.012279460170752099,-0.06991156300799997,0.009952210025700325,-0.06928123307890083,-0.3426323238975487,-0.04194693780479997,-0.3361438093057785,-0.04611937538703573,-0.14754410796584957,-0.01398231260159999,-0.14450234533603748,-0.017431872011889595,-1.5708031067720762,-5.264885037714606e-06,-1.5707977282881584,0.06503564479411184,1.6003979787937603,2.9801892683238697e-06,-0.02610783791887092,0.002327250145051774,-0.006488514591770245,-0.0030417626298120948,0.007534536133125933,-5.378483917795052e-06,-0.06504090967914955,0.06547586727612517,9.537227557172356e-05,1.5412012617885735,0.20998224047100067,2.889930149811197,0.39373994814672336,1.4654091207300086,0.16458298214257752,9.76903558327772,1.0972189736201587,1.2464306713240205,-0.3786510451390068,4.154698473041596,-1.2621836795878856,-0.3647098735581621,-0.24017585521873577,-1.2156956318683432,-0.8005876838575537,0.009102464187778082,-7.178086547063874,-1.3693026225937193,0.07520730059189962,-0.10675813828834589,0.09460908766434958,-0.08449246959825255,-0.05113199469973942,-0.0976556741005678,-7.083477459399524,-1.4537950921919718,0.024075305892160198,-0.05207977099783281,-1.0625216189099285,-0.43613852765759153,0.007222591767648059,-0.05207977099783281,-1.0646019316398023,-0.4318546245475393,0.009027374126441917,-1.0625216189099285,-0.43613852765759153,0.007222591767648059,-1.0625216189099285,-0.43613852765759153,0.007222591767648059,-1.062504712666182,-0.4361168082271272,0.007226786442584363,-1.061504712666182,-0.43511680822712717,0.006226786442584363,-1.061504712666182,-0.43511680822712717,0.006226786442584363,0.003097218973620159,-0.0032621836795878856,-0.0028005876838575537,-1.6906243746396673e-05,-2.171943046435394e-05,-4.194674936304031e-06,-0.01690624374639667,-0.02171943046435394,-0.004194674936304031,0.0,0.0,0.0,0.12,0.065,jt,17.058744723935305,0.10753118323541663,1.8343470046756842,0.3362921657779967,0.25419423905493416,0.10753118323541663,0.0,0.0,0.0,0.0,0,0,0,0
2.04,0.011591761371135823,-0.06762966220799989,0.00927285314631534,-0.06707280883723132,-0.3430449431773185,-0.04057779732479992,-0.33659870125561847,-0.04501748590085902,-0.14768164772577283,-0.013525932441599975,-0.14467445686324568,-0.01706038055732157,-1.5708031067720762,-5.264885037714606e-06,-1.5707976988405081,0.06475540107737299,1.5983413610517487,2.9203540258979917e-06,-0.029276802584567385,0.002318908224820483,-0.006446241921700013,-0.0030071908625271537,0.007481615276923131,-5.4079315683353e-06,-0.0647606659624107,0.06519139860666094,0.00010011472968868828,1.5432578752733426,0.2027951859609431,2.8937865139334407,0.38026337285313844,1.467044359974648,0.16283190530808617,9.779937056258818,1.085545152070763,1.2426593658533238,-0.3760428972411607,4.142127226666946,-1.2534897192584757,-0.36712618306924455,-0.24248775339692039,-1.223750005851725,-0.8082940637683377,0.00871044598859217,-7.185261547723172,-1.3755673190103435,0.07511058446286922,-0.10734295114625476,0.0938102814662368,-0.08283625401005174,-0.05133535888661617,-0.09863250515766259,-7.091451266256936,-1.4584035730203952,0.023775225576253056,-0.05260071500058146,-1.0637176899385403,-0.43752107190611855,0.007132567672875917,-0.05260071500058146,-1.0657851529969047,-0.43324451024022087,0.008945146058053516,-1.0637176899385403,-0.43752107190611855,0.007132567672875917,-1.0637176899385403,-0.43752107190611855,0.007132567672875917,-1.0636996078448337,-0.43749799995947936,0.007136851994285179,-1.0626996078448339,-0.43649799995947935,0.006136851994285179,-1.0626996078448339,-0.43649799995947935,0.006136851994285179,0.0030855451520707634,-0.0032534897192584757,-0.0028082940637683376,-1.8082093706660813e-05,-2.3071946639211182e-05,-4.284321409262169e-06,-0.018082093706660814,-0.02307194663921118,-0.004284321409262169,0.0,0.0,0.0,0.12,0.065,jt,17.103994006945765,0.10725050963991693,1.834412074123018,0.3367274670323776,0.25452533278921746,0.10725050963991693,0.0,0.0,0.0,0.0,0,0,0,0
2.05,0.01092683520000004,-0.06535728000000027,0.00861553008330061,-0.06487100080094912,-0.34344389887999993,-0.03921436800000015,-0.3370425693524409,-0.043916638856903153,-0.14781463295999997,-0.01307145600000005,-0.14484287854964742,-0.016693073156301322,-1.5708031067720762,-5.264885037714606e-06,-1.5707976699934771,0.06444395268403036,1.5963562270147815,2.860112656292872e-06,-0.03236585262098601,0.002311305116699431,-0.006401329527559008,-0.0029717544103525506,0.007426336602816333,-5.436778598877368e-06,-0.0644492175690683,0.06487566685716604,0.00010493379328074238,1.545243005038376,0.19567242682523875,2.8975088376858116,0.3669073644437192,1.468661857199365,0.16104245088247632,9.790720250129974,1.073615479845361,1.238915215696123,-0.3732576374866295,4.1296465004348315,-1.2442053780839915,-0.3695642840078214,-0.2445810024236669,-1.231877018276147,-0.8152716131823503,0.008322618874092058,-7.192346616330321,-1.38176837978279,0.07499381736264188,-0.10792742062444212,0.09296162925695475,-0.08118221938982526,-0.051497006961559844,-0.09960480175035007,-7.099384987073366,-1.4629505991726153,0.023496810401082036,-0.05311924077346169,-1.0649077480610047,-0.4388851797517846,0.00704904312032461,-0.05311924077346169,-1.0669621129077635,-0.43461656979183916,0.008868682221622745,-1.0649077480610047,-0.4388851797517846,0.00704904312032461,-1.0649077480610047,-0.4388851797517846,0.00704904312032461,-1.064888497427918,-0.43886077516992317,0.007053410608440395,-1.0638884974279181,-0.43786077516992317,0.006053410608440395,-1.0638884974279181,-0.43786077516992317,0.006053410608440395,0.003073615479845361,-0.003244205378083991,-0.00281527161318235,-1.9250633086638462e-05,-2.4404581861451886e-05,-4.367488115784781e-06,-0.01925063308663846,-0.024404581861451884,-0.004367488115784781,0.0,0.0,0.0,0.12,0.065,jt,17.14920875752794,0.10697139419279014,1.8344747700959703,0.33715373089054695,0.2548535616106744,0.10697139419279014,0.0,0.0,0.0,0.0,0,0,0,0
2.06,0.010284579160064089,-0.06309588172799999,0.0079801745625182,-0.0626758843743374,-0.3438292525039615,-0.03785752903679998,-0.33747542907831074,-0.04281763842422612,-0.14794308416798718,-0.012619176345599994,-0.14500765185998782,-0.01632989738776057,-1.5708031067720762,-5.264885037714606e-06,-1.5707976417517333,0.06410211138170396,1.5944419400737182,2.7993857731814944e-06,-0.03537289388371054,0.002304404597545889,-0.006353823425650773,-0.002935432307999364,0.007368725500952361,-5.465020342931837e-06,-0.06410737626674168,0.06452948037277557,0.00010981191688050965,1.5471572876939799,0.18861290498042924,2.9010983149082956,0.35366993975073047,1.470261232848388,0.1592153219965445,9.801382634563877,1.0614346444549432,1.23519996354382,-0.3703000373860176,4.117262103443695,-1.2343465615755151,-0.37202200146740716,-0.24645757638208457,-1.2400694194722175,-0.8215269121895484,0.007939498056021859,-7.199338960053026,-1.3879027175419234,0.07485750342471365,-0.10850720226169182,0.0920625251971817,-0.079530810409873,-0.051618904579510155,-0.10056770420566996,-7.107276434855844,-1.4674335279517965,0.02323859884520349,-0.05363275665288379,-1.0660914652283766,-0.4402300583855389,0.006971579653561047,-0.05363275665288379,-1.0681324883098824,-0.4359699951846689,0.008797551179012372,-1.0660914652283766,-0.4402300583855389,0.006971579653561047,-1.0660914652283766,-0.4402300583855389,0.006971579653561047,-1.0660710536654274,-0.4402043417462444,0.006976024266822824,-1.0650710536654275,-0.4392043417462444,0.005976024266822824,-1.0650710536654275,-0.4392043417462444,0.005976024266822824,0.0030614346444549434,-0.003234346561575515,-0.0028215269121895483,-2.0411562949142897e-05,-2.571663929449503e-05,-4.444613261777847e-06,-0.020411562949142897,-0.02571663929449503,-0.004444613261777847,0.0,0.0,0.0,0.12,0.065,jt,17.19436381796297,0.10669397940615304,1.834535099095644,0.33757083330006177,0.2551787838365863,0.10669397940615304,0.0,0.0,0.0,0.0,0,0,0,0
