residual_gain,residual_filter_tau,final_fade_duration,max_delta_force_per_step,mean_delta_ee_rms,mean_delta_final_ee,mean_delta_max_ee,mean_delta_rms_ee_error_velocity,mean_delta_rms_highfreq,mean_delta_p2p_error_norm,mean_delta_saturation_frac,mean_delta_limit_frac,mean_delta_reward,improvement_ratio,ncon_max,selection_score
0.5,0.12,0.8,none,-0.0005176722980719125,8.639234873186218e-05,-0.000953666830982789,-0.0009900542398595946,-1.951374501860618e-05,-0.0009479860737087365,0.0017475518051046377,-0.0014192836348824595,19.507714416234133,0.7666666666666667,0,-0.00025652476882958653
0.5,0.12,0.8,0.2,-0.0007978311049743309,0.0007176222713693199,-0.0010024417213854576,-0.008169020847163564,-0.00019205414579078378,-0.0010098101892408251,-0.010929629029822701,-0.00014553067456617822,31.935990590346044,0.6666666666666666,0,-8.020883360501099e-05
0.5,0.12,0.8,0.3,-0.0008775165151893343,-0.00022976833418862915,-0.0016080520917417353,-0.009660147575039368,-0.00019659748016828462,-0.0016144750606409443,-0.013931398431012544,-0.0006377327471191069,32.686723252614804,0.6666666666666666,0,-0.0008775165151893343
0.75,0.03,0.0,none,-0.0007052710220390361,0.004384979018269638,-0.0009109020002650379,0.006940775525499393,0.0001713512599651993,-0.0008934014200324548,0.010939188546105956,-0.0026702783683955475,7.623767843419531,0.7333333333333333,0,0.004859302480823798
0.75,0.03,0.0,0.2,-0.0011957978749543856,0.0025121041588831113,-0.0006289624841985708,-0.011038866343862926,-7.90111099289634e-05,-0.0006120967488307726,-0.01502895199196731,-0.002493668310142613,37.888291359925645,0.7333333333333333,0,0.0013163062839287257
0.75,0.03,0.0,0.3,-0.00045835304347614276,0.002973810619605109,7.984077388429497e-05,0.010539256609318141,0.0002284887302830502,0.00010101286499046684,0.013886501951235216,-0.0026297076614436835,5.904352276512267,0.7,0,0.0040385547093921064
0.75,0.03,0.3,none,-0.0007108762566911923,0.0031073940087478886,-0.0010204520231098901,0.006874658760179964,0.00016936501664154322,-0.001002951442877307,0.010919953248343047,-0.002869733037788867,9.472057493353107,0.7333333333333333,0,0.0035731955852117726
0.75,0.03,0.3,0.2,-0.0012073107146417135,0.002164419901324041,-0.0009412556534271767,-0.011051006669144695,-8.06490921499243e-05,-0.0009211206491432795,-0.014895618658633978,-0.002493668310142613,38.060195455063756,0.7333333333333333,0,0.0009571091866823274
0.75,0.03,0.3,0.3,-0.000474883967347233,0.002615240371039418,-0.00019347279230809699,0.010529204690348456,0.00022749305178816355,-0.00017230070120192523,0.013953168617901883,-0.0026297076614436835,6.134411223841986,0.7,0,0.0036494197913764554
0.75,0.03,0.5,none,-0.0007185621954207712,0.0030045414400447414,-0.0011802429028256063,0.006882626445206952,0.0001692936565214529,-0.001162742322593023,0.010986619915009713,-0.0028023929704487998,9.254819670455374,0.7333333333333333,0,0.003469288064385668
