step,time,policy,x_des,y_des,z_des,x_act,y_act,z_act,ee_err_norm_true,ee_err_norm_measured,roll_des,roll_act,pitch_des,pitch_act,ee_hf_norm,saturation_step,joint_limit_flag,actuator_limit_flag,ncon,tau_j1,tau_j2,tau_j3,tau_j4,W_Fx,W_Fy,W_Fz,W_Mroll,W_Mpitch
112,1.1300000000000008,sac,0.14736214220595184,-0.2615827146764289,-0.12052757155880964,0.14546648423729563,-0.26393845399492893,-0.12020707500866659,0.0030406816521152524,0.0022710352243940786,-1.570803106772076,-1.5708015097092596,-5.264885037714606e-06,-0.020224355928655458,0.000299703569934899,0,0,0,0,0.15787823489057795,-6.632424855030644,-1.1190831798661807,0.10391576421006166,-0.1991935473572098,-0.48779384681923577,-0.46012122489388524,-0.0014361322699656337,0.0010317103635213262
113,1.1400000000000008,sac,0.14551876737433586,-0.2626887395753985,-0.12089624652513282,0.1434640154054691,-0.2650642475287641,-0.1205866372604735,0.003156089603738773,0.0021487630123353503,-1.570803106772076,-1.5708014674003234,-5.264885037714606e-06,-0.0192602844727241,0.0003021248196145406,0,0,0,0,0.1753775460479058,-6.694290522993232,-1.15993364085023,0.11776136534703774,-0.18469750643193245,-0.48966151405427427,-0.4459715715316581,-0.0024059052940190624,7.344264299449592e-05
114,1.1500000000000008,sac,0.14367015359999985,-0.26379790784000007,-0.12126596928000002,0.14146223713739128,-0.2662052090322898,-0.12097231990860138,0.0032796682895653052,0.001641548036056646,-1.570803106772076,-1.5708014242629518,-5.264885037714606e-06,-0.01822328057339484,0.00030500232545420625,0,0,0,0,0.1669242508471219,-6.673464198490325,-1.1450177680285274,0.1124390002883693,-0.2057292496252691,-0.4799636113545744,-0.44354783633626393,-0.003578410802987583,0.00022478236130026323
115,1.1600000000000008,sac,0.14181677069926385,-0.2649099375804417,-0.12163664586014723,0.13946598645503167,-0.26735640024828783,-0.12136064453166864,0.003404048013970592,0.0014820613164243355,-1.570803106772076,-1.5708013805156726,-5.264885037714606e-06,-0.017107762354074962,0.00030220009992853986,0,0,0,0,0.15944952005376278,-6.688283369133733,-1.1510156611245064,0.1144817522493758,-0.25132223233670986,-0.47844472091924234,-0.45141170699154703,-0.004334734712394336,-0.0006375034779122327
116,1.1700000000000008,sac,0.13995909033164786,-0.2660245458010113,-0.12200818193367043,0.13747589199234655,-0.2685235357246128,-0.1217489057841083,0.0035324847844403007,0.0012652738541181169,-1.570803106772076,-1.5708013362499806,-5.264885037714606e-06,-0.015856433970901973,0.0002962105491368,0,0,0,0,0.16178538912292673,-6.672357177218797,-1.1458343306485341,0.11324687327877064,-0.3128710509537863,-0.46996846725769265,-0.4658664818733749,-0.0054397493676953766,-0.002193383227594925
117,1.1800000000000008,sac,0.13809758581555184,-0.2671414485106689,-0.12238048283688963,0.13549353714595416,-0.26969615667033686,-0.12213178110181108,0.0036564266446543945,0.0010068468014657122,-1.570803106772076,-1.5708012915924332,-5.264885037714606e-06,-0.01451587852920988,0.00028540894980333534,0,0,0,0,0.15237702349963467,-6.661781962411832,-1.1092343324294853,0.0923077441629638,-0.3496274730363957,-0.4475249643473322,-0.4760700004716593,-0.005470661520367397,-0.0029163388879202387
118,1.1900000000000008,sac,0.13623273194393584,-0.26826036083363847,-0.12275345361121283,0.13349988099052762,-0.27084393458734407,-0.1225053161766306,0.003768938824234448,0.0014030546465687492,-1.570803106772076,-1.5708012464176935,-5.264885037714606e-06,-0.013294416047275215,0.00027690697293711693,0,0,0,0,0.16096295136364402,-6.685010463265378,-1.1211099791182997,0.09411390368135242,-0.3410625542087494,-0.4366972364647006,-0.4822059154838845,-0.006063620815668891,-0.0043175734862292165
119,1.2000000000000008,sac,0.13436500479999983,-0.2693809971200001,-0.12312699904000003,0.13149675902173472,-0.27195428997884935,-0.12286612538204425,0.0038622176333494634,0.001325925985301027,-1.570803106772076,-1.570801200980021,-5.264885037714606e-06,-0.012226943928267175,0.0002696769533629069,0,0,0,0,0.1333691047135414,-6.6349162065177945,-1.0907769528644968,0.08374992744142942,-0.30219394376128095,-0.4325628388490423,-0.48484653273908934,-0.0069496089579703215,-0.006349916416324743
120,1.2100000000000009,sac,0.13249488157286388,-0.2705030710562817,-0.12350102368542723,0.1294943906229058,-0.27305182093444585,-0.12322390110337211,0.003946627523304815,0.0013461811893391554,-1.570803106772076,-1.5708011557372439,-5.264885037714606e-06,-0.011082393311765637,0.0002650337135318282,0,0,0,0,0.10200279882936998,-6.645570105717131,-1.1021779549757287,0.08729571332492482,-0.2433774355800467,-0.43509798593060245,-0.4872643570722673,-0.006947914873503851,-0.007272078009651493
121,1.2200000000000009,sac,0.13062284037324784,-0.2716262957760513,-0.12387543192535043,0.12748982742646736,-0.27414635167395873,-0.12358490455254342,0.004031235295492225,0.0008625668231728781,-1.570803106772076,-1.5708011106505182,-5.264885037714606e-06,-0.009806840824368557,0.0002646545441067759,0,0,0,0,0.10487714538053673,-6.646881778935774,-1.1284349465827304,0.10326138359409318,-0.23725983175070908,-0.4328261062896439,-0.4893667628975808,-0.007624942775100405,-0.007275098991323605
122,1.2300000000000009,sac,0.12874936004915188,-0.2727503839705089,-0.12425012799016963,0.12548813639527703,-0.2752319163640165,-0.12394383689448274,0.004109427816122043,0.0006844379292067482,-1.570803106772076,-1.5708010657108293,-5.264885037714606e-06,-0.008445635054018519,0.0002637048304751376,0,0,0,0,0.07911746971011588,-6.689235565076014,-1.1532927250020393,0.11071841174814304,-0.2108247666251708,-0.40672695130494685,-0.48814353563019935,-0.008808284014999232,-0.006510575864097642
123,1.2400000000000009,sac,0.1268749200015358,-0.2738750479990785,-0.12462501599969283,0.12349475511223937,-0.2763174976398775,-0.12429748612707342,0.004183103004245716,0.0013916822940110581,-1.570803106772076,-1.570801020960426,-5.264885037714606e-06,-0.006936435165867838,0.0002586390809221846,0,0,0,0,0.08934422285908263,-6.702173584779222,-1.1453971926505595,0.10042423325143088,-0.17325715129961558,-0.3861689258376112,-0.46080708218511973,-0.010147344023872344,-0.0068187575737355816
124,1.2500000000000009,sac,0.12499999999999983,-0.2750000000000001,-0.12500000000000003,0.12150666161917816,-0.2773806634237236,-0.1246452899667129,0.004242262437390137,0.0009228023890607599,-1.570803106772076,-1.5708009760717256,-5.264885037714606e-06,-0.005492815114485294,0.00025667324514555063,0,0,0,0,0.09774837208362075,-6.644411077446818,-1.1130166933867758,0.08897211895852017,-0.17678187736533357,-0.3851241205199942,-0.45418398978214636,-0.010454169790955167,-0.006420587004796753
125,1.260000000000001,sac,0.12312507999846387,-0.2761249520009217,-0.12537498400030722,0.11951951198848924,-0.2784058060360015,-0.1249907087509019,0.004283699717673707,0.0011528105970306246,-1.570803106772076,-1.5708009307269697,-5.264885037714606e-06,-0.0042799536109037195,0.0002666566527683032,0,0,0,0,0.06380062321827557,-6.690652989963052,-1.1245933178249579,0.08665643770224737,-0.16060306096577842,-0.3880494903270759,-0.4222971072016084,-0.011270423484394696,-0.006923144490728526
126,1.270000000000001,sac,0.12125063995084781,-0.2772496160294913,-0.12574987200983043,0.11754268726937019,-0.27938956504522533,-0.12533337280594434,0.004301367975988105,0.0009330475789518058,-1.570803106772076,-1.5708008850859827,-5.264885037714606e-06,-0.0033060208663471258,0.0002870558673098438,0,0,0,0,0.05676813508499581,-6.698716470001866,-1.1472534161098344,0.09752076311195401,-0.1731333332889888,-0.3908591416639989,-0.40437896186894334,-0.012151920082665767,-0.006351645074846505
127,1.280000000000001,sac,0.11937715962675183,-0.2783737042239489,-0.12612456807464964,0.11556992380256377,-0.2803305136467956,-0.1256706465452314,0.004304671008705771,0.0014678750684272818,-1.570803106772076,-1.570800839001476,-5.264885037714606e-06,-0.0025954868854696223,0.00032470209035545067,0,0,0,0,0.073393100054405,-6.717114621777172,-1.1496891361362396,0.0936389130649535,-0.1792770514269828,-0.40281675344957557,-0.36073920172076623,-0.013264257432127472,-0.004981079808870556
128,1.290000000000001,sac,0.11750511842713585,-0.27949692894371847,-0.12649897631457283,0.1136019870631263,-0.28124593240975976,-0.126004568315689,0.004305564636409469,0.0012986487365581887,-1.570803106772076,-1.5708007926425958,-5.264885037714606e-06,-0.0020042320508846245,0.00036652564260470044,0,0,0,0,0.06657131301859512,-6.6930190708831505,-1.1378411058060844,0.09072049617825646,-0.20954865329315134,-0.4067233902174625,-0.3518800112589787,-0.013175654179653698,-0.003678253348981076
129,1.300000000000001,sac,0.11563499519999984,-0.2806190028800001,-0.12687300096000004,0.11164486829910054,-0.28216514814235405,-0.12633939391475568,0.0043123560076035305,0.0011381707328006949,-1.570803106772076,-1.570800746325655,-5.264885037714606e-06,-0.001293215000880421,0.0003911505921451258,0,0,0,0,0.10548916047929155,-6.702807414514115,-1.1580914995943794,0.10120767919088472,-0.2554468611906744,-0.41769355586617996,-0.36546116724656763,-0.012224301501764697,-0.0031100939058365208
130,1.310000000000001,sac,0.11376726805606388,-0.2817396391663617,-0.1272465463887872,0.10969787308646586,-0.2831000347493935,-0.12667398966006843,0.004328795764242434,0.0012425859586951242,-1.570803106772076,-1.5708006999625943,-5.264885037714606e-06,-0.00040026446376217883,0.0003964287142018219,0,0,0,0,0.11691214923681685,-6.747438961584083,-1.1949296137637255,0.11592343915144601,-0.31319695603435715,-0.43345728443900317,-0.39190812241361406,-0.010891323466527261,-0.0034758925593955077
131,1.320000000000001,sac,0.11190241418444785,-0.28285855148933126,-0.12761951716311043,0.10774908518872242,-0.2840341306493957,-0.12700386677196943,0.004360178151454766,0.0014662150558286558,-1.570803106772076,-1.5708006531263106,-5.264885037714606e-06,0.0005092279691347734,0.0004017084299981287,0,0,0,0,0.13785815164704668,-6.7506707023514885,-1.1997857651810242,0.11737803559906274,-0.34540608930566996,-0.44493077610926346,-0.37681931948449404,-0.009531134344562523,-0.0047243963402080515
132,1.330000000000001,sac,0.1100409096683519,-0.28397545419898884,-0.12799181806632962,0.10579473273010048,-0.2849559016315836,-0.12732776748437735,0.004408203594936476,0.0012702435852990615,-1.570803106772076,-1.5708006057175161,-5.264885037714606e-06,0.001347577812047529,0.0004146420650482674,0,0,0,0,0.1365659337105239,-6.760975192677289,-1.209859955088567,0.12110254815460053,-0.3724648041351848,-0.4287270318830113,-0.389364431886136,-0.007823348029971753,-0.004938309279760886
133,1.340000000000001,sac,0.10818322930073587,-0.2850900624195585,-0.12836335413985284,0.10384386780425536,-0.2858777615374343,-0.12765024199379602,0.004467556046687465,0.001637919029573841,-1.570803106772076,-1.570800558063983,-5.264885037714606e-06,0.0022343317594206713,0.0004220798458610388,0,0,0,0,0.149771216761084,-6.72804682444195,-1.1768989560755418,0.10559963191423685,-0.37443776489282476,-0.39203338582207825,-0.411242175081687,-0.005844647051244821,-0.004318947292053575
134,1.350000000000001,sac,0.10632984639999982,-0.2862020921600001,-0.12873403072000003,0.10189319335758204,-0.286806860850008,-0.1279748905752372,0.004541577825668007,0.001954982781579292,-1.570803106772076,-1.5708005101168836,-5.264885037714606e-06,0.003208450851300615,0.00042208534872213417,0,0,0,0,0.17615402673964325,-6.73762801663932,-1.193399390578674,0.11223682884969663,-0.3474495837582076,-0.3844390727069926,-0.43087612614579784,-0.0037519380237400705,-0.0029631340841684913
135,1.360000000000001,sac,0.10448123262566372,-0.28731126042460176,-0.12910375347486724,0.09994550462997523,-0.28773978362638775,-0.12830481185672016,0.004625447902046758,0.0021799043204761667,-1.570803106772076,-1.570800461735401,-5.264885037714606e-06,0.004209222622919118,0.0004179210932537599,0,0,0,0,0.13799155262957372,-6.767826050185843,-1.2319505995417455,0.13013872874306712,-0.3580295248517899,-0.39505913531221903,-0.45095068618897494,-0.001786759735297995,-0.0009217638310082838
136,1.370000000000001,sac,0.10263785779404783,-0.2884172853235713,-0.12947242844119045,0.0980026677929639,-0.2886819302493672,-0.12864180877563322,0.004716455481790144,0.0020146519220986493,-1.570803106772076,-1.5708004127908561,-5.264885037714606e-06,0.0052399785231358464,0.0004071712925444687,0,0,0,0,0.14605656995909863,-6.755929949186872,-1.2348084437600992,0.13292422613023802,-0.39169486054107566,-0.42211237688262254,-0.46632913093034983,-0.0009218027416869262,4.304455084310518e-06
137,1.380000000000001,sac,0.10080018969395185,-0.2895198861836289,-0.12983996206120962,0.09607470388281564,-0.28964179810123913,-0.1289836086569338,0.00480400039757699,0.002594510103033581,-1.570803106772076,-1.5708003635051415,-5.264885037714606e-06,0.006375043035912187,0.00038444410691524506,0,0,0,0,0.14889492423123094,-6.70919826782998,-1.1971577898943264,0.11553950139509661,-0.4051125074882472,-0.40806005030205167,-0.4764557192845378,-0.0008965661473754437,0.0014904593186216377
138,1.390000000000001,sac,0.09896869390233587,-0.2906187836585985,-0.13020626121953283,0.0941662577976683,-0.2906317404311598,-0.12932459777311647,0.004882713472047753,0.0028199609023611895,-1.570803106772076,-1.570800313990268,-5.264885037714606e-06,0.007707077093353831,0.00034590756006202904,0,0,0,0,0.12809455066618292,-6.715720953905618,-1.2230058696074237,0.12832596140704045,-0.3854888076622075,-0.41586362779950037,-0.48346045691179496,-7.062502894677439e-05,0.0032716365062216957
139,1.400000000000001,sac,0.09714383359999984,-0.29171369984000006,-0.13057123328000003,0.0922791851155013,-0.29167019919177783,-0.12966421719537166,0.004948674101403754,0.0025408605033477027,-1.570803106772076,-1.5708002644102452,-5.264885037714606e-06,0.009376710544095168,0.0002864912539092738,0,0,0,0,0.12066626254602875,-6.731454942558469,-1.2338437653890777,0.12986647317403374,-0.3616901434155826,-0.42428624272886206,-0.4664352839417409,-0.0003877092888257057,0.00448721135576345
140,1.410000000000001,sac,0.09532606938726385,-0.2928043583676417,-0.13093478612254722,0.09041427159428321,-0.29276853095151967,-0.13000102357128052,0.004999895365407512,0.002692950405829953,-1.570803106772076,-1.5708002150131917,-5.264885037714606e-06,0.011495042272284595,0.00021006957336467294,0,0,0,0,0.13773890281932585,-6.738661108026472,-1.2212155964303335,0.118552352792584,-0.3719447319171511,-0.4181447800036489,-0.45726496015834484,-0.0012161073737068325,0.004641328612200168
141,1.420000000000001,sac,0.09351585909964785,-0.29389048454021127,-0.13129682818007044,0.0885681705878943,-0.29391084956580177,-0.13033163568932005,0.005040995227909493,0.002907779948931875,-1.570803106772076,-1.5708001657607373,-5.264885037714606e-06,0.013954148058740845,0.00014314090399666435,0,0,0,0,0.1190093323597417,-6.715982217970314,-1.1976625830711625,0.1051957523660651,-0.3652345761092043,-0.38895682613108035,-0.4338913094162597,-0.002292503936801904,0.003854199200620184
142,1.430000000000001,sac,0.09171365762355194,-0.2949718054258688,-0.1316572684752896,0.08673470457329564,-0.2950676206641803,-0.13065708486338376,0.0050793229168929754,0.0033246689917002395,-1.570803106772076,-1.570800116448905,-5.264885037714606e-06,0.01653214759658872,0.00011603840748944041,0,0,0,0,0.09202991325502642,-6.7108551522945215,-1.189192989186344,0.09650990626763441,-0.328109398615082,-0.3739212775739613,-0.42334983437065904,-0.0035901891292283625,0.004124166962473786
143,1.440000000000001,sac,0.08991991671193586,-0.29604804997283846,-0.1320160166576128,0.08490279714982767,-0.296208067483909,-0.13098220340646186,0.0051250233309316,0.003378270725624561,-1.570803106772076,-1.5708000668161068,-5.264885037714606e-06,0.019001975575802854,0.00012087845034953378,0,0,0,0,0.06611068770655931,-6.725928601597668,-1.2067149502549108,0.09923791495202941,-0.27020309349554905,-0.36511464492587054,-0.4195310997414917,-0.004913474493845824,0.005298627880830475
144,1.450000000000001,sac,0.08813508479999987,-0.29711894912000003,-0.13237298304000003,0.08306954580990761,-0.2973244674846595,-0.13130414271134283,0.005181152642657937,0.003143703900580451,-1.570803106772076,-1.5708000167528693,-5.264885037714606e-06,0.021304833397860268,0.00012958125918481018,0,0,0,0,0.049349007987293574,-6.708877854548509,-1.1938222363621342,0.08995853689291518,-0.20313492884709905,-0.3420606136365096,-0.41460609682571037,-0.0064540759205783844,0.005362010620934155
145,1.460000000000001,sac,0.0863596068208638,-0.2981842359074817,-0.13272807863582725,0.08124418105750486,-0.2984126148446573,-0.13161132969606046,0.0052408840736894845,0.003576636804901377,-1.570803106772076,-1.5707999664381256,-5.264885037714606e-06,0.02343589315560024,0.00013389891280030835,0,0,0,0,0.027170613469361365,-6.763405214194523,-1.2127597663479395,0.08775522008589978,-0.12668955267414034,-0.33540464529910796,-0.41663198194005874,-0.006757430150524954,0.005782477793163644
146,1.470000000000001,sac,0.08459392402124782,-0.2992436455872513,-0.13308121519575045,0.07943273361790291,-0.299478425465305,-0.13190092851425694,0.005299630611771866,0.003300395972629902,-1.570803106772076,-1.5707999160441328,-5.264885037714606e-06,0.025450693273554092,0.00013817326259400633,0,0,0,0,-0.01667918568955975,-6.746325427691435,-1.220258048434333,0.09030860941127639,-0.04292727878324547,-0.33325090714448796,-0.42347277689235596,-0.006079181131236193,0.006508573879102327
147,1.480000000000001,sac,0.08283847377715184,-0.30029691573370887,-0.13343230524456962,0.07763969196102131,-0.3005346731424603,-0.13217775984731936,0.005353292922202874,0.002846862838171928,-1.570803106772076,-1.5707998656534872,-5.264885037714606e-06,0.027425956804963514,0.00014437240380549144,0,0,0,0,-0.03765303674192519,-6.72207862144862,-1.2035423406604913,0.0795728217399612,0.04623479192534484,-0.33273785113318954,-0.42801791973066294,-0.005980291439366342,0.006193280084027943
148,1.490000000000001,sac,0.08109368940953579,-0.3013437863542785,-0.13378126211809283,0.07586812659517406,-0.30156965348008813,-0.13245210712910876,0.005396681913000139,0.0030106151191992593,-1.570803106772076,-1.570799815385078,-5.264885037714606e-06,0.029287772574257298,0.0001454952567136116,0,0,0,0,-0.06152832140024515,-6.685240700347749,-1.1729353238700135,0.0640989860795216,0.1363266047889589,-0.3433732942931041,-0.4382004290379864,-0.00506976306285771,0.0064966945768785865
149,1.500000000000001,sac,0.07935999999999976,-0.3023840000000001,-0.13412800000000005,0.07412001688802948,-0.3025776938882473,-0.1327289236364587,0.0054270023960837,0.003334886949710828,-1.570803106772076,-1.5707997655310029,-5.264885037714606e-06,0.031040967802419495,0.00014271761400190235,0,0,0,0,-0.06878964385387333,-6.689718476210127,-1.1817973557107166,0.06384293204947161,0.17610998210751877,-0.35417998739643214,-0.4187950850050829,-0.004890075153502479,0.005903429683001705
150,1.5100000000000011,sac,0.07763783020646381,-0.3034173018761217,-0.13447243395870723,0.072402927002794,-0.30356978173356525,-0.13301199293831453,0.005436943041155036,0.0035750225257814594,-1.570803106772076,-1.5707997163750549,-5.264885037714606e-06,0.032778535851747836,0.00013663335597926423,0,0,0,0,-0.06701833715485231,-6.7007019086865025,-1.2011273748133753,0.06973319303835168,0.1778411441775459,-0.3655011114413812,-0.38395919156557584,-0.004978782023084013,0.004456211140567057
151,1.5200000000000011,sac,0.07592760007884788,-0.30444343995269124,-0.1348144799842304,0.07071081170379317,-0.3045311139158313,-0.1332977213615541,0.005433518601549237,0.003756099886567712,-1.570803106772076,-1.5707996678359242,-5.264885037714606e-06,0.03441107957791334,0.0001395973083892599,0,0,0,0,-0.07456264647749372,-6.705696564455103,-1.2016050022844682,0.06521244796058676,0.1575358888630832,-0.37651775280766975,-0.3354652940501035,-0.005766428179639734,0.002601034822318104
152,1.5300000000000011,sac,0.07422972487475177,-0.3054621650751489,-0.13515405502504965,0.06903401692551779,-0.3054406756504776,-0.13358322609634604,0.005428014960587155,0.003558315023346018,-1.570803106772076,-1.5707996197270793,-5.264885037714606e-06,0.03580351249513303,0.00016584640513200974,0,0,0,0,-0.07302565161242526,-6.730992980022412,-1.2150374653759466,0.06646807286418199,0.1163744757838449,-0.3884566651803856,-0.28505607853691384,-0.007118752100308053,0.0004252167796956227
153,1.5400000000000011,sac,0.07254461487513586,-0.3064732310749185,-0.13549107702497282,0.06737550402063455,-0.3062978305527489,-0.13387198865441158,0.005419586655916413,0.0035892233734545306,-1.570803106772076,-1.5707995723106216,-5.264885037714606e-06,0.03698782456538363,0.00021251778347200636,0,0,0,0,-0.0611065178332605,-6.731995244617757,-1.2020794789646663,0.05457836187829364,0.062250106854569144,-0.4008678422462061,-0.27092521171394185,-0.008338305157417202,-0.0003249628267379612
154,1.5500000000000012,sac,0.0708726751999999,-0.30747639488000006,-0.13582546496000003,0.06572605786418377,-0.3071098212854769,-0.1341656429830889,0.005420060442150249,0.003766484786797008,-1.570803106772076,-1.5707995256863594,-5.264885037714606e-06,0.03805191776920647,0.0002685540124745905,0,0,0,0,-0.016877429996677767,-6.7161017393126725,-1.2038905192271872,0.054587372543765306,-0.002179568871201361,-0.41280838261678243,-0.27865483732437923,-0.009386807862608633,7.223564734889885e-05
155,1.5600000000000012,sac,0.06921430562406378,-0.3084714166255617,-0.13615713887518724,0.0640842692648079,-0.30787774660877265,-0.13446080010003736,0.005435741198419829,0.0030541380149172958,-1.570803106772076,-1.5707994799603349,-5.264885037714606e-06,0.03902967417977199,0.00033004777413780744,0,0,0,0,0.0019666171012748535,-6.768351730337203,-1.2514621984389551,0.07237854927085884,-0.016634306913002106,-0.4061768823371784,-0.2930832165132179,-0.009350282691732595,0.0008735252493698522
156,1.5700000000000012,sac,0.06756990039244781,-0.3094580597645313,-0.13648601992151044,0.06245197567183554,-0.3085972893380026,-0.13476101204598062,0.005468979003770305,0.0038941574194204845,-1.570803106772076,-1.5707994349804566,-5.264885037714606e-06,0.03985898565995161,0.0003970057126572703,0,0,0,0,-0.013290720896610507,-6.759042385978945,-1.2163002365940363,0.05093774888617268,0.0011028955721534874,-0.3828459889401268,-0.30475345227683714,-0.009232762612562801,0.0005184629995926033
157,1.5800000000000012,sac,0.06593984803635164,-0.310436091178189,-0.13681203039272966,0.0608309338451167,-0.30928700109485235,-0.13507207453966358,0.00551804844158179,0.004074188061138552,-1.570803106772076,-1.5707993906814954,-5.264885037714606e-06,0.040631059342808085,0.0004550766536972386,0,0,0,0,-0.055589311050004836,-6.836662335319195,-1.2748361371225252,0.07123453283220227,-0.013967064338335715,-0.37610900114977663,-0.2949255300494457,-0.008321067594128852,-0.0003412612971366532
158,1.5900000000000012,sac,0.06432453118873582,-0.3114052812867585,-0.13713509376225283,0.05922717124156539,-0.3099674962043153,-0.1353892213257734,0.005576591695540576,0.004619426651762934,-1.570803106772076,-1.5707993471274502,-5.264885037714606e-06,0.041468613276209654,0.0004943291060651058,0,0,0,0,-0.008987848652441031,-6.89685142545224,-1.3307751108862937,0.09388823276442153,-0.04037805991864627,-0.37653378867316395,-0.25975277108904615,-0.007048534759345274,-0.0018686590657724944
159,1.6000000000000012,sac,0.06272432639999981,-0.3123654041600001,-0.13745513472000004,0.05764565314717461,-0.31064453064189707,-0.13570470007606217,0.005640775577610602,0.004278654047097909,-1.570803106772076,-1.5707993042915243,-5.264885037714606e-06,0.042391768592232815,0.0005174270208730067,0,0,0,0,-0.0268088941169441,-6.8800529044593715,-1.3291032525340176,0.09254351931744484,-0.07195872504738818,-0.3473179676238479,-0.24306187380234404,-0.005433624723592289,-0.0022882495623600847
160,1.6100000000000012,sac,0.06113960395366391,-0.31331623762780164,-0.1377720792092672,0.056088363586829545,-0.3113199138523042,-0.13601089434230962,0.005709825741277387,0.004170010963906355,-1.570803106772076,-1.5707992619851814,-5.264885037714606e-06,0.043375657274259405,0.000528540622886061,0,0,0,0,-0.02415581333602671,-6.885166476865832,-1.3157377306947649,0.08151036321327992,-0.070638938083307,-0.33460256726702586,-0.20816882190641267,-0.0038312621703471593,-0.003574516723927665
161,1.6200000000000012,sac,0.05957072768204791,-0.31425756339077127,-0.13808585446359042,0.0545525397564351,-0.31200587898430715,-0.1363078517561229,0.005780448628855871,0.004371656019831639,-1.570803106772076,-1.570799219810251,-5.264885037714606e-06,0.04442786896561701,0.000523261592933684,0,0,0,0,-0.008847590784442506,-6.904338127179625,-1.3257222632852752,0.08348651961599138,-0.047842937650696485,-0.3337018390552417,-0.16096112124432801,-0.002066383286809142,-0.0054791569600472914
162,1.6300000000000012,sac,0.05801805478195177,-0.3151891671308289,-0.13839638904360965,0.05304039149897517,-0.31272578412638213,-0.1366009050312435,0.0058368784828838885,0.004514561161733795,-1.570803106772076,-1.5707991775801555,-5.264885037714606e-06,0.045640027795194715,0.0004916115376022532,0,0,0,0,-0.028763556806537673,-6.939079751346928,-1.3433550066864248,0.08653549278709005,-0.014305878984419616,-0.3417048792650045,-0.10301773335145077,0.0002982519597510328,-0.007306680718712728
163,1.6400000000000012,sac,0.05648193563033577,-0.3161108386217985,-0.13870361287393285,0.05155038509527924,-0.3134975878581103,-0.13689410132714747,0.005867163051397395,0.004975482737840304,-1.570803106772076,-1.5707991352380926,-5.264885037714606e-06,0.04710615432330023,0.00043063323428882124,0,0,0,0,-0.013675315653510472,-6.95445595160808,-1.3538837859666242,0.0870860480987265,-0.016330113045268997,-0.3534874951394315,-0.04259319477894789,0.0028347317175423897,-0.00953307504884348
164,1.6500000000000012,sac,0.054962713599999824,-0.3170223718400001,-0.13900745728000002,0.050079977079330824,-0.3143095020820866,-0.13718755037239758,0.005874762923388114,0.004820390887603523,-1.570803106772076,-1.5707990926435453,-5.264885037714606e-06,0.04873368560273006,0.00035820793291927914,0,0,0,0,-0.03572803332385385,-6.948898341601021,-1.3567594713435902,0.0863624580682403,0.008941358983508133,-0.3710373952177555,0.015252459880158907,0.0042121703128417,-0.010555752526013824
165,1.6600000000000013,sac,0.053460724875263876,-0.31792356507484165,-0.13930785502494722,0.04863185128577756,-0.31511231861092914,-0.13747340640223862,0.005881014247003363,0.00482194185495758,-1.570803106772076,-1.5707990495799282,-5.264885037714606e-06,0.05018567588252121,0.00031137439724265956,0,0,0,0,-0.05480726490506614,-6.9862041012674885,-1.3675551167162778,0.08468831724355266,0.04454952546415335,-0.3860181664940065,0.026459509072694752,0.004675986622203123,-0.01060396965780993
166,1.6700000000000013,sac,0.051976298267647825,-0.31881422103941126,-0.13960474034647044,0.0472088798010962,-0.3159045776795422,-0.13774491676249218,0.005886700865541684,0.005607732023642199,-1.570803106772076,-1.5707990061628547,-5.264885037714606e-06,0.05146921447694841,0.00028376793013813127,0,0,0,0,-0.05498082491653999,-7.0190280138851175,-1.3877741224475528,0.08627261944822263,0.08725419560757247,-0.3997162670182373,0.006771436540440233,0.004523784072946722,-0.009790367571244676
167,1.6800000000000013,sac,0.05050975503155186,-0.31969414698106885,-0.13989804899368963,0.04581585313642043,-0.31671856062528403,-0.13800152093600976,0.005872277908564805,0.005594947865892836,-1.570803106772076,-1.5707989628314523,-5.264885037714606e-06,0.05283644938599741,0.00025218442518444,0,0,0,0,-0.07682526795646626,-7.006510462110238,-1.4122711623247406,0.09837351552789864,0.13482253857664195,-0.4106294501741523,-0.033615339693431154,0.0047530747089566,-0.008203130190158572
168,1.6900000000000013,sac,0.0490614086799358,-0.3205631547920385,-0.14018771826401283,0.04445642679529824,-0.3175533459653695,-0.13824493842128338,0.005834312371501093,0.00577448333857341,-1.570803106772076,-1.5707989197812575,-5.264885037714606e-06,0.05429952364780233,0.00022542390387979427,0,0,0,0,-0.09482908247118385,-7.022428022077685,-1.4244806034357047,0.10022154195313351,0.18538440446358287,-0.4127626998899754,-0.08754652316195208,0.004190836393858997,-0.006267025778186563
169,1.7000000000000013,sac,0.04763156479999975,-0.32142106112000013,-0.14047368704000004,0.04313398101207911,-0.3184101705937367,-0.1384680421107031,0.005772030255717988,0.0057855442945407565,-1.570803106772076,-1.5707988770742787,-5.264885037714606e-06,0.05586767120238201,0.00021433789747752198,0,0,0,0,-0.11443799354700832,-7.001459100447735,-1.423751364816204,0.09841046744519742,0.238185255581102,-0.41604883368328177,-0.15076043929262609,0.003940660198167708,-0.0037382677317439605
