seed,noise_preset,rms_ee_zero,rms_ee_sac,final_ee_zero,final_ee_sac,hf_zero,hf_sac,smooth_zero,smooth_sac,sat_zero,sat_sac,lim_zero,lim_sac,ncon_zero,ncon_sac,delta_rms_ee,delta_final_ee,delta_hf,pct_imp_rms_ee,pct_imp_final_ee,pct_imp_hf,control_dt,fps_video,rgb_stride,camera,ee_3d_path_plot_ok
30000,full_noise_light,0.005839189788687652,0.004228794001560479,0.003022976863358435,0.002403368932856656,0.0011856935740283936,0.001055150895684174,0.01592557171647787,0.013231867407067905,0.0,0.0,0.0,0.0,0.0,0.0,-0.001610395787127173,-0.0006196079305017788,-0.00013054267834421954,27.57909650833779,20.496615042346484,11.009815790828723,0.01,30.0,3,MuJoCo Renderer default (follows env render; 640×480),False
