1,0,-2.4775714e-20,-2.5146291e-20,-4.2351647e-22,-4.2351647e-22,1.8905775e-18,-1.3362792e-17,1.0262061e-51,7.1828394e-19,-2.6217364e-19,0.86,2.0304256e-30,3.1415927,-7.0473141e-19,3.1415927,0,0,0,0,0,0,0.794426,2.0028548e-20,-4.2251763e-15,-2.3473913e-14,-0.079648868,-5.9388352,0,0,0,0,0,0,0,0
2,0.001,7.4670873e-08,-9.8584295e-09,2.1850013e-07,1.0896174e-06,3.9824466e-08,-6.5722863e-08,7.2833376e-07,3.632058e-06,3.9721623e-07,0.86,1.5818922e-14,3.1415927,3.9824466e-08,3.1415897,0.00079443884,-3.3783288e-09,6.3275971e-11,2.3651558e-10,-7.9648994e-05,-0.0059389523,0.79445789,-1.0135164e-05,1.8982931e-07,7.0955408e-07,-0.079649181,-5.9391261,0.00014934186,-1.9718449e-05,0.00043701195,0.0021792608,7.9648994e-05,-0.00013145633,0.0014567065,0.0072642025
3,0.002,2.9868421e-07,-3.9443415e-08,8.7407182e-07,4.3586279e-06,1.5929824e-07,-2.629561e-07,2.9135727e-06,1.452876e-05,1.5889038e-06,0.86,2.5310957e-13,3.1415927,1.5929824e-07,3.1415808,0.0015889543,-2.7029209e-08,5.06228e-10,1.8922407e-09,-0.00015929874,-0.011878604,0.79455615,-4.0546704e-05,7.5936466e-07,2.8384818e-06,-0.079650145,-5.9400224,0.00029868514,-3.9456034e-05,0.00087416463,0.0043588338,0.00015929874,-0.00026304023,0.0029138821,0.014529446
4,0.003,6.7204214e-07,-8.8783907e-08,1.966928e-06,9.8075037e-06,3.5842247e-07,-5.9189271e-07,6.5564266e-06,3.2691679e-05,3.5751786e-06,0.86,1.2814243e-12,3.1415927,3.5842247e-07,3.1415659,0.0023836223,-9.1238017e-08,1.7086326e-09,6.3869615e-09,-0.00023894998,-0.017819646,0.79472412,-9.1252912e-05,1.7087493e-06,6.3875907e-06,-0.07965179,-5.9415545,0.00044803121,-5.9231664e-05,0.0013115971,0.0065390275,0.00023894998,-0.00039487776,0.0043719903,0.021796758
5,0.004,1.1947482e-06,-1.5792777e-07,3.4974206e-06,1.7437026e-05,6.3719903e-07,-1.0528518e-06,1.1658069e-05,5.812342e-05,6.3562325e-06,0.86,4.0501852e-12,3.1415927,6.3719903e-07,3.1415451,0.0031785203,-2.1631584e-07,4.0504678e-09,1.5141625e-08,-0.00031860347,-0.023762787,0.79495433,-0.00016228387,3.0382189e-06,1.1358197e-05,-0.079654038,-5.9436546,0.0005973815,-7.9064746e-05,0.001749452,0.0087201586,0.00031860347,-0.0005270983,0.0058315068,0.029067195
6,0.005,1.8668078e-06,-2.4694919e-07,5.4660952e-06,2.7248405e-05,9.956308e-07,-1.6463279e-06,1.8220317e-05,9.0828015e-05,9.9323625e-06,0.86,9.888966e-12,3.1415927,9.956308e-07,3.1415184,0.0039737433,-4.2261643e-07,7.9120451e-09,2.9579089e-08,-0.00039826012,-0.029708893,0.79520902,-0.00025367867,4.748079e-06,1.7751866e-05,-0.079656514,-5.945978,0.00074673772,-9.8979e-05,0.0021879038,0.010902614,0.00039826012,-0.00065986,0.0072930128,0.036342045
7,0.006,2.6882287e-06,-3.5595588e-07,7.8737437e-06,3.9243396e-05,1.433722e-06,-2.3730392e-06,2.6245812e-05,0.00013081132,1.4304e-05,0.86,2.0507959e-11,3.1415927,1.433722e-06,3.1414857,0.0047693865,-7.3055462e-07,1.3674154e-08,5.112485e-08,-0.00047792083,-0.035658831,0.79549846,-0.00036549096,6.8387487e-06,2.5570763e-05,-0.079659312,-5.9486185,0.00089610156,-0.00011899823,0.0026271274,0.01308678,0.00047792083,-0.00079332151,0.0087570913,0.043622601
8,0.007,3.6590179e-06,-4.850433e-07,1.0721068e-05,5.3423557e-05,1.9514762e-06,-3.233622e-06,3.5736893e-05,0.00017807852,1.9471526e-05,0.86,3.799822e-11,3.1415927,1.9514762e-06,3.1414471,0.0055654711,-1.1605899e-06,2.1717931e-08,8.1206384e-08,-0.00055758577,-0.041612797,0.7958892,-0.00049779089,9.3107754e-06,3.4818248e-05,-0.079663067,-5.9521834,0.0010454733,-0.00013912779,0.003067162,0.015272746,0.00055758577,-0.00092751857,0.010223873,0.050909152
9,0.008,4.7791839e-06,-6.343313e-07,1.4008949e-05,6.9790841e-05,2.5488981e-06,-4.2288753e-06,4.6696495e-05,0.00023263614,2.5435421e-05,0.86,6.4832297e-11,3.1415927,2.5488981e-06,3.1414025,0.0063620793,-1.7332647e-06,3.2425159e-08,1.2125501e-07,-0.0006372557,-0.047571541,0.79636851,-0.00065065883,1.2164785e-05,4.5497891e-05,-0.079667641,-5.9565566,0.0011948544,-0.00015938829,0.003508159,0.017460845,0.0006372557,-0.0010625886,0.011693863,0.058202815
10,0.009,6.0487368e-06,-8.0396036e-07,1.7738418e-05,8.8347535e-05,3.2259929e-06,-5.3597357e-06,5.9128061e-05,0.00029449178,3.2196247e-05,0.85999999,1.0386486e-10,3.1415927,3.2259928e-06,3.1413519,0.0071592902,-2.4692108e-06,4.6178317e-08,1.7270606e-07,-0.00071693132,-0.053535783,0.79693006,-0.00082418777,1.54015e-05,5.7613819e-05,-0.079672958,-5.9616806,0.0013442462,-0.00017979959,0.0039502642,0.0196514,0.00071693132,-0.0011986639,0.013167547,0.065504667
