seed,ee_rms_zero,ee_rms_sac,delta_ee_rms,final_ee_zero,final_ee_sac,delta_final_ee,max_ee_zero,max_ee_sac,delta_max_ee,reward_zero,reward_sac,delta_reward,saturation_frac_zero,saturation_frac_sac,delta_saturation_frac,limit_frac_zero,limit_frac_sac,delta_limit_frac,ncon_zero,ncon_sac,mean_action_norm_sac,mean_residual_force_norm_sac,mean_residual_tau_norm_sac,rms_ee_error_velocity_zero,rms_ee_error_velocity_sac,delta_rms_ee_error_velocity,rms_ee_error_highfreq_zero,rms_ee_error_highfreq_sac,delta_rms_ee_error_highfreq,p2p_error_norm_zero,p2p_error_norm_sac,delta_p2p_error_norm,rms_residual_force_rate_zero,rms_residual_force_rate_sac,delta_rms_residual_force_rate,rms_tau_total_rate_zero,rms_tau_total_rate_sac,delta_rms_tau_total_rate,smooth_tracking_score_zero,smooth_tracking_score_sac,delta_smooth_tracking_score
10020,0.01373719866329131,0.015310436285854453,0.0015732376225631433,0.008268337971076692,0.01879684712069371,0.010528509149617019,0.03473941763199493,0.036864901236255604,0.0021254836042606737,-35489.291798924096,-36145.41637121793,-656.1245722938329,0.7,0.704,0.0040000000000000036,0.0,0.0,0.0,0,0,0.27481019107239296,0.20585747077566816,0.05480489445690934,0.7106631268721953,0.7185885806697306,0.007925453797535287,0.008245888068437977,0.008420282371696048,0.00017439430325807102,0.034301965065698395,0.03642749448219012,0.002125529416491724,0.0,25.966619501407944,25.966619501407944,3501.3291624029,3495.5175756626586,-5.811586740241182,3.554898604156708,3.556324270189781,0.0014256660330729254
10021,0.0147028651801141,0.014371742677949365,-0.0003311225021647348,0.024080748714320983,0.00811473146479451,-0.015966017249526475,0.03280702572005752,0.031641004571000435,-0.0011660211490570824,-82241.38505062088,-82927.5927982619,-686.2077476410195,0.688,0.7,0.01200000000000001,0.0,0.0,0.0,0,0,0.31910146211510904,0.24997962668643128,0.0867143648478636,0.9889804002639991,0.9939457172055728,0.00496531694157365,0.010848716858598976,0.010982205161552213,0.00013348830295323647,0.03234395329540616,0.0311779606892184,-0.0011659926061877608,0.0,25.199137109812256,25.199137109812256,3308.8064505265734,3311.360093803678,2.553643277104584,3.38521568441422,3.3797061321775344,-0.0055095522366857
10022,0.018863466875842005,0.01885283458537623,-1.0632290465776434e-05,0.011251666396128042,0.014741250273023613,0.003489583876895571,0.03425166361600807,0.034329714882418684,7.805126641061144e-05,-77688.59819524921,-77520.56295698229,168.03523826692253,0.74,0.746,0.006000000000000005,0.0,0.0,0.0,0,0,0.2978815977573937,0.22158677727051765,0.07129564127412023,1.1806385353557902,1.1791540394966777,-0.001484495859112478,0.014222808918306835,0.014198412289181752,-2.4396629125083072e-05,0.033811448339570276,0.03388954000115142,7.809166158114639e-05,0.0,24.65671678986547,24.65671678986547,3096.1184526729016,3103.523446304195,7.404993631293564,3.1799241356929633,3.188988576246701,0.009064440553737896
10023,0.03186530361096665,0.03169951776968894,-0.00016578584127770885,0.0384344559468428,0.03792994335302151,-0.0005045125938212894,0.05481488908789267,0.055196457296718675,0.0003815682088260039,-29142.864216238726,-29158.57120892359,-15.706992684863508,0.804,0.808,0.0040000000000000036,0.042,0.042,0.0,0,0,0.3446519818516039,0.24387485764970826,0.08302682081963184,0.7641426985882596,0.7644030587271684,0.0002603601389088439,0.011437705995139241,0.011435645640021627,-2.0603551176140433e-06,0.05438562883114911,0.05476724769637178,0.0003816188652226646,0.0,30.4204369029493,30.4204369029493,3284.0701458808967,3284.1937014040836,0.12355552318695118,3.373588566514601,3.3733070566994425,-0.0002815098151582873
10024,0.02834329644527165,0.02977701439376161,0.0014337179484899612,0.012405843754163383,0.00602620549940388,-0.0063796382547595025,0.06168007931842301,0.0617587821101304,7.870279170739403e-05,-37691.73910088837,-32618.690555279143,5073.048545609228,0.7931726907630522,0.7842227378190255,-0.008949952944026673,0.08032128514056225,0.058004640371229696,-0.022316644769332553,0,0,0.2833116694676192,0.1894769572365027,0.05828543743903067,0.9656891235148546,0.9717261163770126,0.006036992862157975,0.019075685994783383,0.019303188479696566,0.00022750248491318348,0.06121453795631234,0.06129326164994345,7.87236936311067e-05,0.0,25.796068551774777,25.796068551774777,2889.339924565909,2860.7435458872824,-28.59637867862648,2.9725521127839007,2.9425060326191903,-0.030046080164710443
10025,0.021778099958907587,0.021142184194758464,-0.0006359157641491232,0.027684186377449477,0.027950501048832857,0.0002663146713833796,0.043376253427240156,0.0426900468367203,-0.0006862065905198569,-30053.647501409985,-30016.27094489988,37.37655651010573,0.762,0.76,-0.0020000000000000018,0.018,0.02,0.0020000000000000018,0,0,0.26351006860318704,0.17310838679063886,0.05232385262578386,0.7697231465921438,0.7696262788814817,-9.686771066208522e-05,0.011476615700857432,0.011505762625580365,2.9146924722932635e-05,0.04293455360062539,0.0422483868549803,-0.0006861667456450893,0.0,27.433497821231825,27.433497821231825,3194.8217688013788,3190.467335870113,-4.354432931265819,3.2691576515926353,3.2642961997858735,-0.004861451806761785
10026,0.021489995167964283,0.021403575650723636,-8.641951724064692e-05,0.017604597283390134,0.018516922295475042,0.000912325012084908,0.03955878030886811,0.039534547856556794,-2.4232452311319375e-05,-67474.00837718416,-67204.80678114668,269.2015960374847,0.912,0.908,-0.0040000000000000036,0.0,0.0,0.0,0,0,0.28612265272716675,0.20944488943905648,0.0625895882531214,1.024666333916215,1.0225481273495725,-0.002118206566642522,0.011173523329887455,0.011127021262036501,-4.650206785095437e-05,0.03916921796143207,0.03915136164416615,-1.785631726592546e-05,0.0,27.72177699416284,27.72177699416284,3692.9244815639877,3684.0933897597097,-8.831091804278003,3.774673562536056,3.7661053733508902,-0.008568189185165664
10027,0.029803738284486816,0.029904102489076725,0.0001003642045899096,0.021590620490339916,0.021081816569299715,-0.0005088039210402011,0.056676193901558855,0.05478138181274759,-0.0018948120888112666,-29647.494489519857,-29693.095132838935,-45.60064331907779,0.784,0.788,0.0040000000000000036,0.056,0.056,0.0,0,0,0.3260459580461154,0.23286390069399823,0.0793694847964292,0.8122976041040082,0.8124382225983898,0.000140618494381628,0.014102500346499437,0.014058206108135015,-4.429423836442223e-05,0.05623273274646712,0.05433795874931655,-0.0018947739971505659,0.0,28.183045220918235,28.183045220918235,3091.357517753587,3093.07799663066,1.7204788770727646,3.1728534964953745,3.1744260826564688,0.001572586161094236
10028,0.012845278626499724,0.010913757523578307,-0.0019315211029214165,0.008483096593225584,0.020823262468258184,0.0123401658750326,0.029087519011998908,0.026535734534887827,-0.002551784477111081,-47084.44335715007,-46836.979011887684,247.4643452623859,0.668,0.69,0.02199999999999991,0.0,0.0,0.0,0,0,0.2994782622817506,0.2427178947909398,0.07448300319118248,0.7194779033705879,0.7184595419419463,-0.0010183614286416454,0.008197617685806928,0.00818584389420827,-1.1773791598657796e-05,0.028653417763860115,0.026101688580220783,-0.002551729183639332,0.0,24.66167523700609,24.66167523700609,3691.9833427607327,3679.6850598634305,-12.298282897302215,3.7452080172060906,3.7370971425961197,-0.008110874609970953
10029,0.02619728832256499,0.02546242976911584,-0.0007348585534491525,0.03067236522728189,0.034972800148722,0.004300434921440107,0.05061929468102349,0.051108046636506574,0.0004887519554830841,-27885.47709663119,-27758.393901058473,127.08319557271898,0.78,0.778,-0.0020000000000000018,0.054,0.052,-0.0020000000000000018,0,0,0.276083587082521,0.18471204468527447,0.057781714758799486,0.7664891861418489,0.766000429594157,-0.0004887565476918709,0.012798948888534634,0.01283628451175729,3.7335623222655226e-05,0.050160690780030145,0.05064947210356221,0.0004887813235320629,0.0,26.97121481511861,26.97121481511861,3145.2173570265486,3144.408164365624,-0.8091926609245093,3.2253312662476175,3.2259137413790437,0.0005824751314262855
