run_name,seed,profile,eval_type,global_step,utc_iso,logger_keys_concat
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,1,2026-05-13T05:00:27+00:00,
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,10000,2026-05-13T05:02:15+00:00,train/actor_loss=-3.4515;train/critic_loss=0.00131165;train/ent_coef=0.000891276;train/ent_coef_loss=0.394391;train/learning_rate=0.0003;train/n_updates=37998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,20000,2026-05-13T05:04:11+00:00,train/actor_loss=-1.3074;train/critic_loss=0.00175374;train/ent_coef=0.000823367;train/ent_coef_loss=1.45897;train/learning_rate=0.0003;train/n_updates=47998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,30000,2026-05-13T05:06:05+00:00,train/actor_loss=-0.0261248;train/critic_loss=0.00180049;train/ent_coef=0.000774762;train/ent_coef_loss=-3.71231;train/learning_rate=0.0003;train/n_updates=57998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,40000,2026-05-13T05:07:59+00:00,train/actor_loss=0.849402;train/critic_loss=0.00551349;train/ent_coef=0.00082983;train/ent_coef_loss=2.77363;train/learning_rate=0.0003;train/n_updates=67998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,50000,2026-05-13T05:09:53+00:00,train/actor_loss=1.25157;train/critic_loss=0.00854074;train/ent_coef=0.000827123;train/ent_coef_loss=-0.435223;train/learning_rate=0.0003;train/n_updates=77998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,60000,2026-05-13T05:11:49+00:00,train/actor_loss=1.56626;train/critic_loss=0.00262408;train/ent_coef=0.000772004;train/ent_coef_loss=-0.69429;train/learning_rate=0.0003;train/n_updates=87998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,70000,2026-05-13T05:13:45+00:00,train/actor_loss=1.79535;train/critic_loss=0.0108615;train/ent_coef=0.000822955;train/ent_coef_loss=0.148374;train/learning_rate=0.0003;train/n_updates=97998
sac_tf_tracking_reward_rs2_100k_s2,2,medium_train,callback_followup_periodic_eval,80000,2026-05-13T05:15:41+00:00,train/actor_loss=1.987;train/critic_loss=0.0037283;train/ent_coef=0.000814418;train/ent_coef_loss=0.49055;train/learning_rate=0.0003;train/n_updates=107998
