duration_s,rms_pos,max_pos,final_pos_err,max_tau,joint_limit_steps,torque_saturation_steps,max_task_force_norm,max_ee_velocity_norm,max_desired_velocity_norm,stable
1.0,0.2941558428419837,0.46256134657107545,0.4621798839880553,10.0,0,302,42.79490445743067,0.7304413317874933,1.109264959331178,True
2.0,0.29363046411207566,0.4614169427528916,0.4608858668216384,10.0,0,604,42.6649217999283,0.5268633297587596,0.554632479665589,True
3.0,0.2935083125777294,0.4618084511619739,0.4612975364114267,10.0,0,900,42.662521876837225,0.5269124173214426,0.36975498644372595,True
5.0,0.29346480305859746,0.46195196116750226,0.46097106358980733,10.0,0,1502,42.63493984356986,0.5269446219084202,0.22185299186623558,True
