t,pos_err_norm,sv1,sv2,sv3,lambda,xdot_cmd_x,xdot_cmd_y,xdot_cmd_z,qdot_cmd_1,qdot_cmd_2,qdot_cmd_3,qdot_cmd_4,tau_1,tau_2,tau_3,tau_4,joint_margin_min,act_margin_min
0.02,0.002938184085935895,0.6032681206396686,0.3201692471802138,0.1822359922311546,0.08,-0.027071188817601805,-0.019151130534576052,-0.0045283106878926255,0.09347473361558056,0.010220116618248135,0.012590457770081083,-0.005892762997365126,5.362014514230413,-6.879712593730264,-1.3082614488504536,0.019995807118215872,0.1547037459187368,0.5153458197291227
0.022,0.0033863502255079693,0.6032650111019717,0.32016260543160685,0.18223681483817,0.08,-0.03232057722520111,-0.022790062082624452,-0.005437097891905992,0.11139105756046264,0.012258803881115958,0.015175183851720167,-0.007114136891351603,5.777579323475889,-6.862401584913446,-1.2921857871293447,0.016462598133705736,0.15468774386592177,0.5152924795530724
0.024,0.003863910512588168,0.6032612852858065,0.3201545680658367,0.18223780643636134,0.08,-0.037987829879884506,-0.026709846298076767,-0.006421939317057382,0.13070079604961615,0.014462530790398144,0.018002513697713766,-0.008455301305610447,6.203526204971852,-6.843934493259482,-1.2752379491314823,0.013281638567133366,0.15466880334287625,0.5152293444762535
0.026000000000000002,0.0043718440087893275,0.603256867373034,0.32014493252681897,0.18223898332302862,0.08,-0.04406398909069242,-0.030906021769681716,-0.007480958141846258,0.15137490180538385,0.01682597013300478,0.021072671050194062,-0.009917437850808803,6.642753761388395,-6.824301650225931,-1.2578305841560395,0.009642405654678589,0.1546465521921574,0.5151551739738576
0.028,0.00491126049042714,0.6032516505218842,0.32013346280447635,0.18224037660909223,0.08,-0.05054039341587486,-0.03537466872544208,-0.00861227773965068,0.17338604846930092,0.019343804806324902,0.024385983974880242,-0.011501791061212659,7.09754149951986,-6.803622907528589,-1.2396431093412816,0.006099121722230146,0.1546205610482001,0.5150685368273331
0.03,0.0054833702782585035,0.6032455465168366,0.3201199331678041,0.1822420082373529,0.08,-0.057408707310929126,-0.04011223845758417,-0.009814007621784755,0.19670827130927845,0.022010609558103685,0.027943220140765695,-0.013209901513042133,7.569708487376385,-6.781923097886255,-1.2208519641248978,0.0022654209615775925,0.15459042900177677,0.5149680966725887
0.032,0.006089462968053099,0.6032384513370657,0.32010409902641235,0.1822439071831489,0.08,-0.06466079596029742,-0.045115540807831006,-0.011084255852477043,0.2213167207625557,0.024820938707123492,0.03174539317023081,-0.015043467608951538,8.060727684871994,-6.759284285987918,-1.2012888598617182,-0.0016017888735757255,0.15455572436539433,0.5148524145513145
0.034,0.0067308907434889985,0.6032302685566325,0.3200857174904706,0.18224609856845872,0.08,-0.07228873200712851,-0.050381656568545506,-0.012421123211492725,0.2471874577310264,0.02776927175093202,0.03579393147800171,-0.01700446166048264,8.571817177977897,-6.735740151110301,-1.1810194473015525,-0.005688749641039652,0.15451602458694635,0.5147200819564874
0.036000000000000004,0.007409056736043404,0.603220893719258,0.32006453392408024,0.1822486108700909,0.08,-0.0802847309993154,-0.05590792653147983,-0.013822709777273309,0.27429731445956773,0.03085005685291933,0.04009059742885513,-0.0190950709369688,9.10400638503695,-6.711347867753038,-1.1599459723751118,-0.009878747818703085,0.1544708879493193,0.5145696264977309
0.038,0.00812540608047081,0.6032102242340454,0.32004029150577434,0.18225147118818838,0.08,-0.08864115045355316,-0.06169190716956474,-0.015287112852208642,0.30262377861386497,0.03405768714253387,0.04463757812361445,-0.021317759129293432,9.658188695371022,-6.6861384334182254,-1.138079301211645,-0.014264118837397102,0.15441987201729246,0.5143995733909748
0.04,0.00888142364135049,0.6031981524931337,0.32001272487620197,0.18225470859987963,0.08,-0.09735045622832891,-0.0677313637565033,-0.01681243070171941,0.3321449150285149,0.037386522522553076,0.0494374585946384,-0.023675245330139965,10.0,-6.660150603120503,-1.1153512246972468,-0.018794824396897093,0.15436251975184812,0.5142083991728263
0.042,0.009678630869184324,0.6031845706147155,0.3199815644611142,0.18225835177955071,0.08,-0.10640522649201074,-0.074024258091299,-0.01839676217139314,0.3628393325318204,0.04083087903311118,0.05449328010602821,-0.02617054300696264,10.0,-6.6334065719174635,-1.091741861171003,-0.023520422381037104,0.15429836796521124,0.5139945598840372
0.044,0.010518576460985292,0.6031693666602833,0.31994653405777956,0.182262430874702,0.08,-0.115798136118925,-0.0805687489293643,-0.020038209023000565,0.3946861496285568,0.044385040762580596,0.05980854194939112,-0.02880695822427404,10.0,-6.605928627468451,-1.0671901329943383,-0.028423242297649323,0.154226940905966,0.5137564696865526
0.046,0.01140283482901427,0.603152426919267,0.3199073526558933,0.18226697619193888,0.08,-0.1255219419247653,-0.08736316737784695,-0.021734876277084498,0.4276649015387033,0.04804325706865818,0.06538723635916088,-0.03158811279592333,10.0,-6.577729987933956,-1.041655058240057,-0.033532112212238604,0.15414775359085686,0.5134925119695222
0.048,0.012333005410945955,0.6031336340658143,0.31986373265566526,0.1822720189677218,0.08,-0.13556947356246565,-0.09440601791784695,-0.02348487380550535,0.4617555176689366,0.051799749752127366,0.07123386263247343,-0.0345179516100709,10.0,-6.54882037259703,-1.0150741437154502,-0.03884665752533878,0.15406030836001894,0.5132010278667298
0.05,0.013310712466351217,0.6031128682534636,0.3198153815442464,0.18227759154547687,0.08,-0.14593363105725982,-0.10169597705303343,-0.025286317009412442,0.4969383000730765,0.055648711744021466,0.07735345978825595,-0.03760076309884587,10.0,-6.519201041135135,-0.9873897942417339,-0.04438835970585839,0.1539640960699693,0.512880320233231
0.052000000000000005,0.01433760535004258,0.6030900060013767,0.31976200067609084,0.18228372660841324,0.08,-0.15660737915865883,-0.10923189637625418,-0.027137328035155582,0.5331939088231686,0.059584313524100777,0.0837516263199905,-0.04084119139926277,10.0,-6.488868071422336,-0.9585300782410925,-0.05016572900241706,0.1538585940720032,0.5125286469066772
0.054,0.015415359066086745,0.6030649206718405,0.3197032858861027,0.18229045781435305,0.08,-0.16758374473265508,-0.11701280484042037,-0.029036036539763176,0.570503346683123,0.0636007030356077,0.09043455149497114,-0.04424425544493146,10.0,-6.457809920370466,-0.928420847738229,-0.05619840916518139,0.1537432663475249,0.5121442211584162
0.056,0.01654567508527933,0.6030374818798084,0.3196389267534572,0.18229782013823856,0.08,-0.1788558124990243,-0.12503791337224207,-0.030980580693463843,0.608847946968891,0.06769200904676267,0.09740904153393039,-0.04781536490900931,10.0,-6.426008847118873,-0.8969763558042335,-0.0625008405324243,0.15361756210030397,0.511725207001013
0.058,0.017730282315496258,0.6030075551175884,0.31956860726874337,0.18230584907297695,0.08,-0.19041672200381018,-0.1333066193541972,-0.03296910795429313,0.6482093589808221,0.07185234586434901,0.10468254765345747,-0.05156033794087261,10.0,-6.393439588671736,-0.86410465775437,-0.06909366540828224,0.1534809153358252,0.5112697177860834
0.06,0.018970938206287785,0.6029750020319716,0.3194920045128131,0.18231458145454796,0.08,-0.20225966356542083,-0.14181851241540655,-0.034999775940066154,0.6885695364126591,0.0760758134831234,0.1122631980405688,-0.0554854204125582,10.0,-6.36006989322103,-0.8297028137405711,-0.0759961041319211,0.15333274368068173,0.510775812268939
0.062,0.020269429922545327,0.6029396798464491,0.31940878953975843,0.18232405505855126,0.08,-0.21437787451644613,-0.1505733803509332,-0.03707075317993927,0.7299107203850899,0.08035650290013675,0.12015982695193851,-0.0595973039968517,10.0,-6.325859698437517,-0.7936590799932911,-0.08323139195836676,0.15317244763423177,0.5102414921141056
0.064,0.021627575568823398,0.6029014409711347,0.31931862658766513,0.1823343088098515,0.08,-0.22676463463145993,-0.15957121582277922,-0.039180219900133144,0.7722154243891172,0.08468850013475536,0.12838200615746428,-0.0639031452860449,10.0,-6.290761164084664,-0.7558502679613321,-0.09082325461960103,0.1529994094294973,0.5096646980983239
0.066,0.023047225422442925,0.6028601332217111,0.31922117253292837,0.18234538286821633,0.08,-0.23941326132547647,-0.16881222327053147,-0.04132636874153939,0.8154664157872041,0.08906588934643235,0.1369400775580053,-0.06841058667687036,10.0,-6.254718077983201,-0.7161423509553678,-0.09879855019854442,0.15281299206325172,0.5090433068775058
0.068,0.024530263156805815,0.6028155990323107,0.319116077386186,0.18235731859148469,0.08,-0.25231710405524244,-0.17829682631906082,-0.04350740548385241,0.8596466931221444,0.09348275860889264,0.1458451859704525,-0.07312777502315468,10.0,-6.21766561770345,-0.6743887834483165,-0.10718567699901396,0.1526125381058654,0.5083751270195513
0.07,0.025564530035244205,0.6027676752342189,0.31900298288169987,0.18237015861147957,0.08,-0.2654695381586427,-0.18802567539451584,-0.0457215497283351,0.9047394646802852,0.09793320457737588,0.1551093133578444,-0.07806338367012029,10.0,-6.179529805422771,-0.6304303234050757,-0.11601591406376507,0.15242649931182428,0.5077549977060807
0.07200000000000001,0.026255668437701087,0.6027166549797921,0.3188845768136386,0.18238473261091281,0.08,-0.2779813850719869,-0.19672797594615696,-0.047967160005738425,0.9466990196735958,0.10265341080398198,0.1636384601430146,-0.08248539166713298,10.0,-6.306980254037467,-0.7011135847648741,-0.021997405316328267,0.1522252730435667,0.5070842434785554
0.074,0.026682757236635157,0.6026679136173486,0.3187646379392721,0.1823978607301402,0.08,-0.29004224746555307,-0.20464638971732302,-0.050241155335346614,0.9863796219146376,0.10760058222193779,0.1715621222316966,-0.08648192341811056,10.0,-6.328263096704856,-0.7700957710864773,-0.09114887861289794,0.15201810828420914,0.506393694280697
0.076,0.026905981257281972,0.6026147723223,0.31863623309762684,0.1824125717712996,0.08,-0.301766492805522,-0.21198192441847039,-0.05254422924127695,1.0244430981609007,0.1127779844322189,0.17890920769227764,-0.09007134066485549,9.045401344684798,-6.312027967799853,-0.7410419076894479,-0.0562383931355257,0.15179285026112344,0.5056428342037442
0.078,0.026970305751803137,0.6025601825789068,0.318501593357897,0.182427255778929,0.08,-0.31325508503685895,-0.2188733158305712,-0.054873499830433756,1.0613612694589583,0.1181562572109996,0.18576310800148066,-0.09331091908459367,6.489750766815215,-6.265198905723595,-0.7317167492517201,-0.09467932133089324,0.15155525846358153,0.5048508615452718
0.08,0.02690972596456579,0.6025013423733131,0.3183578186931781,0.18244324363083822,0.08,-0.3245698877864879,-0.2254324837639272,-0.05722799798971525,1.0974958727346547,0.12373061902296377,0.19215086864350003,-0.09621897570359161,4.480009529945345,-6.213106465159738,-0.6877796413789012,-0.08236882036782683,0.15130076139958026,0.5040025379986002
0.082,0.027261512180863316,0.602439916330281,0.31820624677818415,0.18245970282020849,0.08,-0.33576335555791725,-0.2317366170982242,-0.05960515946568624,1.1331024002246295,0.12948212918615568,0.19811891506185367,-0.09882793067532458,2.8786506746221905,-6.154687391989741,-0.6593898499418493,-0.10359217259726455,0.15100389166889006,0.5030129722296328
0.084,0.02794085018029547,0.6023743631748726,0.31804269633966487,0.18247640414876423,0.08,-0.3477555070049494,-0.23910886886843247,-0.06200327405716129,1.172256939635027,0.1351109272890819,0.2050461134084763,-0.10206140321765367,8.146541502836119,-6.146258062999811,-0.8604071924079186,-0.13930340527219565,0.15069203923770536,0.5019734641256841
0.08600000000000001,0.028884641361374,0.6023000521903341,0.31786378151189526,0.18249614172186873,0.08,-0.36038560167672934,-0.24734174599706046,-0.06442148262398739,1.2142652139502992,0.1406598394680199,0.21276666837543068,-0.10580842963019998,10.0,-6.126233417181224,-0.8700932062426656,-0.06392226848163463,0.15035740814625176,0.5008580271541723
0.088,0.029534044303665397,0.6022230873195542,0.31767561511348563,0.18251616975348178,0.08,-0.3735500629571674,-0.25626423018033423,-0.06685558567620467,1.2585697401882074,0.14612314006843785,0.22122670850030982,-0.11003541906455129,10.0,-6.08562656785138,-0.867057658222101,-0.10019762379401065,0.1500402056213015,0.4998006854043382
0.09,0.030467410458482124,0.6021413211294758,0.3174790855703967,0.18253870579667317,0.08,-0.3862681355252068,-0.2644965707244151,-0.06930489970225771,1.3009697057461374,0.15184897268975941,0.2288169580327276,-0.11366547784017463,10.0,-6.11763863183828,-0.755769568178303,-0.004614559159732079,0.14967757808977655,0.49859192696592114
0.092,0.031121229712796288,0.6020624702748285,0.3172777649538008,0.1825585076931453,0.08,-0.3995498631633435,-0.27344895733770763,-0.07176532874489959,1.3457342940036578,0.15744570925823115,0.2372635221047606,-0.11785578830585343,10.0,-6.059753764099154,-0.8507183167251935,-0.16845590520855885,0.14934154761941154,0.4974718253980379
0.094,0.03156039812086244,0.6019734041021619,0.31706258422095934,0.18258331569341707,0.08,-0.41238436455844113,-0.28174858570257505,-0.07423998881202301,1.3887250882326487,0.16332984468003833,0.24475845948734237,-0.12139381287885255,10.0,-6.089790718127719,-0.6938250947515894,0.02200770892961612,0.148978757347487,0.4962625244916232
0.096,0.03234091259725893,0.6018903673648507,0.31684771477966617,0.1826047512990831,0.08,-0.42490969042405957,-0.2895229439511594,-0.07672184227318414,1.4303751544991037,0.16940561957867156,0.2515318053560457,-0.1244384936066749,9.789822771487756,-6.050581187577335,-0.7183588845498261,-0.13986871247550375,0.1485893522862931,0.49496450762097677
0.098,0.03339604174342564,0.6017998435779021,0.3166175724040834,0.1826282918957984,0.08,-0.438053571017089,-0.298165564865369,-0.07921410286172682,1.4747833508303865,0.17534719710433888,0.259278271100025,-0.12811961985958034,10.0,-6.024428112510311,-0.7829979956410933,-0.10685392213046774,0.1481782618161125,0.4935942060537082
0.1,0.03416718909514175,0.6017041180737771,0.3163749026273334,0.1826531712430679,0.08,-0.45169902415503593,-0.3075029587389644,-0.08171381006699122,1.5213952729260665,0.18117210241981394,0.26787606768897926,-0.13235728199673505,10.0,-5.986140721183338,-0.7778803582243303,-0.10456115105375452,0.1477789762308186,0.49226325410272853
0.10200000000000001,0.03471977123507268,0.6016041509643641,0.31612357310929506,0.18268012419647753,0.08,-0.46487278293971934,-0.3161490062615348,-0.0842191525439775,1.5661633645620971,0.1872777319513433,0.27540839356505936,-0.13587089028567922,10.0,-6.010728457329075,-0.6833743540823007,-0.03031646378731334,0.14736376411139562,0.4908792137046518
0.10400000000000001,0.03560940010156977,0.6015063453749255,0.3158686610344237,0.18270562710672444,0.08,-0.4776934666943114,-0.32425045677034897,-0.08672673375742794,1.6095517915846709,0.19360298804914336,0.28205845123073087,-0.13878527533843193,10.0,-5.982799258143597,-0.6668020840941009,-0.1129206642507175,0.1469148787019412,0.48938292900646996
0.106,0.03676993660524137,0.6014038541402098,0.3156007147475429,0.18273184398544173,0.08,-0.4911032794294248,-0.3331887431937879,-0.08923748288726027,1.6555253839619346,0.19975539027528078,0.28979243804673277,-0.14241261204009337,10.0,-5.952605255507711,-0.7569840417530658,-0.1352654293973754,0.14644927751447812,0.48783092504826
0.108,0.037645714232194497,0.6012943231643895,0.3153182106000988,0.18276028967680516,0.08,-0.5049765906709096,-0.34280036276596865,-0.09175027199900083,1.7035688723094224,0.20577823960411745,0.29843115889919175,-0.1466329866656005,10.0,-5.919622848768864,-0.7301959157763334,-0.09635699112761131,0.14599196457809116,0.4863065485936371
0.11,0.038302243842469386,0.601181814139201,0.3150278712988391,0.18279016568718207,0.08,-0.5183514992575196,-0.3517006142418092,-0.09426221327183043,1.7497514771246636,0.21209268008112064,0.3058612437962734,-0.15003655412556446,10.0,-5.944088537286332,-0.6513811137506287,-0.04718603952322303,0.14552093318321724,0.48473644394405735
0.112,0.03929340336939528,0.6010705943895855,0.3147328122215207,0.18281900697890022,0.08,-0.5313427488534161,-0.36004066882726715,-0.09677073939946078,1.7945346987852209,0.21864071607155944,0.31227620096522585,-0.15275446239950485,10.0,-5.919611505123165,-0.627949439690348,-0.1118094946985464,0.1450146379760784,0.4830487932535945
0.114,0.0405533770625476,0.6009553214761282,0.314424976909073,0.1828482323306818,0.08,-0.5448934936156773,-0.36919563000554045,-0.09927633628434869,1.841758161051703,0.2249869907808553,0.3198775516161456,-0.15625521047237084,10.0,-5.889820715965029,-0.7244025074520883,-0.14627447770610968,0.14449270414253612,0.4813090138084535
0.116,0.04152899104442736,0.6008326149953825,0.31410191513820024,0.1828798575283852,0.08,-0.5588767398399381,-0.379004777467801,-0.1017783908336926,1.8909293296402425,0.23118558423615998,0.3284535016216569,-0.1603965523766227,10.0,-5.859401743484417,-0.6931170054399809,-0.09933486623758697,0.14397824103865875,0.4795941367955292
0.11800000000000001,0.04228563805667852,0.6007072073627726,0.3137709774768104,0.18291275809266885,0.08,-0.572336312760118,-0.3880882638750769,-0.10427381193361335,1.938240793239063,0.23768917966814865,0.3356728646238867,-0.16362494205626218,10.0,-5.884933059670717,-0.619151323667898,-0.05527773791287671,0.14345057160244012,0.4778352386747997
0.12,0.0433749211508959,0.6005829264141485,0.3134348832294218,0.182944694175457,0.08,-0.5853862551055302,-0.39659810359393,-0.10676023060643741,1.984141864552167,0.24443559012830743,0.3417526169016865,-0.16608720086546977,10.0,-5.862270247913941,-0.5960522547035674,-0.11548485275516596,0.14288744235181627,0.47595814117272095
0.122,0.044731247604566586,0.6004547943339797,0.3130859259619829,0.18297690277295414,0.08,-0.5989671465158417,-0.4059035960148507,-0.10923811363764115,2.032348112515221,0.2509547600659038,0.34912173388396966,-0.16940201840633423,10.0,-5.834130093382575,-0.6945539693833731,-0.15257027411930385,0.1423090740340025,0.47403024678000794
0.124,0.04580395692529398,0.6003191958000549,0.3127214603807803,0.18301151108148797,0.08,-0.6129521696319435,-0.415845128735214,-0.11170707617712802,2.0823856144108865,0.2573080020484432,0.35754060128531606,-0.17340827694067182,10.0,-5.805830770115785,-0.6625096326402204,-0.10390235530193759,0.1417381168571359,0.4721270561904527
0.126,0.046658226411256574,0.6001809962154919,0.31234897275848605,0.1830473356874973,0.08,-0.6263899492883169,-0.42504891241775367,-0.1141640215976027,2.130571856491477,0.2639783716282122,0.3644556852401395,-0.17640610358643846,10.0,-5.832697793457387,-0.5908044952825644,-0.06061579415770563,0.14115425375905044,0.47018084586350106
0.128,0.047843068788116325,0.6000439561220497,0.3119711285624834,0.18308217884723293,0.08,-0.6393944158919554,-0.4336668760536243,-0.1166066351945332,2.177341035792704,0.27089790160744276,0.37011075107612496,-0.17856035366825176,10.0,-5.811529323862031,-0.5694726293468659,-0.1194144549967841,0.1405351985608556,0.46811732853618526
0.13,0.04929309165432217,0.5999032110403689,0.31158034052185263,0.18311721951814033,0.08,-0.6529023590397829,-0.443062001088973,-0.11903546636096984,2.226284849134154,0.2775670225086413,0.37715930699949607,-0.18163726737084054,10.0,-5.7854320591701764,-0.6690837243675343,-0.1570468512594539,0.13990130494273223,0.4660043498091069
0.132,0.05046031532112235,0.599755083043511,0.3111739270786976,0.18315461110725403,0.08,-0.6667874877283384,-0.4530754322774907,-0.12145030157871048,2.2769470490790313,0.28405326511176526,0.3853345622107985,-0.18545735701150334,10.0,-5.759214249794474,-0.6370847735606304,-0.10804176255510078,0.13927507046947118,0.46391690156490384
0.134,0.051409651893955154,0.5996044493280136,0.31075940070426994,0.18319317111346609,0.08,-0.680103394556372,-0.46234024241314825,-0.12384808216056781,2.3257698209458866,0.2908661200429,0.3918614365927321,-0.18817558438265322,10.0,-5.7874703970272705,-0.5669767098517904,-0.06459409748233724,0.1386363245846085,0.461787748615361
0.136,0.052687264633892346,0.5994550850197838,0.31033944720033746,0.18323070445362227,0.08,-0.6929639630682072,-0.471007983376438,-0.12622651161453302,2.373171179541769,0.2979316622139102,0.39701147272426984,-0.18997554388240714,10.0,-5.767741123603535,-0.5476388378395913,-0.1226598030651459,0.13796289569261178,0.459542985642039
0.138,0.05422797105203521,0.5993021844305724,0.30990654668774853,0.1832683583813289,0.08,-0.7063015190202763,-0.48043461188568304,-0.1285862494942964,2.4226196070679094,0.3047259190553889,0.4036595011694009,-0.19276816159262158,10.0,-5.743832857059738,-0.6481303699156216,-0.1603954271511981,0.1372751628761748,0.4572505429205824
0.14,0.0554866940774103,0.5991420424170395,0.3094580156474199,0.1833082942086658,0.08,-0.7199904130291722,-0.49046200718341704,-0.13092724727536897,2.4736763671083066,0.3113221018984619,0.41151152640148403,-0.1963555951490274,10.0,-5.719705988769245,-0.6163465191727562,-0.11136262443165634,0.136595531676293,0.45498510558764327
0.14200000000000002,0.05702391024246964,0.5989795201301905,0.30900136725314425,0.18334934506590966,0.08,-0.7330896324180192,-0.4997308518828649,-0.13324649193087967,2.5229071755514707,0.3182509420245877,0.41757436117910945,-0.19875069259962944,10.0,-5.749345143677815,-0.5476246480823572,-0.06756479355298112,0.13587509103218864,0.4525836367739622
0.14400000000000002,0.058291042902984126,0.5988180705162796,0.30853626965293773,0.18338845593518832,0.08,-0.7465725360487911,-0.5096187278493215,-0.13554148837640903,2.5737423664329375,0.3249148224544273,0.4250223051242226,-0.20206584078419917,10.0,-5.70630479935831,-0.6315450372634799,-0.191230806862712,0.13517720428421476,0.45025734761404923
0.146,0.05935050763240407,0.598647661353177,0.30805681538119184,0.18343177518321296,0.08,-0.7594623620425005,-0.5187836243294626,-0.13781562979516448,2.622882884560044,0.331939830007998,0.43061774692219185,-0.2041439055175403,10.0,-5.739829148059588,-0.5009153767699113,-0.02393545029400601,0.13445556613097076,0.4478518871032353
0.148,0.060740947964549825,0.5984826767483847,0.3075754264483178,0.1834720140565674,0.08,-0.7718911446744605,-0.5273525417187548,-0.14006184530610916,2.670630875573227,0.3391858287986281,0.4347465786264489,-0.20525182333685063,10.0,-5.709947870906233,-0.5307181030025974,-0.16270938432595983,0.133707171374857,0.4453572379161894
0.15,0.06239627415183715,0.5983114500330585,0.3070784193086114,0.18351367249429676,0.08,-0.7847637905476899,-0.536675337424941,-0.1422840256738694,2.720303242368325,0.34614454977066433,0.44054151635302413,-0.20746215864858195,10.0,-5.696357924252205,-0.6105366108966235,-0.14206127861538292,0.13294014671437426,0.44280048904791425
0.152,0.06377471947459804,0.5981351325925671,0.30656758955282565,0.18355656573165618,0.08,-0.7979639660311213,-0.5465831041112734,-0.14448013711115715,2.771443313351128,0.35287003460987826,0.44769890658972705,-0.21057371759757756,10.0,-5.6722023267460235,-0.6032654022448609,-0.1304750299790685,0.13218549846796557,0.4402849948932186
0.154,0.06493962270065323,0.5979553203878556,0.30604753442870963,0.18360113187284305,0.08,-0.8105507893781508,-0.5557309839668725,-0.1466486912054888,2.8208142328319954,0.3599333718690889,0.4528761503737396,-0.21237076165367805,10.0,-5.704763606424611,-0.521342170869614,-0.05998346404312255,0.13141758397026626,0.43772527990088683
0.156,0.0664280655730831,0.5977781331056287,0.3055230919490275,0.18364407255228124,0.08,-0.8226410957327169,-0.5642632243056456,-0.14878634401537205,2.8687691904314065,0.3672348203188447,0.45642845819992905,-0.21309482851274664,10.0,-5.6863218759214735,-0.5156941769089634,-0.13444483446028166,0.13061861812249465,0.4350620604083151
0.158,0.06817503944980505,0.597597376631591,0.3049855216216195,0.18368719955595278,0.08,-0.835148826305371,-0.5735158029641172,-0.15089476450957787,2.9184814775137644,0.3742252442449151,0.4617448196803219,-0.21498767123521212,10.0,-5.67016092555341,-0.6130913900511206,-0.15979264778975377,0.1298062865098326,0.432354288366108
0.16,0.06964337060733855,0.597410332776867,0.30443309742073676,0.18373218354697554,0.08,-0.8479516750819763,-0.5833297121256986,-0.1529738519543374,2.9695449698016883,0.3809839684599061,0.46846919571216755,-0.21781049309447606,10.0,-5.650865533988066,-0.5866479940189717,-0.11902307200473278,0.12900460958887838,0.429682031962928
0.162,0.07138428843498126,0.5972210960669894,0.303872684529475,0.18377824965535022,0.08,-0.8601223096713759,-0.5923677862357805,-0.15502103585648908,3.0188278465616545,0.3880716205078021,0.4730819476873905,-0.21923680898354456,10.0,-5.684225706858729,-0.5173402190460583,-0.06881802616662452,0.1281638168258996,0.42687938941966497
0.164,0.07285778931318918,0.5970337420685449,0.3033044756453214,0.18382206345984048,0.08,-0.8726194714515878,-0.6019836969596679,-0.15703352852677147,3.069438112630505,0.39486007149223856,0.4792929394408322,-0.22172532523295438,10.0,-5.646283482912987,-0.6042029040710382,-0.1962326235482213,0.12734777079492354,0.4241592359830779
0.166,0.07412519911423716,0.596837784979674,0.3027222989505864,0.18386994785115504,0.08,-0.8844820081277116,-0.6108584153218919,-0.1590156925456258,3.118396400664233,0.40200166953401845,0.48334611795473437,-0.22278336522923858,10.0,-5.683331920950182,-0.47565820098922384,-0.02581301087127763,0.1265100030166928,0.4213666767223092
0.168,0.0757158682794211,0.5966479369246802,0.3021388157027632,0.1839145336221284,0.08,-0.8958415264324004,-0.6191165758649007,-0.16095982757833452,3.165946769811556,0.4093393154079881,0.4856954667702752,-0.22272615949351035,10.0,-5.657083279449118,-0.510508902118352,-0.16455279645778415,0.12564809993539328,0.4184936664513108
0.17,0.07756436412943146,0.5964525043625337,0.30154039050052583,0.18396028850473684,0.08,-0.9075869856495765,-0.6280845929392775,-0.16287054932941353,3.2151258022318703,0.41636031296529225,0.48996949780336135,-0.22394073734583994,10.0,-5.649495094542569,-0.5916534269886013,-0.14332504804748447,0.1247700144210726,0.415566714736908
0.17200000000000001,0.07913824867684811,0.5962526593368486,0.30092886724149553,0.18400702358830365,0.08,-0.9196042011549471,-0.63759578518507,-0.1647460115676048,3.265513299726728,0.423125468821218,0.4957976084075638,-0.22618223925164718,10.0,-5.630474241710514,-0.5848672701647404,-0.13229436292890911,0.12390654573499438,0.4126884857833142
0.17400000000000002,0.08098199151774234,0.5960498763861006,0.30030880238067204,0.1840552432382222,0.08,-0.9309699070771698,-0.646330011055772,-0.16658500313272084,3.314164621507924,0.4302057392071248,0.4993485876350148,-0.2269244505247848,10.0,-5.666471999141542,-0.5057829777868397,-0.06079829053111796,0.1230036918560482,0.4096789728534933
0.176,0.08256111030282072,0.5958501224349766,0.2996820682059827,0.1841007276152363,0.08,-0.9426348574111997,-0.6556209464889466,-0.1683837279136385,3.3639875246972153,0.4369685666238628,0.5046348083476856,-0.22881991115313513,10.0,-5.630655182141962,-0.6017881745947402,-0.20184180069492913,0.12212822680623825,0.40676075602079376
0.178,0.08393594823892031,0.5956416390304411,0.2990414558054953,0.18415038171505504,0.08,-0.9536461073531741,-0.6641659892841155,-0.17014770325938233,3.412190819673971,0.444065413042021,0.5076074451902619,-0.2291886676161239,10.0,-5.6700595955166655,-0.46983867785533184,-0.021704788671476072,0.12123187410340663,0.40377291367802215
0.18,0.08562924777114234,0.5954400216983796,0.2984003797718498,0.1841964665043071,0.08,-0.9641358172295401,-0.6720863782545188,-0.17186842057828416,3.4589758142856533,0.4513275734862532,0.5087627378088357,-0.22837670142983912,10.0,-5.645363513964064,-0.5101010058712889,-0.16579855658420212,0.12031376019849271,0.40071253399497575
0.182,0.08757593420431158,0.5952331051701497,0.29774482682776876,0.1842436453442975,0.08,-0.9749804728902153,-0.6806926502417344,-0.17355121186938352,3.5072252277461664,0.45826565891205134,0.5119914038320703,-0.22893231526317737,10.0,-5.642047993469394,-0.5903789093233069,-0.14057091255220316,0.1193809242646231,0.3976030808820763
0.184,0.08924983896297897,0.595022381447885,0.29707694661015627,0.1842915809715137,0.08,-0.9860678104978563,-0.6898188485054493,-0.1751941731955883,3.5565361984596673,0.46494031116047607,0.5168862666411222,-0.23058752426468282,10.0,-5.625916314758241,-0.5852447457638605,-0.13228686371403936,0.1184645576280452,0.39454852542681706
0.186,0.09118850524613795,0.5948090372558761,0.29640108414669064,0.18434091993615417,0.08,-0.9964860211555626,-0.6981616844907759,-0.17679637695743594,3.604127957986507,0.471899951688411,0.5193528544097005,-0.23065284720895599,10.0,-5.664025077085064,-0.5066105689679421,-0.05864684023187039,0.11751054640427139,0.39136848801423785
0.188,0.09286409085034865,0.5945992840705272,0.29571928216808474,0.184387346768855,0.08,-1.0071742302664037,-0.7070372323247504,-0.17835378575610455,3.6527351915588704,0.47853603058607835,0.5236686554743203,-0.23194599572821756,10.0,-5.631221460713679,-0.6033283048774514,-0.20079682288878625,0.11658561229308728,0.388285374310291
