episode,seed,zero_rms_ee,sac_rms_ee,delta_rms_ee,zero_final_ee,sac_final_ee,delta_final_ee,zero_rms_hf,sac_rms_hf,delta_rms_hf,zero_smooth,sac_smooth,delta_smooth,zero_saturation,sac_saturation,zero_limit,sac_limit,zero_ncon,sac_ncon
0,10000,0.0064158581838063755,0.003336361708661043,-0.0030794964751453325,0.0011520765242296865,0.00046309105349951325,-0.0006889854707301732,0.0006158202286378567,0.00054317318229961,-7.264704633824673e-05,0.01453529765958169,0.010042809513384345,-0.004492488146197345,0.0,0.0,0.0,0.0,0.0,0.0
