seed,F_res_x,F_res_y,F_res_z,actuator_limit_violation,ee_act_x,ee_act_y,ee_act_z,ee_des_x,ee_des_y,ee_des_z,ee_err_norm,ee_err_x,ee_err_y,ee_err_z,hys_z_q2,hys_z_q3,hys_z_q4,joint_limit_violation,mode,ncon,q_des_1,q_des_2,q_des_3,q_des_4,q_err_norm,q_jnt_1,q_jnt_2,q_jnt_3,q_jnt_4,qdot_des_1,qdot_des_2,qdot_des_3,qdot_des_4,qdot_jnt_1,qdot_jnt_2,qdot_jnt_3,qdot_jnt_4,reward_step,sac_action_x,sac_action_y,sac_action_z,saturation_flag,tau_act_ideal_1,tau_act_ideal_2,tau_act_ideal_3,tau_act_ideal_4,tau_act_out_1,tau_act_out_2,tau_act_out_3,tau_act_out_4,tau_hys_q2,tau_hys_q3,tau_hys_q4,tau_loss_q2,tau_loss_q3,tau_loss_q4,tau_res_norm,tau_residual_1,tau_residual_2,tau_residual_3,tau_residual_4,tau_total_1,tau_total_2,tau_total_3,tau_total_4,tau_total_norm,tau_trans_err_q2,tau_trans_err_q3,tau_trans_err_q4,tau_vsd_1,tau_vsd_2,tau_vsd_3,tau_vsd_4,tau_vsd_norm,time
10000,0.0,0.0,0.0,0,0.2499067620348826,-0.19990741430257677,-0.10041104535840381,0.25000022419949214,-0.2000002089585883,-0.10000029799319837,0.0004313460587753272,9.346216460953682e-05,-9.279465601153003e-05,0.0004107473652054383,-0.3569588910945416,-0.10880646221032743,0.001398366735056335,0,zero,0,0.674745248144471,1.2749748210457639,1.4161908084926023,-0.4505546246224499,0.0017137514379974858,0.6747012832557734,1.2764755804080399,1.4154945432228347,-0.4501097121698744,0.0001691451248722581,4.051097049428943e-05,-3.731122006412965e-05,2.7599376143558434e-05,0.000395908174821531,0.23584469592951396,-0.09586410160787531,0.059038886844730486,-0.0022556339390575886,0.0,0.0,0.0,0,0.001937859402758037,-1.0471360525969733,-0.41787250569010187,0.011124880438366014,0.001937859402758037,-0.31614722593790423,-0.11269525822571448,-0.00905232678384621,-0.0017149574779304448,-0.00018252592199069105,2.1664917765039826e-06,0.008236896114926557,-0.00600013925313122,0.00905232678384621,0.0,0.0,0.0,0.0,0.0,0.0036337134872642734,-6.9809070173131555,-1.3929083523003396,0.03708293479455338,7.1186125621645395,-0.7309888266590691,-0.3051772474643874,0.020177207222212223,0.0036337134872642734,-6.9809070173131555,-1.3929083523003396,0.03708293479455338,7.1186125621645395,0.01
10000,0.0,0.0,0.0,0,0.24957380882942323,-0.19964284238483973,-0.10129145961874997,0.24999955556479916,-0.20000128432795145,-0.10000051239718719,0.0014058042673593053,0.00042574673537593144,-0.00035844194311171473,0.0012909472215627826,-0.6708653584901885,-0.1592779012456681,-0.00829993060668359,0,zero,0,0.6747491756454739,1.2749757616988118,1.4161899421368365,-0.45055398377289796,0.005088778228227256,0.674705635841902,1.2795753644904926,1.4143793539666238,-0.4493460132524659,0.0006711570303797269,0.00016074493826104592,-0.00014804853333489653,0.0001095125582060559,0.00041193352430568563,0.33986111421071574,-0.10665563500530184,0.08464222618703114,-0.00806895550340414,0.0,0.0,0.0,0,0.0007140439966637632,-1.4183799579776408,-0.17443940413443504,-0.0825099486629763,0.0007140439966637632,-0.761703109497669,-0.17451789553547042,-0.017250492674125706,-0.0032230757992872706,-0.0002671931904321064,-1.2859095510598862e-05,0.010294814307317556,-0.0062217573927329595,0.00964042561392027,0.0,0.0,0.0,0.0,0.0,0.0013389161760055564,-9.455866386517606,-0.5814646804481168,-0.275033162209921,9.477718888387324,-0.6566768484799719,7.849140103538543e-05,-0.06525945598885059,0.0013389161760055564,-9.455866386517606,-0.5814646804481168,-0.275033162209921,9.477718888387324,0.02
10000,0.0,0.0,0.0,0,0.2490216322589299,-0.19920263514609837,-0.10229270762556888,0.24999775465697027,-0.2000041806899613,-0.10000108986762016,0.0026166394752408168,0.0009761223980403744,-0.0008015455438629138,0.0022916177579487274,-0.8102168084791892,-0.14996208332109973,-0.02968802675663302,0,zero,0,0.6747597538800797,1.274978295230596,1.4161876087155238,-0.45055225772447627,0.008484523658264817,0.6747093484056205,1.2828749868779885,1.4138477864403995,-0.4485145890216121,0.0014979496187155748,0.00035876524878590565,-0.0003304282515448521,0.00024442013922809647,0.0002972434783192484,0.30688294082162704,-0.003015783869123604,0.07696457174363304,-0.016650572419166565,0.0,0.0,0.0,0,0.003363844702791368,-1.6108754976506074,-0.12529641121846646,-0.13045393286971574,0.003363844702791368,-1.1410327924950054,-0.16636882453214757,-0.04340566135108974,-0.0038925697303287365,-0.00025156564201965693,-4.5995706431249214e-05,0.01019115788688238,-0.0056713981484791684,0.009638788885049921,0.0,0.0,0.0,0.0,0.0,0.006307603042923998,-10.739169984337384,-0.4176547040615549,-0.4348464428990525,10.756083795651458,-0.469842705155602,0.04107241331368111,-0.087048271518626,0.006307603042923998,-10.739169984337384,-0.4176547040615549,-0.4348464428990525,10.756083795651458,0.03
10000,0.0,0.0,0.0,0,0.24819757668783868,-0.19854507854456316,-0.10314265522010377,0.24999427529614904,-0.20000977626869704,-0.10000220551146763,0.0039033177791028186,0.0017966986083103598,-0.0014646977241338788,0.0031404497086361394,-0.8612832054311361,-0.18742877542894398,-0.051562239445870454,0,zero,0,0.6747801904974382,1.2749831898866104,1.4161831006628787,-0.4505489230857156,0.010655559033439238,0.6747134187107487,1.2852513637521648,1.4147989641162313,-0.44806190653358074,0.0026415022665491382,0.0006326509289675764,-0.0005826811292465269,0.0004310133957074453,0.0004759436194542805,0.18388907940039637,0.1627894999129746,0.015451221350459062,-0.027361616492271423,0.0,0.0,0.0,0,0.00865802970385247,-1.6009011238862616,-0.3628045636283316,-0.12900184024200131,0.00865802970385247,-1.3754915160722851,-0.22672081817460502,-0.06966662265941363,-0.004137910864864341,-0.00031441707916781303,-7.988545846888102e-05,0.008506547535585865,0.006314823487869363,0.008707373773309952,0.0,0.0,0.0,0.0,0.0,0.01623482037099657,-10.672674159241744,-1.209348545427772,-0.4300061341400044,10.749589129751204,-0.22540960781397645,-0.13608374545372656,-0.05933521758258768,0.01623482037099657,-10.672674159241744,-1.209348545427772,-0.4300061341400044,10.749589129751204,0.04
10000,0.0,0.0,0.0,0,0.24713255353639368,-0.1976969955784974,-0.10369084605231729,0.24998858474903668,-0.20001892734346802,-0.10000403007509193,0.005209692261419555,0.0028560312126429954,-0.002321931764970614,0.003686815977225366,-0.873608310431144,-0.3129955310952925,-0.05810288977668138,0,zero,0,0.674813613267838,1.274991194781026,1.4161757280333542,-0.45054346949896446,0.011471428795683752,0.674723026395045,1.2862232245477847,1.4172939674350746,-0.44849981576312625,0.004093859825025924,0.000980496687117838,-0.0009030523638124315,0.0006679942875990287,0.0013280474675276955,0.04165812456644677,0.29600114214881446,-0.08791714693468652,-0.03988209366798401,0.0,0.0,0.0,0,0.014426348833093882,-1.4446044667256006,-0.7768267397067324,-0.04214665565219471,0.014426348833093882,-1.448718235115819,-0.40853942307110425,-0.05990879342677509,-0.004197125053145879,-0.0005250588681185129,-9.001889828795612e-05,0.006301092694100055,0.007310880729020964,-0.009288029915457106,0.0,0.0,0.0,0.0,0.0,0.027051094755473248,-9.630696444837337,-2.589422465689108,-0.14048885217398238,9.973760153409076,0.004113768390218375,-0.3682873166356282,0.017762137774580376,0.027051094755473248,-9.630696444837337,-2.589422465689108,-0.14048885217398238,9.973760153409076,0.05
10000,0.0,0.0,0.0,0,0.24599280412918562,-0.19679452188105964,-0.10391669549809748,0.24998016351044947,-0.20003246837642905,-0.10000672997999649,0.006455320495139387,0.00398735938126385,-0.0032379464953694037,0.003909965518100994,-0.8100078933989387,-0.4632655297533585,-0.03431211167410816,0,zero,0,0.6748630707374513,1.2750030400535028,1.4161648183572169,-0.4505353995335546,0.011805963847278262,0.6747460607907253,1.2860104044523286,1.42041951089926,-0.45021506939174294,0.005847132619767606,0.0014004129129615418,-0.0012898015954350547,0.0009540754583149339,0.00303151942654297,-0.05340098603503844,0.30247677371527654,-0.22963353992757077,-0.05339094623923302,0.0,0.0,0.0,0,0.01856796506061917,-1.2412806978996882,-1.1396724066480586,0.11803795968772746,0.01856796506061917,-1.3845501394302648,-0.6840878993170505,-0.0286767081634951,-0.0038915660279751426,-0.0007771410468367549,-5.3159808448566146e-05,-0.005870593033414982,0.0075589834623023995,-0.011898430353273344,0.0,0.0,0.0,0.0,0.0,0.034817110558070824,-8.275204652664588,-3.7989080221601954,0.3934598656257582,9.11409551745869,0.14326944153057664,-0.4555845073310081,0.14671466785122256,0.034817110558070824,-8.275204652664588,-3.7989080221601954,0.3934598656257582,9.11409551745869,0.060000000000000005
10000,0.0,0.0,0.0,0,0.24504184596356268,-0.1960514662019857,-0.10389814264241998,0.2499685050602599,-0.20005121212827398,-0.1000104673585806,0.007442039803877999,0.004926659096697206,-0.003999745926288267,0.0038876752838393758,-0.6714814306895867,-0.5601756874595895,0.03011551596344695,0,zero,0,0.6749315328830795,1.2750194370260057,1.4161497164961168,-0.45052422857896623,0.012495711250689686,0.6747901380821066,1.2852926824862492,1.4227294603151,-0.4532242667566613,0.007893496450872029,0.0018905256776366116,-0.001741202907126866,0.00128798023472441,0.005386180809074574,-0.07428043327275032,0.1671916002811364,-0.33737117983141096,-0.06521446257829666,0.0,0.0,0.0,0,0.019895986451469637,-1.0932705127752596,-1.2094467028283538,0.3509885662002917,0.019895986451469637,-1.2716588078981907,-0.9213010017267952,0.0468253541731813,-0.003226035629261146,-0.0009397105810929119,4.665801613004885e-05,-0.006414274134199214,0.0068184584176030376,-0.014239263770960645,0.0,0.0,0.0,0.0,0.0,0.03730730630314952,-7.288470085168397,-4.031489009427846,1.1699618873343056,8.410998898374116,0.1783882951229312,-0.28814570110155857,0.3041632120271104,0.03730730630314952,-7.288470085168397,-4.031489009427846,1.1699618873343056,8.410998898374116,0.07
10000,0.0,0.0,0.0,0,0.2445670303838803,-0.19569931117832223,-0.103753258251847,0.24995311559825825,-0.2000759497631945,-0.10001540008989313,0.007882668512503792,0.005386085214377945,-0.004376638584872278,0.0037378581619538775,-0.5429776686776803,-0.5821231714421996,0.12364900705806917,0,zero,0,0.675021891766897,1.2750410783596178,1.4161297844986596,-0.45050948473799374,0.013403857341058152,0.6748592629433158,1.2847267068348511,1.4232135691570575,-0.4564798732880274,0.010225192592913197,0.0024489767336940407,-0.0022555448247203124,0.001668442627153865,0.007935277717612701,-0.04008565635689611,-0.03141901515096839,-0.28821206611712413,-0.07084090262651443,0.0,0.0,0.0,0,0.019280410713965013,-1.0504595937719203,-0.925489858611062,0.5486083660283251,0.019280410713965013,-1.1689789505490957,-0.9850127272095528,0.16615271578779495,-0.0026086578496272855,-0.0009765281070736584,0.0001915696006265464,-0.006011505088758524,0.005454007742779196,-0.01410048703827435,0.0,0.0,0.0,0.0,0.0,0.03615302965303772,-7.003063958479469,-3.0849661953702068,1.8286945534277503,7.867995427325849,0.1185193567771754,0.059522868598490764,0.38245565024053013,0.03615302965303772,-7.003063958479469,-3.0849661953702068,1.8286945534277503,7.867995427325849,0.08
10000,0.0,0.0,0.0,0,0.24476879963956835,-0.1958983640935627,-0.10359075708402152,0.24993351375938053,-0.2001074509442334,-0.10002168183538782,0.007558371662354662,0.005164714119812175,-0.004209086850670701,0.003569075248633702,-0.47710053996235924,-0.40396536002257377,0.2034874917229978,0,zero,0,0.6751369621911961,1.275068638211355,1.4161044014559785,-0.45049070871991087,0.013376192566654444,0.6749528913355424,1.2845897792190162,1.4219826992482794,-0.45781751801711407,0.012834527794941297,0.0030739235150978976,-0.0028311303168678218,0.002094207329386871,0.010261555573398931,0.001891690242473573,-0.1697487196932653,0.0007695170881089897,-0.06671419739723206,0.0,0.0,0.0,0,0.01913609318499941,-1.093113731104095,-0.45853905619405266,0.5141514123101336,0.01913609318499941,-1.1172494624036176,-0.8254390833805529,0.2736651326126112,-0.00229216069173746,-0.0006776633326051033,0.0003152634901755844,-0.005319007918131047,-0.006467029887076314,-0.009515156109132844,0.0,0.0,0.0,0.0,0.0,0.035882417372959705,-7.2874248740273,-1.5284635206468422,1.7138380410337788,7.640765040708357,0.02413573129952251,0.3669000271865003,0.2404862796975224,0.035882417372959705,-7.2874248740273,-1.5284635206468422,1.7138380410337788,7.640765040708357,0.09
10000,0.0,0.0,0.0,0,0.24563842061743293,-0.1966409128268193,-0.1034551121803875,0.24990923031164866,-0.2001464639201012,-0.1000294620746778,0.006501060110363973,0.004270809694215727,-0.003505551093281878,0.0034256501057096933,-0.47249908536990787,-0.11191872666285946,0.21620562863686546,0,zero,0,0.6752794823531326,1.2751027723909798,1.4160729633573068,-0.4504674537336362,0.011491216413611994,0.6750683982993276,1.2846896592212187,1.4200975723315787,-0.45535597311020587,0.015713874280482674,0.00376353913722532,-0.0034662767950418014,0.0025640297186641592,0.012336879123549527,0.009515180511107491,-0.18320767677076272,0.41592626291714674,-0.05390128865838051,0.0,0.0,0.0,0,0.02175506631422047,-1.1539186974214877,-0.1073714131473096,0.09757009989686975,0.02175506631422047,-1.1254830476696234,-0.557049210203698,0.26986814345465593,-0.0022700536672045093,-0.00018774683375583198,0.0003349677196495757,0.0054325828436538465,-0.006734430845397961,0.014374039021142405,0.0,0.0,0.0,0.0,0.0,0.0407932989203459,-7.692791316143251,-0.357904710491032,0.3252336663228992,7.708085044060381,-0.0284356497518643,0.44967779705638844,-0.17229804355778616,0.0407932989203459,-7.692791316143251,-0.357904710491032,0.3252336663228992,7.708085044060381,0.09999999999999999
