sample_index,t,task_mode,des_x,des_y,des_z,sol_x,sol_y,sol_z,residual_norm,ik_success,q_jnt_1,q_jnt_2,q_jnt_3,q_jnt_4,q_act_1,q_act_2,q_act_3,q_act_4,j_margin_min,j_margin_1,j_margin_2,j_margin_3,j_margin_4,a_margin_min,a_margin_1,a_margin_2,a_margin_3,a_margin_4,active_limit_name,active_limit_margin
43,0.86,xyz,-0.2155880448000001,-0.22064717311999996,-0.10688239103999998,-0.2154643385133106,-0.22077188360871539,-0.10691472176226255,0.00017860914580213085,True,2.3440292428375096,1.2934503292806045,1.428198310854782,-0.45625799578302284,4.395329538416481,8.62300219520403,4.760661036182607,-1.5208599859434095,0.14270168914521797,0.7975707571624904,0.2774496707193954,0.14270168914521797,1.1146420042169771,0.4753389638173928,1.4955704615835188,1.8489978047959692,0.4753389638173928,3.7151400140565904,jnt3,0.14270168914521797
44,0.88,xyz,-0.22668720640000017,-0.2139876761599999,-0.10466255871999997,-0.2265866424440699,-0.21408935844046315,-0.10468181233000765,0.0001443021028636893,True,2.384546997481609,1.287030877435939,1.4254525565358738,-0.4558081426036266,4.47130507684532,8.580205849572927,4.7515085217862465,-1.5193604753454222,0.1454474434641262,0.7570530025183908,0.28386912256406105,0.1454474434641262,1.1150918573963733,0.48449147821375327,1.4195949231546798,1.8917941504270726,0.48449147821375327,3.7166395246545774,jnt3,0.1454474434641262
45,0.9,xyz,-0.23552000000000012,-0.20868799999999993,-0.10289599999999999,-0.23544185635340065,-0.20876647640333693,-0.10290606766122726,0.00011120401605680029,True,2.4161746778277706,1.2822711498715549,1.4223298695252031,-0.4547897115690454,4.5306106840948255,8.548474332477033,4.741099565084011,-1.5159657052301514,0.14857013047479684,0.7254253221722293,0.2886288501284451,0.14857013047479684,1.1161102884309546,0.4949004349159889,1.3602893159051748,1.9235256675229664,0.4949004349159889,3.7200342947698486,jnt3,0.14857013047479684
46,0.92,xyz,-0.24206031360000002,-0.20476381184,-0.10158793728,-0.24200332666102184,-0.20482033122405877,-0.1015923263517812,8.038168908144051e-05,True,2.4392201376248948,1.2789638959644043,1.4194812851437277,-0.453654249551712,4.573823622023054,8.526425973096028,4.731604283812426,-1.5121808318390402,0.15141871485627223,0.7023798623751052,0.29193610403559567,0.15141871485627223,1.117245750448288,0.5043957161875738,1.3170763779769459,1.9455740269039712,0.5043957161875738,3.7238191681609596,jnt3,0.15141871485627223
47,0.9400000000000001,xyz,-0.24642027519999987,-0.2021478348800001,-0.10071594496000003,-0.2463825744637942,-0.20218471067258864,-0.10071738628680785,5.2756487870692244e-05,True,2.454409314510426,1.2768694136806094,1.417326838024192,-0.45271441106190324,4.602305108776347,8.512462757870729,4.724422793413973,-1.5090480368730108,0.15357316197580806,0.6871906854895737,0.2940305863193906,0.15357316197580806,1.1181855889380967,0.5115772065860265,1.288594891223653,1.9595372421292705,0.5115772065860265,3.726951963126989,jnt3,0.15357316197580806
48,0.96,xyz,-0.24886868480000035,-0.2006787891199998,-0.10022626303999993,-0.24884753487591657,-0.20069923021741715,-0.10022653104601006,2.941478505099198e-05,True,2.4628925018475942,1.2757346922414552,1.4160249909254774,-0.45212048631221646,4.61821207921919,8.50489794827637,4.720083303084925,-1.5070682877073882,0.15487500907452256,0.6787074981524057,0.29516530775854477,0.15487500907452256,1.1187795136877834,0.5159166969150748,1.2726879207808102,1.9671020517236304,0.5159166969150748,3.7289317122926118,jnt3,0.15487500907452256
49,0.98,xyz,-0.24984944640000006,-0.20009033215999997,-0.10003011072,-0.2498409156839695,-0.20009850946054863,-0.10003009364340251,1.1817006891244617e-05,True,2.4663015742131815,1.2752897532007312,1.415482470586519,-0.4518674449798727,4.624604489430305,8.501931688004875,4.718274901955064,-1.5062248165995757,0.15541752941348097,0.6752984257868184,0.2956102467992687,0.15541752941348097,1.1190325550201272,0.5177250980449362,1.2662955105696954,1.9700683119951243,0.5177250980449362,3.729775183400424,jnt3,0.15541752941348097
50,1.0,xyz,-0.25,-0.2,-0.1,-0.2499986337591644,-0.20000130471559022,-0.09999997853879586,1.889274298634672e-06,True,2.466846508710221,1.2752227508309144,1.4153958393280612,-0.4518262415322593,4.625626305475756,8.501485005539429,4.717986131093538,-1.5060874717741977,0.15550416067193873,0.674753491289779,0.29567724916908555,0.15550416067193873,1.1190737584677406,0.5180138689064622,1.265273694524244,1.9705149944605704,0.5180138689064622,3.7299125282258023,jnt3,0.15550416067193873
51,1.02,xyz,-0.2498494464,-0.20009033216000002,-0.10003011072000001,-0.24985070892059155,-0.20008912899524414,-0.10003010894494446,1.744008837330932e-06,True,2.466343573150331,1.2752911634249995,1.4154781079301653,-0.45186442788504777,4.624683242359518,8.501941089499997,4.718260359767218,-1.506214759616826,0.1554218920698347,0.675256426849669,0.2956088365750005,0.1554218920698347,1.119035572114952,0.5177396402327821,1.266216757640482,1.9700589105000024,0.5177396402327821,3.7297852403831735,jnt3,0.1554218920698347
52,1.04,xyz,-0.2488686848,-0.20067878912,-0.10022626304,-0.24887704332448207,-0.20067083704150993,-0.1002262446248671,1.1536932995692848e-05,True,2.463019576196899,1.2757374908261596,1.4160131073736673,-0.4521124708451801,4.6184503585165935,8.50491660550773,4.720043691245558,-1.5070415694839336,0.1548868926263327,0.6785804238031008,0.29516250917384035,0.1548868926263327,1.11878752915482,0.5159563087544417,1.2724496414834068,1.9670833944922688,0.5159563087544417,3.728958430516066,jnt3,0.1548868926263327
53,1.06,xyz,-0.24642027519999998,-0.20214783488000002,-0.10071594496000001,-0.24644135006585308,-0.20212782600121962,-0.10071566560836928,2.9061714300916974e-05,True,2.454664259896323,1.2768698152769908,1.4173079759595715,-0.4527022836563987,4.602783161253184,8.512465435179939,4.724359919865239,-1.5090076121879956,0.1535920240404285,0.6869357401036771,0.2940301847230091,0.1535920240404285,1.1181977163436012,0.5116400801347609,1.2881168387468165,1.9595345648200606,0.5116400801347609,3.726992387812004,jnt3,0.1535920240404285
54,1.08,xyz,-0.2420603136,-0.20476381184000003,-0.10158793728000001,-0.24209838750222865,-0.20472772970362413,-0.10158657247069011,5.247290063279018e-05,True,2.439636768969024,1.2789511598608,1.4194633766470524,-0.45364466686759997,4.574604854620334,8.526341065738668,4.731544588823508,-1.5121488895586666,0.1514366233529476,0.7019632310309758,0.29194884013919986,0.1514366233529476,1.1172553331324,0.5044554111764921,1.3162951453796659,1.9456589342613313,0.5044554111764921,3.723851110441333,jnt3,0.1514366233529476
