episode,seed,cable_seed,zero_rms_ee_error,sac_rms_ee_error,delta_rms_ee_error,zero_final_ee_error,sac_final_ee_error,delta_final_ee_error,zero_max_ee_error,sac_max_ee_error,delta_max_ee_error,zero_rms_roll_error,sac_rms_roll_error,delta_rms_roll_error,zero_rms_pitch_error,sac_rms_pitch_error,delta_rms_pitch_error,zero_rms_highfreq,sac_rms_highfreq,delta_rms_highfreq,zero_p2p_error_norm,sac_p2p_error_norm,delta_p2p_error_norm,zero_saturation_fraction,sac_saturation_fraction,delta_saturation_fraction,zero_limit_fraction,sac_limit_fraction,delta_limit_fraction,zero_ncon_max,sac_ncon_max,delta_ncon_max,zero_mean_residual_wrench_norm,sac_mean_residual_wrench_norm,delta_mean_residual_wrench_norm,zero_mean_tau_res_norm,sac_mean_tau_res_norm,delta_mean_tau_res_norm,zero_mean_reward,sac_mean_reward,delta_mean_reward,delta_smooth_score,zero_smooth_score,sac_smooth_score
10,10010,200010,0.0063307977333461884,0.0031526910380603726,-0.003178106695285816,0.0013589858718002382,0.00037026078055386375,-0.0009887250912463744,0.011755483880533112,0.007651432725515159,-0.004104051155017953,6.75309554238211e-06,6.7645142361932274e-06,1.141869381111743e-08,0.04132377862920395,0.04318111407734351,0.0018573354481395618,0.0005946973428462703,0.00041497705467254684,-0.00017972028817372346,0.011724415837378417,0.007640003801855537,-0.00408441203552288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129382816062157,0.6129382816062157,0.0,0.18619758873488798,0.18619758873488798,-0.19452796489046814,-0.1070178542487825,0.08751011064168564,-0.004887839651040289,0.014465068616519878,0.009577228965479589
11,10011,200011,0.006164532283571994,0.002953538955360266,-0.0032109933282117283,0.0014230722884908608,0.0004367023392855809,-0.0009863699492052799,0.011425582005294055,0.007260272667171233,-0.004165309338122822,6.749329236364165e-06,6.759320146977551e-06,9.990910613385861e-09,0.04111991953346949,0.042806712814155205,0.0016867932806857167,0.0005858235380307655,0.00039968644733527484,-0.00018613709069549068,0.011389164085935639,0.007249198312459677,-0.004139965773475962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6108289442791907,0.6108289442791907,0.0,0.1861700677960658,0.1861700677960658,-0.18947862179553174,-0.10195507663441652,0.08752354516111521,-0.004949744650300313,0.01427101604453595,0.009321271394235638
12,10012,200012,0.006119915911436497,0.002903155433932387,-0.0032167604775041095,0.0016200097195915684,0.0008470313106533678,-0.0007729784089382006,0.01108962991622778,0.006996231297888159,-0.004093398618339621,6.735565700343504e-06,6.7462230758150395e-06,1.0657375471535431e-08,0.040844372098370454,0.04273143806571069,0.001887065967340236,0.000587153738791403,0.0004049324536649839,-0.00018222128512641915,0.01105586164241885,0.006991750441867596,-0.004064111200551253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127026365701165,0.6127026365701165,0.0,0.18522704914181065,0.18522704914181065,-0.188216652877895,-0.10152997381584214,0.08668667906205285,-0.004704964106644201,0.014329785595314618,0.009624821488670417
13,10013,200013,0.006396165450725165,0.0032239450145250532,-0.003172220436200112,0.001362768738269813,0.00036911424851656375,-0.0009936544897532493,0.011903581185060026,0.007787290405629501,-0.004116290779430525,6.751041170593936e-06,6.762073707035098e-06,1.1032536441161706e-08,0.041752938414300264,0.04352872957188265,0.0017757911575823834,0.0005993633121165814,0.0004149656137133527,-0.00018439769840322869,0.011869964890916164,0.007774127136764694,-0.00409583775415147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122860069270687,0.6122860069270687,0.0,0.1854590443931638,0.1854590443931638,-0.19739486703477913,-0.10928405107100905,0.08811081596377007,-0.004899661106973385,0.014608577768783586,0.009708916661810202
14,10014,200014,0.006277723702361909,0.003110907294201013,-0.003166816408160896,0.0013731116034299132,0.00040118648400431844,-0.0009719251194255948,0.011523146190837268,0.00758157377968003,-0.0039415724111572376,6.761378691643837e-06,6.773052285837954e-06,1.167359419411704e-08,0.04152454777517454,0.043830119377307686,0.002305571602133148,0.0005955544341598305,0.000419083582552034,-0.00017647085160779646,0.011496394015412284,0.007571922404564367,-0.003924471610847917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615357033899488,0.615357033899488,0.0,0.18199466240226003,0.18199466240226003,-0.1937397904633189,-0.10778086316183755,0.08595892730148136,-0.004781312947987237,0.014401022241340811,0.009619709293353575
15,10015,200015,0.0063272471821042104,0.003151821887001884,-0.0031754252951023266,0.00163234952999536,0.0008137883138456196,-0.0008185612161497405,0.011806995294459784,0.007643207233809424,-0.00416378806065036,6.743936742175326e-06,6.754714466150706e-06,1.077772397538019e-08,0.04185976391067482,0.04348831028542305,0.001628546374748227,0.0006028730719637375,0.00042551806763592936,-0.0001773550043278081,0.011775114209637597,0.007628519919712043,-0.004146594289925554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6166600051654354,0.6166600051654354,0.0,0.18254048615634508,0.18254048615634508,-0.19575916407010147,-0.10821939469615688,0.08753976937394459,-0.0047491271561538595,0.014802706874750656,0.010053579718596797
16,10016,200016,0.006270338209464687,0.003095965513672813,-0.003174372695791874,0.001240040641304545,0.00024359815197891717,-0.000996442489325628,0.011430376336861187,0.007620408992538996,-0.0038099673443221915,6.76591948235421e-06,6.778851676480441e-06,1.2932194126231641e-08,0.04160594885225401,0.044011827157353654,0.002405878305099647,0.0005939075679442166,0.000415883227967124,-0.00017802433997709258,0.011400865679385511,0.007611693534222062,-0.0037891721451634493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6098503458556219,0.6098503458556219,0.0,0.18269304350891757,0.18269304350891757,-0.1936234675899455,-0.1073608318484118,0.0862626357415337,-0.004777072660409361,0.01424877724779208,0.009471704587382718
17,10017,200017,0.006359217318244623,0.003190799904471415,-0.0031684174137732077,0.0012102870777514522,0.00026469032934980864,-0.0009455967484016435,0.011746235449475364,0.007729256827910919,-0.004016978621564445,6.764266833670543e-06,6.776240770265409e-06,1.1973936594866532e-08,0.04175664277595256,0.043756738387122476,0.0020000956111699136,0.0005963309528317541,0.00041480931983154545,-0.00018152163300020865,0.011711267398570199,0.007712924673835987,-0.003998342724734211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6091269499180025,0.6091269499180025,0.0,0.18617267924035963,0.18617267924035963,-0.1962643374544974,-0.10901570240024344,0.08724863505425395,-0.004804432765111149,0.014386264056404616,0.009581831291293468
18,10018,200018,0.006212601831541666,0.0030441139653197688,-0.0031684878662218974,0.0012710226503881105,0.00020642534132503021,-0.0010645973090630803,0.01144952379474778,0.007518644306694885,-0.003930879488052894,6.7680931957992565e-06,6.780508692268623e-06,1.2415496469366759e-08,0.04118381566772161,0.04344411300516758,0.0022602973374459684,0.0005929314090542269,0.0004156597424351308,-0.00017727166661909608,0.011419477396541379,0.007506561542451175,-0.003912915854090203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611189942881778,0.611189942881778,0.0,0.18189899062452194,0.18189899062452194,-0.19077852062319942,-0.10494267578731885,0.08583584483588057,-0.004878273204118322,0.014183044041856907,0.009304770837738586
19,10019,200019,0.006465706182342425,0.0033043372865396584,-0.0031613688958027665,0.0013970100605559513,0.0004120926998584148,-0.0009849173606975366,0.011869838061243726,0.007906050815661012,-0.003963787245582714,6.75232533267608e-06,6.764918037675699e-06,1.2592704999618624e-08,0.042022579386782555,0.04421578383531049,0.0021932044485279342,0.0006047575441787066,0.0004190655303633373,-0.0001856920138153693,0.011839889428715474,0.007895018952429275,-0.003944870476286199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158655435034027,0.6158655435034027,0.0,0.18447660282009487,0.18447660282009487,-0.20019714153880075,-0.11223402804327082,0.08796311349552993,-0.0048087846545419345,0.014736006071942347,0.009927221417400413
