controller_name,rms_pos,max_pos,final_pos_err,max_tau_before_clip,max_tau_after_clip,torque_saturation_steps,joint_limit_steps,stable
pure_jtf_task_vsd,0.2887553052421273,0.43853693521819004,0.4280748653198246,32.03612068878342,20.0,332,259,True
ik_joint_space_vsd,0.32204696429373847,0.512756050748551,0.5123462668332219,562.1056163732335,20.0,478,0,True
dls_resolved_rate_joint_torque,0.2952158843780945,0.4518115413368242,0.45084205982951003,85.02942032736271,20.0,440,151,True
