t_peak_err,ee_pos_err_norm,des_x,des_y,des_z,act_x,act_y,act_z,q_jnt_jnt1,q_jnt_jnt2,q_jnt_jnt3,q_jnt_jnt4,q_act_q1_act,q_act_q2_act,q_act_q3_act,q_act_q4_act,tau_jnt1,tau_jnt2,tau_jnt3,tau_jnt4,F_task_0,F_task_1,F_task_2,F_task_3,F_task_4,sv_1,sv_2,sv_3,sv_4,joint_margin_min_rad,act_margin_min_rad,peak_index,use_desired_velocity
1.02,0.46099953725803555,-0.2498494464,-0.20009033216000002,-0.10003011072000001,0.20666667003499845,-0.14467587029665685,-0.1323232400763494,0.6107603116109008,1.571164604834074,1.0417309528123473,-1.0766912653133582,1.1452471622180778,10.474430698893826,3.472436509374491,-3.588970884377861,7.645950327918375,-4.158396222257855,3.9203919517934267,-3.5544631666829223,-30.0,-15.975620823500206,9.739216319261525,0.0,0.0,0.5489588116196604,0.25213347200561614,0.2080573063209555,0.0,-0.00026460483407397817,-0.0024306988938267438,510,True
