t,qj1,qj2,qj3,qj4,qdj1,qdj2,qdj3,qdj4,qa1,qa2,qa3,qa4,qda1,qda2,qda3,qda4,jnt_margin,act_margin,y_des_0,y_des_1,y_des_2,y_des_3,y_des_4,y_act_0,y_act_1,y_act_2,y_act_3,y_act_4,yaw_actual,e_0,e_1,e_2,e_3,e_4,yd_des_0,yd_des_1,yd_des_2,yd_des_3,yd_des_4,yd_act_0,yd_act_1,yd_act_2,yd_act_3,yd_act_4,ed_0,ed_1,ed_2,ed_3,ed_4,K_0,K_1,K_2,K_3,K_4,D_0,D_1,D_2,D_3,D_4,F_raw_0,F_raw_1,F_raw_2,F_raw_3,F_raw_4,F_0,F_1,F_2,F_3,F_4,J_0_0,J_0_1,J_0_2,J_0_3,J_1_0,J_1_1,J_1_2,J_1_3,J_2_0,J_2_1,J_2_2,J_2_3,J_3_0,J_3_1,J_3_2,J_3_3,J_4_0,J_4_1,J_4_2,J_4_3,sv0,sv1,sv2,sv3,tau_j_raw_norm,tau_j1,tau_j2,tau_j3,tau_j4,tau_a1,tau_a2,tau_a3,tau_a4,tau_j_sat_any,tau_a_sat_any,torque_mode,ctrl_norm,qfrc_applied_dof0,qfrc_applied_dof1,qfrc_applied_dof2,qfrc_applied_dof3,qfrc_actuator_norm,qfrc_bias_norm,qacc_norm,ee_pos_err,e_task_norm,trans_err_norm
0.223,0.6172167470849148,1.5774003136023524,1.387452231388178,-0.12198658573240237,-0.08163498548318018,-0.11439356186153957,-0.4463054486297829,0.0904353586470793,1.1573537353926773,10.51600209068235,4.624840771293927,-0.40662195244134125,-0.15307516497877402,-0.7626237457435971,-1.487684828765943,0.30145119549026433,-0.006500313602352481,-0.04400209068235128,0.15011635874753598,-0.2599301847514784,-0.1199767282504928,-1.5707963267948966,0.0,0.22860509641293997,-0.16224128854835443,-0.18766223458862938,-1.5708052814310571,0.05474927106351979,2.5246568202437976,-0.07848873766540398,-0.09768889620312396,0.06768550633813658,8.954636160574125e-06,-0.05474927106351979,-0.91575754584,-0.5494545275039999,-0.18315150916799997,0.0,0.0,0.21234801437967712,-0.1226451094086603,0.05542243252499479,3.393791384989888e-06,0.6511348582023753,-1.1281055602196772,-0.4268094180953396,-0.23857394169299476,-3.393791384989888e-06,-0.6511348582023753,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-9.908182867934222,-6.468412356696996,1.2759766033674946,2.5167012789227432e-05,-0.489815242291747,-9.908182867934222,-6.468412356696996,1.2759766033674946,2.5167012789227432e-05,-0.489815242291747,-0.16224266727316028,-0.3324438222762627,-0.3312057306886773,0.14656857248718236,-0.22860509642230742,0.23594406656224365,0.2350624875163687,-0.1040205087482482,-1.67946212492609e-06,-0.28032481406981,-0.05032983597941243,0.009868501099630222,4.2583714332522504e-06,-6.751932346560352e-06,-6.751932346560352e-06,-4.907185768843192e-07,-5.991207530087195e-06,-1.000000000139778,-0.9999999999177334,0.9999999999177334,1.8366313642155931,0.28032654758923903,0.23977166328394192,0.11811004122147446,4.415352100801597,3.0862428385634013,1.8998580068815456,2.1867613966448474,-1.2566039405083658,1.645893305805862,0.28497870103223183,0.6560284189934542,-0.3769811821525097,False,False,joint_direct_debug,0.0,3.0862428385634013,1.8998580068815456,2.1867613966448474,-1.2566039405083658,0.0,6.527016800014366,6947.842412732152,0.14247784023847532,0.152585755927988,0.0
0.224,0.6169425695051148,1.577290139438717,1.3867888803804835,-0.12221501471642517,-0.274177579800008,-0.11017416363524016,-0.6633510076946278,-0.22842898402279133,1.156839620298359,10.515267596258115,4.622629601268279,-0.4073833823880839,-0.51411509431841,-0.7344944242349344,-2.2111700256487596,-0.7614299467426378,-0.006390139438717135,-0.04326759625811505,0.149199810306048,-0.2604801138163712,-0.1201600379387904,-1.5707963267948966,0.0,0.22887245411655646,-0.1623366968599122,-0.18760012303665363,-1.5708052772650234,0.05529436889352968,2.524701126385322,-0.07967264381050845,-0.098143416956459,0.06744008509786323,8.95047012683392e-06,-0.0552943688935299,-0.91732967424,-0.5503978045439999,-0.18346593484799997,0.0,0.0,0.2673802106959796,-0.09533242141455596,0.06220599236747786,4.164713293184659e-06,0.5450978300132392,-1.1847098849359796,-0.45506538312944395,-0.24567192721547784,-4.164713293184659e-06,-0.5450978300132392,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.295165062036215,-6.656128977035024,1.2235718406216622,2.476905373390943e-05,-0.4384320216872093,-10.295165062036215,-6.656128977035024,1.2235718406216622,2.476905373390943e-05,-0.4384320216872093,-0.16233807506593756,-0.33245783716273625,-0.3312401726240921,0.14659267706662593,-0.2288724541277265,0.23581697733421336,0.2349503977622236,-0.10397719227284163,-1.6813633818557605e-06,-0.28059807311020535,-0.05060292891656548,0.009966469649569376,4.25659507641285e-06,-6.746603276042151e-06,-6.746603276042151e-06,-4.951594689828198e-07,-5.992095708506895e-06,-0.9999999999177334,-0.9999999996956888,0.9999999999177334,1.8366536078515783,0.28059980570811527,0.23983333253194358,0.11806368281771938,4.526412073135416,3.1947024225849123,1.9481802143405464,2.2228278041427494,-1.2433475348984635,1.7037348019645338,0.292227032151082,0.6668483412428248,-0.37300426046953905,False,False,joint_direct_debug,0.0,3.1947024225849123,1.9481802143405464,2.2228278041427494,-1.2433475348984635,0.0,6.5498118078924605,6992.128776296339,0.143271909148394,0.15357569095757712,0.0
0.225,0.6168982597639964,1.5771837220669327,1.3859994987219695,-0.1228002483652023,-0.0443097411184224,-0.1064173717844616,-0.7893816585139823,-0.5852336487771297,1.1567565343408894,10.514558147112885,4.619998329073232,-0.409334161217341,-0.08308595746938383,-0.709449145229744,-2.631272195046608,-1.9507788292570991,-0.006283722066932729,-0.04255814711288508,0.14828171874999996,-0.26103096875000004,-0.12034365625000001,-1.5707963267948966,0.0,0.22909070214521698,-0.16247624519593246,-0.18753605064060921,-1.5708052711210356,0.055604934540521844,2.524539715074842,-0.08080898339521703,-0.09855472355406758,0.0671923943906092,8.944326139292968e-06,-0.055604934540522066,-0.9188437499999995,-0.5513062499999996,-0.18376874999999987,0.0,0.0,0.21823963687804238,-0.13952832953263386,0.06417189252001843,6.142977609649502e-06,0.3105656468247448,-1.137083386878042,-0.4117779204673657,-0.2479406425200183,-6.142977609649502e-06,-0.3105656468247448,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.054859657076932,-6.4128564649668975,1.2000519205042584,2.3761489613054156e-05,-0.3220976270339386,-10.054859657076932,-6.4128564649668975,1.2000519205042584,2.3761489613054156e-05,-0.3220976270339386,-0.16247762288368328,-0.33241602186151464,-0.3312182831199939,0.14659475194855887,-0.2290907021307298,0.23576518176637862,0.23491281546383913,-0.10396890159913852,-1.6830564719683139e-06,-0.28085682264589185,-0.050861520731193544,0.010022285237831774,4.25659507641285e-06,-6.743050562363351e-06,-6.742828517758426e-06,-4.978240042419202e-07,-5.992539797716745e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8366709762687836,0.2808585548444629,0.23990950667640432,0.1180076938138784,4.303373427742214,3.1028153962626033,1.8155230348494995,2.0849523464211206,-1.11732237890299,1.6547314508268463,0.27232845522742494,0.6254857039263362,-0.335196713670897,False,False,joint_direct_debug,0.0,3.1028153962626033,1.8155230348494995,2.0849523464211206,-1.11732237890299,0.0,6.563609282562868,7039.277978721577,0.1440209030349052,0.15443397301561282,0.0
0.226,0.617059669229531,1.5770808510331713,1.3851010557241201,-0.12369248559734966,0.16140946553469998,-0.10287103376141735,-0.8984429978492936,-0.8922372321473606,1.157059196005121,10.513872340221143,4.6170035190804,-0.41230828532449887,0.3026616642315769,-0.6858068917427823,-2.994809992830979,-2.974124107157869,-0.006180851033171342,-0.04187234022114339,0.14736214220595198,-0.2615827146764288,-0.12052757155880961,-1.5707963267948966,0.0,0.22926541238518808,-0.1626557845759311,-0.1874702904193785,-1.5708052632384963,0.055714010372781786,2.524193684791804,-0.0819032701792361,-0.09892693010049769,0.06694271886056888,8.936443599782962e-06,-0.055714010372781786,-0.9202996262399998,-0.5521797757439998,-0.18405992524799994,0.0,0.0,0.17466644350335822,-0.17955706818143508,0.06587475433977563,7.8819011382671e-06,0.10907583232087148,-1.094966069743358,-0.3726227075625647,-0.24993467958777557,-7.8819011382671e-06,-0.10907583232087148,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-9.845927225629593,-6.192813449395295,1.178100676896102,2.2868380230215334e-05,-0.2216799472787811,-9.845927225629593,-6.192813449395295,1.178100676896102,2.2868380230215334e-05,-0.2216799472787811,-0.16265716179519885,-0.3323243285835442,-0.3311460236854469,0.14657707581022805,-0.22926541239087772,0.2357807841607551,0.23494191508932616,-0.10399192913734812,-1.684249961719786e-06,-0.28110319776064596,-0.05110774579930588,0.010041888390266429,4.25748325483255e-06,-6.7412742055239505e-06,-6.7408301163141005e-06,-4.987121826616203e-07,-5.991651619297045e-06,-0.9999999996956888,-0.9999999996956888,0.9999999996956888,1.8366841491953165,0.2811049300358385,0.23999820020653032,0.11794336656068631,4.112610387829773,3.021307851208729,1.7024068227777827,1.96695807580803,-1.0090341956956035,1.6112634770496153,0.2553610234166674,0.590087422742409,-0.302710258708681,False,False,joint_direct_debug,0.0,3.021307851208729,1.7024068227777827,1.96695807580803,-1.0090341956956035,0.0,6.570473500483913,7092.171566505092,0.14472956597797587,0.1551775170741088,2.2247786310271853e-16
0.227,0.6174056991719036,1.5769813480010266,1.3841082634999107,-0.1248489827102582,0.3460299423724891,-0.09950303214462372,-0.9927922242094029,-1.1564971129085333,1.157708042699988,10.513208986673511,4.6136942116663695,-0.41616327570086065,0.6488466948668462,-0.6633535476308249,-3.3093074140313434,-3.8549903763617777,-0.006081348001026665,-0.041208986673511916,0.14644113894446403,-0.26213531663332157,-0.1207117722111072,-1.5707963267948966,0.0,0.22940135673693668,-0.16287160223345792,-0.1874030590529842,-1.5708052538259683,0.055649806443156535,2.5240845939879133,-0.08296021779247265,-0.09926371439986365,0.06669128684187701,8.927031071692682e-06,-0.055649806443156535,-0.9216971618400001,-0.5530182971039999,-0.18433943236799996,0.0,0.0,0.1358623957364839,-0.21585952847735412,0.06736672830897222,9.412081293638234e-06,-0.06420392965797328,-1.057559557576484,-0.33715876862664573,-0.25170616067697216,-9.412081293638234e-06,0.06420392965797328,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-9.66376605715781,-5.99350118775442,1.1574145096132478,2.2075052568258927e-05,-0.13484745450048297,-9.66376605715781,-5.99350118775442,1.1574145096132478,2.2075052568258927e-05,-0.13484745450048297,-0.1628729789787675,-0.33218790097822026,-0.3310285460883522,0.14654160808424965,-0.22940135663285233,0.23585684422178232,0.23503081618414523,-0.10404301602207067,-1.6853185513809876e-06,-0.28133896769200195,-0.051343373080880994,0.010030349661960258,4.259481656276876e-06,-6.740608071709175e-06,-6.7408301163141005e-06,-4.973799150320701e-07,-5.990319351667495e-06,-0.9999999996956888,-0.9999999999177334,1.000000000139778,1.8366936930717026,0.28134070056543736,0.24009769572705664,0.11787182023715069,3.948949396274962,2.9488825265958667,1.6057995370728755,1.8657468410446398,-0.9158000603551257,1.5726390514335757,0.2408699305609313,0.559724052313392,-0.2747400181065377,False,False,joint_direct_debug,0.0,2.9488825265958667,1.6057995370728755,1.8657468410446398,-0.9158000603551257,0.0,6.610980016618785,7154.174727182259,0.14550344129951118,0.15582140902363315,0.0
0.228,0.6175147897099525,1.5768853667209615,1.3829624179076803,-0.12618627903653384,0.10909053804902735,-0.09598128006525647,-1.1458455922304545,-1.3372963262756505,1.1579126002436764,10.512569111473077,4.609874726358934,-0.4206209301217795,0.2045575436884068,-0.6398752004350432,-3.8194853074348485,-4.457654420918836,-0.005985366720961505,-0.04056911147307751,0.14551876737433597,-0.2626887395753984,-0.12089624652513281,-1.5707963267948966,0.0,0.22959876573298785,-0.1630494416581615,-0.18733046266136918,-1.570805244326373,0.055554336335690735,2.5241874234013957,-0.08407999835865188,-0.09963929791723691,0.06643421613623637,8.917531476360097e-06,-0.055554336335690735,-0.9230362214399999,-0.5538217328639998,-0.18460724428799993,0.0,0.0,0.19736396872570278,-0.17784276264435592,0.0727716515736661,9.498175846823268e-06,-0.09547010791372301,-1.1204001901657026,-0.3759789702196439,-0.257378895861666,-9.498175846823268e-06,0.09547010791372301,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.08560107534029,-6.241445738007339,1.1130952702794588,2.2003506505668658e-05,-0.1189279550502107,-10.08560107534029,-6.241445738007339,1.1130952702794588,2.2003506505668658e-05,-0.1189279550502107,-0.1630508177780099,-0.33210297858965454,-0.3309617119667818,0.14653103716510962,-0.22959876573580562,0.23585104934331635,0.23503767662691466,-0.10405955576386905,-1.6868034746764238e-06,-0.28160288807754785,-0.05160715788044001,0.010013191692470613,4.259925745486726e-06,-6.74038602710425e-06,-6.74038602710425e-06,-4.958256027975949e-07,-5.9894311732477945e-06,-0.9999999999177334,-0.9999999996956888,1.000000000139778,1.8367045540880687,0.2816046208667625,0.2402124879524077,0.11778920409475578,4.112643060297345,3.077492575802065,1.682883743335093,1.9324571645708584,-0.9361538339462733,1.6412267906752414,0.25243256150026394,0.5797371493712575,-0.280846150183882,False,False,joint_direct_debug,0.0,3.077492575802065,1.682883743335093,1.9324571645708584,-0.9361538339462733,0.0,6.6412406758356095,7217.372746178068,0.14633686457701112,0.1565158945675754,2.220446049250313e-16
0.229,0.6174119603051703,1.5767927776205632,1.3816757835232778,-0.1277132494295712,-0.10282940478223446,-0.09258910039829482,-1.2866343844024908,-1.5269703930373775,1.1577197830586354,10.511951850803756,4.605585945077593,-0.4257108314319041,-0.19281718504075465,-0.6172606693219655,-4.288781281341636,-5.089901310124592,-0.005892777620563283,-0.03995185080375663,0.144595086036848,-0.2632429483778912,-0.12108098279263041,-1.5707963267948966,0.0,0.22984834198612475,-0.1631911326890357,-0.1872530623311378,-1.5708052347118988,0.055406590043352466,2.5244803214827987,-0.08525325594927674,-0.10005181568885549,0.0661720795385074,8.90791700225435e-06,-0.055406590043352466,-0.92431667544,-0.5545900052639998,-0.18486333508799996,0.0,0.0,0.24955872432286155,-0.14164257925913043,0.07761741413276996,9.61253542483784e-06,-0.14774629254971305,-1.1738753997628615,-0.4129474260048694,-0.2624807492207699,-9.61253542483784e-06,0.14774629254971305,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.453382636548238,-6.479757183583436,1.0719986862156765,2.1917483294344134e-05,-0.09234662385520087,-10.453382636548238,-6.479757183583436,1.0719986862156765,2.1917483294344134e-05,-0.09234662385520087,-0.16319250829843757,-0.33206411681474535,-0.33094013032752834,0.14654294143434665,-0.22984834197048443,0.23577209140590583,0.23497116452553257,-0.10404534281360789,-1.688579831515824e-06,-0.2818884150546097,-0.051892556113264376,0.009986638460635078,4.259703700881801e-06,-6.74038602710425e-06,-6.74038602710425e-06,-4.938272013532696e-07,-5.990319351667495e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8367159039040253,0.28189014732540346,0.24034153149872972,0.11769632941581168,4.2417712763653395,3.1952739208033987,1.7336099830374816,1.9736055925350844,-0.9393218425325432,1.7040395819644525,0.2600414974556222,0.5920816777605253,-0.28179655275976295,False,False,joint_direct_debug,0.0,3.1952739208033987,1.7336099830374816,1.9736055925350844,-0.9393218425325432,0.0,6.663263416736704,7283.469537059754,0.14722480760419762,0.15724858626589702,0.0
0.23,0.6171190626899941,1.5767034328812726,1.3802638324559313,-0.1294335303310578,-0.2928976151762432,-0.08934473929063565,-1.4119510673465694,-1.7202809014866067,1.1571705657040954,10.511356219208484,4.600879441519771,-0.4314451011035261,-0.5492173545401148,-0.5956315952709044,-4.7065035578218986,-5.734269671622022,-0.005803432881272608,-0.03935621920848398,0.14367015360000002,-0.26379790784,-0.12126596928,-1.5707963267948966,0.0,0.23014098659587615,-0.1632975494330368,-0.18717152751267166,-1.5708052249916973,0.05518760670314116,2.524540839048704,-0.08647083299587613,-0.10050035840696322,0.06590555823267166,8.898196800721792e-06,-0.05518760670314116,-0.9255384000000004,-0.5553230400000001,-0.18510768000000005,0.0,0.0,0.2926459709959392,-0.10630988418141585,0.08179394504822184,9.718649647773633e-06,-0.21898334028930733,-1.2181843709959397,-0.44901315581858425,-0.2669016250482219,-9.718649647773633e-06,0.21898334028930733,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.767939545810684,-6.714093271190035,1.0348125790175349,2.1835265578278556e-05,-0.056071149964769806,-10.767939545810684,-6.714093271190035,1.0348125790175349,2.1835265578278556e-05,-0.056071149964769806,-0.16329892447985994,-0.332066661890007,-0.33095920012882196,0.14657518986049833,-0.23014098661511273,0.23562764019102733,0.23483893385467525,-0.10400367923824039,-1.6907725219894587e-06,-0.28218865227858103,-0.05219267087963608,0.00994728191483496,4.257705299437475e-06,-6.7412742055239505e-06,-6.7408301163141005e-06,-4.916067553040193e-07,-5.99142957469212e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8367269214667135,0.28219038350740544,0.24048344791767828,0.11759424324309618,4.3378236414249205,3.303579582759241,1.757706569664417,1.9890796709516467,-0.9257999578994793,1.7617989914855032,0.2636559854496625,0.596723901285494,-0.2777399873698438,False,False,joint_direct_debug,0.0,3.303579582759241,1.757706569664417,1.9890796709516467,-0.9257999578994793,0.0,6.688452795685927,7569.675265534357,0.14805988388464164,0.15800867576714683,0.0
0.231,0.6170585473438535,1.5766168304937247,1.3788036135542698,-0.13139749521513464,-0.06051534614063242,-0.08660238754789759,-1.4602189016613714,-1.9639648840768125,1.1570570923379964,10.510778869958164,4.5960120451809,-0.4379916507171155,-0.11347336609906698,-0.5773492503193173,-4.867396338871238,-6.5465496135893755,-0.005716830493724734,-0.03877886995816482,0.14274402885275195,-0.26435358268834885,-0.12145119422944961,-1.5707963267948966,0.0,0.23037499726861718,-0.16344264077831028,-0.1870901264968695,-1.5708052138596387,0.05477046347081416,2.5243934039342717,-0.08763096841586523,-0.10091094191003858,0.0656389322674199,8.887064741891493e-06,-0.05477046347081416,-0.9267012770399997,-0.5560207662239997,-0.1853402554079999,0.0,0.0,0.23397702053662883,-0.14504708242800662,0.08168708002732428,1.112987726419353e-05,-0.41714323222712535,-1.1606782975766285,-0.41097368379599303,-0.2670273354353242,-1.112987726419353e-05,0.41714323222712535,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.46930852209438,-6.502279779177501,1.023393278084851,2.109625559357771e-05,0.044260225701120204,-10.46930852209438,-6.502279779177501,1.023393278084851,2.109625559357771e-05,0.044260225701120204,-0.16344401516932283,-0.3320145294666288,-0.33092326494343904,0.1465848551429616,-0.23037499737033063,0.2355604452886073,0.23478333137372243,-0.10399720064280249,-1.6924933676776277e-06,-0.28246346288340884,-0.052467364564101615,0.009872309983394167,4.257261210227625e-06,-6.743050562363351e-06,-6.743050562363351e-06,-4.873879078104437e-07,-5.991651619297045e-06,-1.000000000139778,-0.9999999999177334,0.9999999999177334,1.836732725456539,0.28246519359996314,0.24063178438921204,0.11748813954905712,4.114058573570372,3.209106510738309,1.6109511875609626,1.8399558756988958,-0.8040596969640454,1.7114165021767402,0.24164267813414436,0.5519867627096687,-0.24121790908921362,False,False,joint_direct_debug,0.0,3.209106510738309,1.6109511875609626,1.8399558756988958,-0.8040596969640454,0.0,6.698195168543913,7578.689363562341,0.14884729311463718,0.15865206585376757,0.0
0.232,0.6172059863468237,1.5765326817448897,1.3773221153760233,-0.13356771375685428,0.14743900297024568,-0.08414874883505989,-1.481498178246427,-2.1702185417196413,1.1573335577476536,10.510217878299265,4.591073717920078,-0.4452257125228476,0.2764654096573142,-0.5609916589003993,-4.938327260821423,-7.234061805732138,-0.005632681744889734,-0.038217878299265706,0.141816770699264,-0.2649099375804416,-0.1216366458601472,-1.5707963267948966,0.0,0.23055091063790992,-0.16361855949342602,-0.1870097427234513,-1.5708052016211098,0.05416589097278712,2.5240593976379517,-0.08873413993864593,-0.1012913780870156,0.0653730968633041,8.87482621347857e-06,-0.054165890972787345,-0.9278051942399999,-0.5566831165439998,-0.18556103884799993,0.0,0.0,0.17584500044425383,-0.17591454092805286,0.08069358754043796,1.223531062063399e-05,-0.6045724982737264,-1.1036501946842536,-0.38076857561594696,-0.2662546263884379,-1.223531062063399e-05,0.6045724982737264,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.171266765651358,-6.336266577176306,1.0173961162015368,2.0506823330118716e-05,0.13978857621850116,-10.171266765651358,-6.336266577176306,1.0173961162015368,2.0506823330118716e-05,0.13978857621850116,-0.16361993332436597,-0.33191424081424614,-0.33083887374107945,0.1465743612594217,-0.23055091068202582,0.23556287361004014,0.2347968001137346,-0.10402224653871528,-1.69381175751937e-06,-0.2827087307866183,-0.052712520640096905,0.009763648958771576,4.2579273440424e-06,-6.746603276042151e-06,-6.746603276042151e-06,-4.813927034774679e-07,-5.991207530087195e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8367331789702737,0.2827104615762295,0.2407837883557664,0.1173799808498899,3.8969842049051544,3.1250514590197374,1.4559837827285553,1.683897234190824,-0.6820121706207378,1.666589943095226,0.2183975674092833,0.5051691702572472,-0.20460365118622134,False,False,joint_direct_debug,0.0,3.1250514590197374,1.4559837827285553,1.683897234190824,-0.6820121706207378,0.0,6.698339442491305,7593.2690763093215,0.14959198129682041,0.15918943583842274,3.1401849173675503e-16
0.233,0.617539997829248,1.5764508990117445,1.3758284303953898,-0.13589395871327314,0.334011482424267,-0.08178273314513318,-1.493684980633554,-2.3262449564188703,1.1579598684216164,10.509672660078298,4.586094767984633,-0.45297986237757715,0.6263106739626233,-0.5452182209675546,-4.97894993544518,-7.754149854729568,-0.005550899011744548,-0.03767266007829839,0.14088843815313595,-0.2654669371081184,-0.12182231236937281,-1.5707963267948966,0.0,0.23067650368259063,-0.16382358047240123,-0.18693026828275358,-1.5708051884548657,0.05341511172928648,2.5239612513170786,-0.08978806552945467,-0.10164335663571719,0.06510795591338077,8.861659969383595e-06,-0.05341511172928648,-0.9288500450399999,-0.5573100270239998,-0.18577000900799995,0.0,0.0,0.1254908760873633,-0.2050390013575806,0.07980546575022385,1.3161965371809494e-05,-0.7507792434670284,-1.054340921127363,-0.3522710256664192,-0.2655754747582238,-1.3161965371809494e-05,0.7507792434670284,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-9.917568147942365,-6.179360419427203,1.0108653879858878,2.0003997222246038e-05,0.21514428654565476,-9.917568147942365,-6.179360419427203,1.0108653879858878,2.0003997222246038e-05,0.21514428654565476,-0.1638249537694314,-0.3317707445577023,-0.33071096851300386,0.14654554421345,-0.23067650370411918,0.235627707054209,0.23487216567474878,-0.10407541263524056,-1.6946305470000311e-06,-0.28292982390265564,-0.05293350655022344,0.009628704902842067,4.260147790091651e-06,-6.751488257350502e-06,-6.751488257350502e-06,-4.738431869100168e-07,-5.9894311732477945e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8367293138906007,0.2829315551964058,0.24093819465748137,0.1172705251991228,3.7224589220541553,3.0501753984728883,1.3331821891260462,1.5598358670524601,-0.5853783250045421,1.6266585400055913,0.19997732836890694,0.467950760115738,-0.17561349750136263,False,False,joint_direct_debug,0.0,3.0501753984728883,1.3331821891260462,1.5598358670524601,-0.5853783250045421,0.0,6.714784542977529,7621.642443028161,0.15040095018604488,0.15964175150159543,0.0
0.234,0.6176381501249627,1.5763712827438345,1.374338781387996,-0.13831253686438935,0.09815229571469927,-0.07961626790987182,-1.489649007393815,-2.418578151116196,1.1581439154790225,10.509141884958897,4.58112927129332,-0.46104178954796454,0.18404705740614902,-0.5307751193991455,-4.965496691312716,-8.061927170387321,-0.005471282743834571,-0.037141884958897364,0.139959090331648,-0.2660245458010112,-0.1220081819336704,-1.5707963267948966,0.0,0.23082499006172053,-0.1639631262543459,-0.18685183512497358,-1.5708051763013084,0.0525657982655785,2.5240740360424865,-0.09086589973007253,-0.10206141954666531,0.06484365319130318,8.849506412111907e-06,-0.0525657982655785,-0.9298357286400003,-0.5579014371840001,-0.18596714572800002,0.0,0.0,0.14842668919674212,-0.13952768846371588,0.07877606790735017,1.214820021333082e-05,-0.8493134639239175,-1.0782624178367424,-0.4183737487202842,-0.2647432136353502,-1.214820021333082e-05,0.8493134639239175,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.104210496223356,-6.592699274188318,1.0052868458400264,2.0474419129670312e-05,0.26695933716522324,-10.104210496223356,-6.592699274188318,1.0052868458400264,2.0474419129670312e-05,0.26695933716522324,-0.16396449882549735,-0.3316836719308158,-0.3306388982882158,0.14654194299690282,-0.23082499005233625,0.23561484986667214,0.23486980903208998,-0.10409449328896425,-1.695768525600272e-06,-0.2831316880808066,-0.05313526771355548,0.009476043921763377,4.260147790091651e-06,-6.756817327868703e-06,-6.757261417078553e-06,-4.6562753652779065e-07,-5.9889870840379444e-06,-0.9999999996956888,-0.9999999996956888,0.9999999999177334,1.8367222687434295,0.28313341907092665,0.24109298099285778,0.11716106062202326,3.7538866647644347,3.1784882509605645,1.2464758907548117,1.472043484103947,-0.5179414687742356,1.6950877842372691,0.18697138361322174,0.44161304523118405,-0.1553824406322707,False,False,joint_direct_debug,0.0,3.1784882509605645,1.2464758907548117,1.472043484103947,-0.5179414687742356,0.0,6.718661833802546,7653.043333597547,0.1512682270610051,0.16012809771692568,0.0
0.23500000000000001,0.6175253719809867,1.5762937868499631,1.372857584545352,-0.1407974602170952,-0.11277814397608535,-0.07749589387148369,-1.4811968426440392,-2.4849233527058376,1.1579324432420526,10.50862524566642,4.576191948484507,-0.4693248673903173,-0.21147223696997067,-0.5166392924765579,-4.937322808813464,-8.283077842352792,-0.005393786849963167,-0.036625245666421335,0.13902878644999997,-0.26658272813,-0.12219424271000001,-1.5707963267948966,0.0,0.230994745028385,-0.16404452337112596,-0.18677438544535047,-1.5708051650983401,0.05163956832484451,2.5243759697634274,-0.09196595857838502,-0.10253820475887404,0.06458014273535045,8.838303443781115e-06,-0.05163956832484473,-0.9307621500000005,-0.5584572900000002,-0.18615243000000006,0.0,0.0,0.16971830122721365,-0.08134541771174628,0.0778010503521909,1.1197667476610294e-05,-0.9262299411811155,-1.1004804512272142,-0.4771118722882539,-0.26395348035219096,-1.1197667476610294e-05,0.9262299411811155,40.0,40.0,40.0,3.0,3.0,6.0,6.0,6.0,0.5,0.5,-10.281521050498686,-6.964199424084486,0.9994848273008725,2.0916076593038197e-05,0.30819626561602353,-10.281521050498686,-6.964199424084486,0.9994848273008725,2.0916076593038197e-05,0.30819626561602353,-0.16404589549268156,-0.33164709505040246,-0.33061676955881136,0.1465607755157805,-0.23099474504018058,0.23553259854980357,0.2347979958655655,-0.10408300231412593,-1.6969481375639361e-06,-0.28331722080887634,-0.05332070172892056,0.009309549658942373,4.259481656276876e-06,-6.763478666016454e-06,-6.763700710621379e-06,-4.5696779693571443e-07,-5.9896532178527195e-06,-0.9999999996956888,-0.9999999999177334,1.000000000139778,1.8367125969049753,0.28331895127422124,0.2412475222138297,0.11705196119841815,3.7987213888222415,3.2953312561577026,1.1781730727485626,1.4025737101923985,-0.46451189458722814,1.7574001589089028,0.1767259609122844,0.42077211305771955,-0.13935356837616844,False,False,joint_direct_debug,0.0,3.2953312561577026,1.1781730727485626,1.4025737101923985,-0.46451189458722814,0.0,6.71331176889627,8033.818253446552,0.15218855587753682,0.16065198692522967,0.0
